"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"Related children under 18 years","Alabama","(X)","(X)","25.80%","±0.5",2012
"Related children under 5 years","Alabama","(X)","(X)","30.40%","±0.8",2012
"Related children 5 to 17 years","Alabama","(X)","(X)","24.10%","±0.5",2012
"18 years and over","Alabama","(X)","(X)","15.60%","±0.2",2012
"18 to 64 years","Alabama","(X)","(X)","16.60%","±0.2",2012
"65 years and over","Alabama","(X)","(X)","11.10%","±0.2",2012
"People in families","Alabama","(X)","(X)","15.60%","±0.3",2012
"Unrelated individuals 15 years and over","Alabama","(X)","(X)","30.50%","±0.4",2012
"All families","Alaska","(X)","(X)","6.60%","±0.4",2012
"With related children under 18 years","Alaska","(X)","(X)","10.50%","±0.6",2012
"With related children under 5 years only","Alaska","(X)","(X)","13.40%","±1.6",2012
"Married couple families","Alaska","(X)","(X)","2.60%","±0.3",2012
"With related children under 18 years","Alaska","(X)","(X)","4.00%","±0.4",2012
"With related children under 5 years only","Alaska","(X)","(X)","3.60%","±1.0",2012
"Families with female householder, no husband present","Alaska","(X)","(X)","21.20%","±1.4",2012
"With related children under 18 years","Alaska","(X)","(X)","26.10%","±1.9",2012
"With related children under 5 years only","Alaska","(X)","(X)","37.90%","±4.8",2012
"All people","Alaska","(X)","(X)","9.60%","±0.4",2012
"Under 18 years","Alaska","(X)","(X)","13.00%","±0.8",2012
"Related children under 18 years","Alaska","(X)","(X)","12.50%","±0.8",2012
"Related children under 5 years","Alaska","(X)","(X)","15.70%","±1.2",2012
"Related children 5 to 17 years","Alaska","(X)","(X)","11.20%","±0.8",2012
"18 years and over","Alaska","(X)","(X)","8.40%","±0.3",2012
"18 to 64 years","Alaska","(X)","(X)","8.80%","±0.3",2012
"65 years and over","Alaska","(X)","(X)","4.60%","±0.5",2012
"People in families","Alaska","(X)","(X)","7.40%","±0.4",2012
"Unrelated individuals 15 years and over","Alaska","(X)","(X)","18.10%","±0.7",2012
"All families","Arizona","(X)","(X)","12.40%","±0.2",2012
"With related children under 18 years","Arizona","(X)","(X)","19.70%","±0.4",2012
"With related children under 5 years only","Arizona","(X)","(X)","19.30%","±0.9",2012
"Married couple families","Arizona","(X)","(X)","7.00%","±0.2",2012
"With related children under 18 years","Arizona","(X)","(X)","11.20%","±0.4",2012
"With related children under 5 years only","Arizona","(X)","(X)","9.20%","±0.7",2012
"Families with female householder, no husband present","Arizona","(X)","(X)","30.70%","±0.6",2012
"With related children under 18 years","Arizona","(X)","(X)","38.40%","±0.8",2012
"With related children under 5 years only","Arizona","(X)","(X)","44.10%","±2.0",2012
"All people","Arizona","(X)","(X)","17.20%","±0.2",2012
"Under 18 years","Arizona","(X)","(X)","24.40%","±0.5",2012
"Related children under 18 years","Arizona","(X)","(X)","24.00%","±0.5",2012
"Related children under 5 years","Arizona","(X)","(X)","27.10%","±0.7",2012
"Related children 5 to 17 years","Arizona","(X)","(X)","22.80%","±0.5",2012
"18 years and over","Arizona","(X)","(X)","14.70%","±0.2",2012
"18 to 64 years","Arizona","(X)","(X)","16.20%","±0.2",2012
"65 years and over","Arizona","(X)","(X)","8.20%","±0.2",2012
"People in families","Arizona","(X)","(X)","15.10%","±0.3",2012
"Unrelated individuals 15 years and over","Arizona","(X)","(X)","26.00%","±0.4",2012
"All families","Arkansas","(X)","(X)","14.10%","±0.3",2012
"With related children under 18 years","Arkansas","(X)","(X)","22.80%","±0.5",2012
"With related children under 5 years only","Arkansas","(X)","(X)","25.90%","±1.4",2012
"Married couple families","Arkansas","(X)","(X)","6.90%","±0.2",2012
"With related children under 18 years","Arkansas","(X)","(X)","10.70%","±0.5",2012
"With related children under 5 years only","Arkansas","(X)","(X)","11.70%","±1.1",2012
"Families with female householder, no husband present","Arkansas","(X)","(X)","38.40%","±1.0",2012
"With related children under 18 years","Arkansas","(X)","(X)","47.90%","±1.1",2012
"With related children under 5 years only","Arkansas","(X)","(X)","55.10%","±2.4",2012
"All people","Arkansas","(X)","(X)","18.70%","±0.3",2012
"Under 18 years","Arkansas","(X)","(X)","27.10%","±0.6",2012
"Related children under 18 years","Arkansas","(X)","(X)","26.70%","±0.6",2012
"Related children under 5 years","Arkansas","(X)","(X)","31.50%","±0.9",2012
"Related children 5 to 17 years","Arkansas","(X)","(X)","24.90%","±0.6",2012
"18 years and over","Arkansas","(X)","(X)","16.00%","±0.2",2012
"18 to 64 years","Arkansas","(X)","(X)","17.10%","±0.3",2012
"65 years and over","Arkansas","(X)","(X)","11.10%","±0.3",2012
"People in families","Arkansas","(X)","(X)","16.10%","±0.3",2012
"Unrelated individuals 15 years and over","Arkansas","(X)","(X)","31.60%","±0.5",2012
"All families","California","(X)","(X)","11.50%","±0.1",2012
"With related children under 18 years","California","(X)","(X)","17.00%","±0.1",2012
"With related children under 5 years only","California","(X)","(X)","15.10%","±0.3",2012
"Married couple families","California","(X)","(X)","6.90%","±0.1",2012
"With related children under 18 years","California","(X)","(X)","10.00%","±0.1",2012
"With related children under 5 years only","California","(X)","(X)","6.80%","±0.3",2012
"Families with female householder, no husband present","California","(X)","(X)","26.60%","±0.2",2012
"With related children under 18 years","California","(X)","(X)","35.60%","±0.3",2012
"With related children under 5 years only","California","(X)","(X)","39.30%","±0.9",2012
"All people","California","(X)","(X)","15.30%","±0.1",2012
"Under 18 years","California","(X)","(X)","21.30%","±0.2",2012
"Related children under 18 years","California","(X)","(X)","20.90%","±0.2",2012
"Related children under 5 years","California","(X)","(X)","23.00%","±0.3",2012
"Related children 5 to 17 years","California","(X)","(X)","20.20%","±0.2",2012
"18 years and over","California","(X)","(X)","13.30%","±0.1",2012
"18 to 64 years","California","(X)","(X)","14.00%","±0.1",2012
"65 years and over","California","(X)","(X)","9.50%","±0.1",2012
"People in families","California","(X)","(X)","13.00%","±0.1",2012
"Unrelated individuals 15 years and over","California","(X)","(X)","25.90%","±0.2",2012
"All families","Colorado","(X)","(X)","8.90%","±0.2",2012
"With related children under 18 years","Colorado","(X)","(X)","14.00%","±0.3",2012
"With related children under 5 years only","Colorado","(X)","(X)","15.40%","±0.8",2012
"Married couple families","Colorado","(X)","(X)","4.70%","±0.1",2012
"With related children under 18 years","Colorado","(X)","(X)","7.10%","±0.3",2012
"With related children under 5 years only","Colorado","(X)","(X)","7.10%","±0.6",2012
"Families with female householder, no husband present","Colorado","(X)","(X)","27.00%","±0.7",2012
"With related children under 18 years","Colorado","(X)","(X)","34.80%","±0.9",2012
"With related children under 5 years only","Colorado","(X)","(X)","44.40%","±2.3",2012
"All people","Colorado","(X)","(X)","12.90%","±0.2",2012
"Under 18 years","Colorado","(X)","(X)","17.10%","±0.4",2012
"Related children under 18 years","Colorado","(X)","(X)","16.70%","±0.4",2012
"Related children under 5 years","Colorado","(X)","(X)","20.40%","±0.7",2012
"Related children 5 to 17 years","Colorado","(X)","(X)","15.30%","±0.4",2012
"18 years and over","Colorado","(X)","(X)","11.50%","±0.2",2012
"18 to 64 years","Colorado","(X)","(X)","12.10%","±0.2",2012
"65 years and over","Colorado","(X)","(X)","8.10%","±0.2",2012
"People in families","Colorado","(X)","(X)","10.20%","±0.2",2012
"Unrelated individuals 15 years and over","Colorado","(X)","(X)","23.20%","±0.3",2012
"All families","Connecticut","(X)","(X)","7.10%","±0.2",2012
"With related children under 18 years","Connecticut","(X)","(X)","11.40%","±0.3",2012
"With related children under 5 years only","Connecticut","(X)","(X)","13.20%","±0.9",2012
"Married couple families","Connecticut","(X)","(X)","2.60%","±0.1",2012
"With related children under 18 years","Connecticut","(X)","(X)","3.50%","±0.3",2012
"With related children under 5 years only","Connecticut","(X)","(X)","3.90%","±0.7",2012
"Families with female householder, no husband present","Connecticut","(X)","(X)","23.40%","±0.7",2012
"With related children under 18 years","Connecticut","(X)","(X)","31.00%","±1.0",2012
"With related children under 5 years only","Connecticut","(X)","(X)","39.90%","±2.6",2012
"All people","Connecticut","(X)","(X)","10.00%","±0.2",2012
"Under 18 years","Connecticut","(X)","(X)","13.20%","±0.4",2012
"Related children under 18 years","Connecticut","(X)","(X)","13.00%","±0.4",2012
"Related children under 5 years","Connecticut","(X)","(X)","16.30%","±0.8",2012
"Related children 5 to 17 years","Connecticut","(X)","(X)","11.90%","±0.4",2012
"18 years and over","Connecticut","(X)","(X)","9.00%","±0.2",2012
"18 to 64 years","Connecticut","(X)","(X)","9.50%","±0.2",2012
"65 years and over","Connecticut","(X)","(X)","6.70%","±0.3",2012
"People in families","Connecticut","(X)","(X)","7.50%","±0.2",2012
"Unrelated individuals 15 years and over","Connecticut","(X)","(X)","20.80%","±0.5",2012
"All families","Delaware","(X)","(X)","7.60%","±0.3",2012
"With related children under 18 years","Delaware","(X)","(X)","12.90%","±0.7",2012
"With related children under 5 years only","Delaware","(X)","(X)","13.90%","±1.7",2012
"Married couple families","Delaware","(X)","(X)","3.00%","±0.2",2012
"With related children under 18 years","Delaware","(X)","(X)","4.80%","±0.6",2012
"With related children under 5 years only","Delaware","(X)","(X)","3.80%","±1.3",2012
"Families with female householder, no husband present","Delaware","(X)","(X)","22.50%","±1.3",2012
"With related children under 18 years","Delaware","(X)","(X)","29.40%","±1.9",2012
"With related children under 5 years only","Delaware","(X)","(X)","38.90%","±5.7",2012
"All people","Delaware","(X)","(X)","11.50%","±0.4",2012
"Under 18 years","Delaware","(X)","(X)","16.90%","±1.0",2012
"Related children under 18 years","Delaware","(X)","(X)","16.50%","±1.0",2012
"Related children under 5 years","Delaware","(X)","(X)","19.80%","±1.7",2012
"Related children 5 to 17 years","Delaware","(X)","(X)","15.30%","±0.9",2012
"18 years and over","Delaware","(X)","(X)","9.90%","±0.3",2012
"18 to 64 years","Delaware","(X)","(X)","10.50%","±0.4",2012
"65 years and over","Delaware","(X)","(X)","7.10%","±0.5",2012
"People in families","Delaware","(X)","(X)","8.90%","±0.4",2012
"Unrelated individuals 15 years and over","Delaware","(X)","(X)","23.00%","±0.9",2012
"All families","District of Columbia","(X)","(X)","14.20%","±0.7",2012
"With related children under 18 years","District of Columbia","(X)","(X)","22.30%","±1.2",2012
"With related children under 5 years only","District of Columbia","(X)","(X)","14.70%","±2.3",2012
"Married couple families","District of Columbia","(X)","(X)","3.40%","±0.5",2012
"With related children under 18 years","District of Columbia","(X)","(X)","4.70%","±1.1",2012
"With related children under 5 years only","District of Columbia","(X)","(X)","2.00%","±1.1",2012
"Families with female householder, no husband present","District of Columbia","(X)","(X)","28.60%","±1.4",2012
"With related children under 18 years","District of Columbia","(X)","(X)","37.10%","±2.1",2012
"With related children under 5 years only","District of Columbia","(X)","(X)","38.20%","±5.8",2012
"All people","District of Columbia","(X)","(X)","18.50%","±0.6",2012
"Under 18 years","District of Columbia","(X)","(X)","28.90%","±1.7",2012
"Related children under 18 years","District of Columbia","(X)","(X)","28.70%","±1.7",2012
"Related children under 5 years","District of Columbia","(X)","(X)","26.40%","±2.2",2012
"Related children 5 to 17 years","District of Columbia","(X)","(X)","29.80%","±2.0",2012
"18 years and over","District of Columbia","(X)","(X)","16.20%","±0.5",2012
"18 to 64 years","District of Columbia","(X)","(X)","16.60%","±0.5",2012
"65 years and over","District of Columbia","(X)","(X)","13.60%","±0.8",2012
"People in families","District of Columbia","(X)","(X)","16.80%","±0.9",2012
"Unrelated individuals 15 years and over","District of Columbia","(X)","(X)","21.10%","±0.6",2012
"All families","Florida","(X)","(X)","11.40%","±0.1",2012
"With related children under 18 years","Florida","(X)","(X)","18.40%","±0.3",2012
"With related children under 5 years only","Florida","(X)","(X)","18.70%","±0.5",2012
"Married couple families","Florida","(X)","(X)","6.20%","±0.1",2012
"With related children under 18 years","Florida","(X)","(X)","9.10%","±0.2",2012
"With related children under 5 years only","Florida","(X)","(X)","7.90%","±0.5",2012
"Families with female householder, no husband present","Florida","(X)","(X)","27.90%","±0.4",2012
"With related children under 18 years","Florida","(X)","(X)","36.60%","±0.5",2012
"With related children under 5 years only","Florida","(X)","(X)","40.90%","±1.4",2012
"All people","Florida","(X)","(X)","15.60%","±0.1",2012
"Under 18 years","Florida","(X)","(X)","22.50%","±0.3",2012
"Related children under 18 years","Florida","(X)","(X)","22.20%","±0.3",2012
"Related children under 5 years","Florida","(X)","(X)","25.60%","±0.5",2012
"Related children 5 to 17 years","Florida","(X)","(X)","20.90%","±0.4",2012
"18 years and over","Florida","(X)","(X)","13.80%","±0.1",2012
"18 to 64 years","Florida","(X)","(X)","14.80%","±0.1",2012
"65 years and over","Florida","(X)","(X)","10.10%","±0.1",2012
"People in families","Florida","(X)","(X)","13.00%","±0.2",2012
"Unrelated individuals 15 years and over","Florida","(X)","(X)","26.20%","±0.2",2012
"All families","Georgia","(X)","(X)","13.40%","±0.2",2012
"With related children under 18 years","Georgia","(X)","(X)","19.70%","±0.3",2012
"With related children under 5 years only","Georgia","(X)","(X)","20.40%","±0.7",2012
"Married couple families","Georgia","(X)","(X)","6.40%","±0.1",2012
"With related children under 18 years","Georgia","(X)","(X)","9.00%","±0.2",2012
"With related children under 5 years only","Georgia","(X)","(X)","8.10%","±0.5",2012
"Families with female householder, no husband present","Georgia","(X)","(X)","33.60%","±0.5",2012
"With related children under 18 years","Georgia","(X)","(X)","41.50%","±0.7",2012
"With related children under 5 years only","Georgia","(X)","(X)","47.80%","±1.8",2012
"All people","Georgia","(X)","(X)","17.40%","±0.2",2012
"Under 18 years","Georgia","(X)","(X)","24.10%","±0.4",2012
"Related children under 18 years","Georgia","(X)","(X)","23.80%","±0.4",2012
"Related children under 5 years","Georgia","(X)","(X)","27.80%","±0.6",2012
"Related children 5 to 17 years","Georgia","(X)","(X)","22.30%","±0.4",2012
"18 years and over","Georgia","(X)","(X)","15.10%","±0.2",2012
"18 to 64 years","Georgia","(X)","(X)","15.70%","±0.2",2012
"65 years and over","Georgia","(X)","(X)","11.30%","±0.2",2012
"People in families","Georgia","(X)","(X)","15.20%","±0.2",2012
