"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"Government workers","Alaska","89,299","±1,916","25.20%","±0.5",2017
"Self-employed in own not incorporated business workers","Alaska","22,166","±889","6.30%","±0.2",2017
"Unpaid family workers","Alaska","788","±198","0.20%","±0.1",2017
"Civilian employed population 16 years and over","Arizona","2,953,891","±7,521","2,953,891","(X)",2017
"Private wage and salary workers","Arizona","2,357,781","±8,419","79.80%","±0.2",2017
"Government workers","Arizona","412,271","±4,901","14.00%","±0.2",2017
"Self-employed in own not incorporated business workers","Arizona","179,130","±3,484","6.10%","±0.1",2017
"Unpaid family workers","Arizona","4,709","±531","0.20%","±0.1",2017
"Civilian employed population 16 years and over","Arkansas","1,276,536","±4,915","1,276,536","(X)",2017
"Private wage and salary workers","Arkansas","997,977","±5,350","78.20%","±0.3",2017
"Government workers","Arkansas","198,859","±3,128","15.60%","±0.2",2017
"Self-employed in own not incorporated business workers","Arkansas","77,483","±2,373","6.10%","±0.2",2017
"Unpaid family workers","Arkansas","2,217","±306","0.20%","±0.1",2017
"Civilian employed population 16 years and over","California","17,993,915","±18,456","17,993,915","(X)",2017
"Private wage and salary workers","California","14,065,974","±21,095","78.20%","±0.1",2017
"Government workers","California","2,431,062","±18,865","13.50%","±0.1",2017
"Self-employed in own not incorporated business workers","California","1,465,722","±11,742","8.10%","±0.1",2017
"Unpaid family workers","California","31,157","±1,198","0.20%","±0.1",2017
"Civilian employed population 16 years and over","Colorado","2,760,076","±5,660","2,760,076","(X)",2017
"Private wage and salary workers","Colorado","2,209,681","±6,544","80.10%","±0.2",2017
"Government workers","Colorado","371,117","±4,657","13.40%","±0.2",2017
"Self-employed in own not incorporated business workers","Colorado","174,312","±3,206","6.30%","±0.1",2017
"Unpaid family workers","Colorado","4,966","±501","0.20%","±0.1",2017
"Civilian employed population 16 years and over","Connecticut","1,805,086","±5,573","1,805,086","(X)",2017
"Private wage and salary workers","Connecticut","1,452,260","±6,150","80.50%","±0.2",2017
"Government workers","Connecticut","234,604","±3,386","13.00%","±0.2",2017
"Self-employed in own not incorporated business workers","Connecticut","114,753","±2,106","6.40%","±0.1",2017
"Unpaid family workers","Connecticut","3,469","±541","0.20%","±0.1",2017
"Civilian employed population 16 years and over","Delaware","441,513","±2,776","441,513","(X)",2017
"Private wage and salary workers","Delaware","361,069","±2,975","81.80%","±0.4",2017
"Government workers","Delaware","62,670","±1,741","14.20%","±0.4",2017
"Self-employed in own not incorporated business workers","Delaware","17,248","±1,044","3.90%","±0.2",2017
"Unpaid family workers","Delaware","526","±146","0.10%","±0.1",2017
"Civilian employed population 16 years and over","District of Columbia","357,701","±2,169","357,701","(X)",2017
"Private wage and salary workers","District of Columbia","254,036","±2,535","71.00%","±0.5",2017
"Government workers","District of Columbia","87,931","±1,828","24.60%","±0.5",2017
"Self-employed in own not incorporated business workers","District of Columbia","15,254","±865","4.30%","±0.2",2017
"Unpaid family workers","District of Columbia","480","±165","0.10%","±0.1",2017
"Civilian employed population 16 years and over","Florida","9,018,570","±16,488","9,018,570","(X)",2017
"Private wage and salary workers","Florida","7,401,949","±13,451","82.10%","±0.1",2017
"Government workers","Florida","1,070,198","±11,335","11.90%","±0.1",2017
"Self-employed in own not incorporated business workers","Florida","531,859","±6,016","5.90%","±0.1",2017
"Unpaid family workers","Florida","14,564","±906","0.20%","±0.1",2017
"Civilian employed population 16 years and over","Georgia","4,606,329","±10,137","4,606,329","(X)",2017
"Private wage and salary workers","Georgia","3,668,232","±10,981","79.60%","±0.2",2017
"Government workers","Georgia","677,730","±7,314","14.70%","±0.2",2017
"Self-employed in own not incorporated business workers","Georgia","253,149","±4,335","5.50%","±0.1",2017
"Unpaid family workers","Georgia","7,218","±659","0.20%","±0.1",2017
"Civilian employed population 16 years and over","Hawaii","671,758","±3,189","671,758","(X)",2017
"Private wage and salary workers","Hawaii","487,802","±3,848","72.60%","±0.4",2017
"Government workers","Hawaii","136,689","±2,293","20.30%","±0.3",2017
"Self-employed in own not incorporated business workers","Hawaii","45,903","±1,471","6.80%","±0.2",2017
"Unpaid family workers","Hawaii","1,364","±311","0.20%","±0.1",2017
"Civilian employed population 16 years and over","Idaho","748,658","±3,516","748,658","(X)",2017
"Private wage and salary workers","Idaho","579,012","±3,907","77.30%","±0.4",2017
"Government workers","Idaho","113,124","±2,639","15.10%","±0.3",2017
"Self-employed in own not incorporated business workers","Idaho","54,556","±1,689","7.30%","±0.2",2017
"Unpaid family workers","Idaho","1,966","±282","0.30%","±0.1",2017
"Civilian employed population 16 years and over","Illinois","6,181,653","±11,428","6,181,653","(X)",2017
"Private wage and salary workers","Illinois","5,151,001","±10,909","83.30%","±0.1",2017
"Government workers","Illinois","735,353","±7,544","11.90%","±0.1",2017
"Self-employed in own not incorporated business workers","Illinois","286,255","±3,620","4.60%","±0.1",2017
"Unpaid family workers","Illinois","9,044","±540","0.10%","±0.1",2017
"Civilian employed population 16 years and over","Indiana","3,124,295","±7,633","3,124,295","(X)",2017
"Private wage and salary workers","Indiana","2,644,699","±7,329","84.60%","±0.1",2017
"Government workers","Indiana","333,491","±4,474","10.70%","±0.1",2017
"Self-employed in own not incorporated business workers","Indiana","141,485","±2,613","4.50%","±0.1",2017
"Unpaid family workers","Indiana","4,620","±416","0.10%","±0.1",2017
"Civilian employed population 16 years and over","Iowa","1,599,718","±3,937","1,599,718","(X)",2017
"Private wage and salary workers","Iowa","1,281,976","±4,356","80.10%","±0.2",2017
"Government workers","Iowa","212,517","±3,228","13.30%","±0.2",2017
"Self-employed in own not incorporated business workers","Iowa","102,357","±1,954","6.40%","±0.1",2017
"Unpaid family workers","Iowa","2,868","±327","0.20%","±0.1",2017
"Civilian employed population 16 years and over","Kansas","1,420,045","±4,304","1,420,045","(X)",2017
"Private wage and salary workers","Kansas","1,111,727","±4,224","78.30%","±0.2",2017
"Government workers","Kansas","220,124","±2,797","15.50%","±0.2",2017
"Self-employed in own not incorporated business workers","Kansas","85,473","±1,909","6.00%","±0.1",2017
"Unpaid family workers","Kansas","2,721","±270","0.20%","±0.1",2017
"Civilian employed population 16 years and over","Kentucky","1,938,150","±6,726","1,938,150","(X)",2017
"Private wage and salary workers","Kentucky","1,552,365","±6,005","80.10%","±0.2",2017
"Government workers","Kentucky","279,246","±4,150","14.40%","±0.2",2017
"Self-employed in own not incorporated business workers","Kentucky","103,240","±2,177","5.30%","±0.1",2017
"Unpaid family workers","Kentucky","3,299","±437","0.20%","±0.1",2017
"Civilian employed population 16 years and over","Louisiana","2,031,238","±6,531","2,031,238","(X)",2017
"Private wage and salary workers","Louisiana","1,612,128","±6,476","79.40%","±0.2",2017
"Government workers","Louisiana","302,249","±4,962","14.90%","±0.2",2017
"Self-employed in own not incorporated business workers","Louisiana","113,830","±2,721","5.60%","±0.1",2017
"Unpaid family workers","Louisiana","3,031","±404","0.10%","±0.1",2017
"Civilian employed population 16 years and over","Maine","658,693","±3,022","658,693","(X)",2017
"Private wage and salary workers","Maine","511,521","±3,368","77.70%","±0.3",2017
"Government workers","Maine","89,787","±1,631","13.60%","±0.2",2017
"Self-employed in own not incorporated business workers","Maine","56,673","±1,367","8.60%","±0.2",2017
"Unpaid family workers","Maine","712","±134","0.10%","±0.1",2017
"Civilian employed population 16 years and over","Maryland","3,040,792","±6,119","3,040,792","(X)",2017
"Private wage and salary workers","Maryland","2,226,905","±7,287","73.20%","±0.2",2017
"Government workers","Maryland","664,664","±6,135","21.90%","±0.2",2017
"Self-employed in own not incorporated business workers","Maryland","145,773","±2,383","4.80%","±0.1",2017
"Unpaid family workers","Maryland","3,450","±374","0.10%","±0.1",2017
"Civilian employed population 16 years and over","Massachusetts","3,525,672","±7,336","3,525,672","(X)",2017
"Private wage and salary workers","Massachusetts","2,887,141","±7,629","81.90%","±0.1",2017
"Government workers","Massachusetts","427,869","±5,112","12.10%","±0.1",2017
"Self-employed in own not incorporated business workers","Massachusetts","206,231","±2,798","5.80%","±0.1",2017
"Unpaid family workers","Massachusetts","4,431","±433","0.10%","±0.1",2017
"Civilian employed population 16 years and over","Michigan","4,524,874","±8,544","4,524,874","(X)",2017
"Private wage and salary workers","Michigan","3,816,190","±8,743","84.30%","±0.1",2017
"Government workers","Michigan","476,912","±4,928","10.50%","±0.1",2017
"Self-employed in own not incorporated business workers","Michigan","224,117","±3,282","5.00%","±0.1",2017
"Unpaid family workers","Michigan","7,655","±509","0.20%","±0.1",2017
"Civilian employed population 16 years and over","Minnesota","2,904,103","±5,562","2,904,103","(X)",2017
"Private wage and salary workers","Minnesota","2,404,269","±5,432","82.80%","±0.1",2017
"Government workers","Minnesota","338,915","±3,569","11.70%","±0.1",2017
"Self-employed in own not incorporated business workers","Minnesota","156,771","±2,110","5.40%","±0.1",2017
"Unpaid family workers","Minnesota","4,148","±310","0.10%","±0.1",2017
"Civilian employed population 16 years and over","Mississippi","1,221,828","±5,407","1,221,828","(X)",2017
"Private wage and salary workers","Mississippi","931,485","±5,242","76.20%","±0.3",2017
"Government workers","Mississippi","221,107","±4,085","18.10%","±0.3",2017
"Self-employed in own not incorporated business workers","Mississippi","67,305","±2,045","5.50%","±0.2",2017
"Unpaid family workers","Mississippi","1,931","±321","0.20%","±0.1",2017
"Civilian employed population 16 years and over","Missouri","2,867,393","±8,173","2,867,393","(X)",2017
"Private wage and salary workers","Missouri","2,353,075","±7,914","82.10%","±0.2",2017
"Government workers","Missouri","349,585","±5,109","12.20%","±0.2",2017
"Self-employed in own not incorporated business workers","Missouri","159,355","±2,719","5.60%","±0.1",2017
"Unpaid family workers","Missouri","5,378","±483","0.20%","±0.1",2017
"Civilian employed population 16 years and over","Montana","497,995","±2,423","497,995","(X)",2017
"Private wage and salary workers","Montana","364,861","±2,454","73.30%","±0.4",2017
"Government workers","Montana","87,271","±1,918","17.50%","±0.4",2017
"Self-employed in own not incorporated business workers","Montana","43,871","±1,410","8.80%","±0.3",2017
"Unpaid family workers","Montana","1,992","±252","0.40%","±0.1",2017
"Civilian employed population 16 years and over","Nebraska","987,216","±2,692","987,216","(X)",2017
"Private wage and salary workers","Nebraska","788,169","±3,161","79.80%","±0.2",2017
"Government workers","Nebraska","135,934","±1,946","13.80%","±0.2",2017
"Self-employed in own not incorporated business workers","Nebraska","61,299","±1,413","6.20%","±0.1",2017
"Unpaid family workers","Nebraska","1,814","±208","0.20%","±0.1",2017
"Civilian employed population 16 years and over","Nevada","1,341,358","±4,560","1,341,358","(X)",2017
"Private wage and salary workers","Nevada","1,111,250","±4,945","82.80%","±0.2",2017
"Government workers","Nevada","159,871","±3,076","11.90%","±0.2",2017
"Self-employed in own not incorporated business workers","Nevada","68,862","±2,080","5.10%","±0.2",2017
"Unpaid family workers","Nevada","1,375","±267","0.10%","±0.1",2017
"Civilian employed population 16 years and over","New Hampshire","713,424","±3,302","713,424","(X)",2017
"Private wage and salary workers","New Hampshire","571,488","±3,754","80.10%","±0.4",2017
"Government workers","New Hampshire","94,361","±2,142","13.20%","±0.3",2017
"Self-employed in own not incorporated business workers","New Hampshire","46,745","±1,506","6.60%","±0.2",2017
"Unpaid family workers","New Hampshire","830","±189","0.10%","±0.1",2017
"Civilian employed population 16 years and over","New Jersey","4,388,024","±8,037","4,388,024","(X)",2017
"Private wage and salary workers","New Jersey","3,589,154","±7,190","81.80%","±0.1",2017
"Government workers","New Jersey","589,100","±5,976","13.40%","±0.1",2017
