"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"Families","Kentucky","1,135,025","±5,168","1,135,025","(X)",2012
"Less than $10,000","Kentucky","73,064","±1,927","6.40%","±0.2",2012
"$10,000 to $14,999","Kentucky","49,919","±1,659","4.40%","±0.1",2012
"$15,000 to $24,999","Kentucky","115,340","±2,203","10.20%","±0.2",2012
"$25,000 to $34,999","Kentucky","121,609","±2,156","10.70%","±0.2",2012
"$35,000 to $49,999","Kentucky","167,657","±2,589","14.80%","±0.2",2012
"$50,000 to $74,999","Kentucky","230,937","±3,237","20.30%","±0.3",2012
"$75,000 to $99,999","Kentucky","156,162","±2,402","13.80%","±0.2",2012
"$100,000 to $149,999","Kentucky","144,788","±2,649","12.80%","±0.2",2012
"$150,000 to $199,999","Kentucky","40,674","±1,231","3.60%","±0.1",2012
"$200,000 or more","Kentucky","34,875","±1,057","3.10%","±0.1",2012
"Median family income (dollars)","Kentucky","53,833","±338","(X)","(X)",2012
"Mean family income (dollars)","Kentucky","68,559","±394","(X)","(X)",2012
"Per capita income (dollars)","Kentucky","23,210","±125","(X)","(X)",2012
"Nonfamily households","Kentucky","556,691","±4,102","556,691","(X)",2012
"Median nonfamily income (dollars)","Kentucky","23,874","±258","(X)","(X)",2012
"Mean nonfamily income (dollars)","Kentucky","34,071","±326","(X)","(X)",2012
"Median earnings for workers (dollars)","Kentucky","26,556","±124","(X)","(X)",2012
"Median earnings for male full-time, year-round workers (dollars)","Kentucky","43,068","±249","(X)","(X)",2012
"Median earnings for female full-time, year-round workers (dollars)","Kentucky","32,758","±246","(X)","(X)",2012
"Total households","Louisiana","1,696,499","±4,736","1,696,499","(X)",2012
"Less than $10,000","Louisiana","165,883","±2,747","9.80%","±0.2",2012
"$10,000 to $14,999","Louisiana","119,506","±2,320","7.00%","±0.1",2012
"$15,000 to $24,999","Louisiana","216,388","±3,392","12.80%","±0.2",2012
"$25,000 to $34,999","Louisiana","189,472","±2,857","11.20%","±0.2",2012
"$35,000 to $49,999","Louisiana","233,396","±3,456","13.80%","±0.2",2012
"$50,000 to $74,999","Louisiana","283,061","±3,108","16.70%","±0.2",2012
"$75,000 to $99,999","Louisiana","191,633","±2,910","11.30%","±0.2",2012
"$100,000 to $149,999","Louisiana","186,409","±2,741","11.00%","±0.2",2012
"$150,000 to $199,999","Louisiana","58,974","±1,570","3.50%","±0.1",2012
"$200,000 or more","Louisiana","51,777","±1,263","3.10%","±0.1",2012
"Median household income (dollars)","Louisiana","44,673","±254","(X)","(X)",2012
"Mean household income (dollars)","Louisiana","62,369","±318","(X)","(X)",2012
"With earnings","Louisiana","1,320,088","±4,886","77.80%","±0.2",2012
"Mean earnings (dollars)","Louisiana","64,794","±360","(X)","(X)",2012
"With Social Security","Louisiana","483,923","±3,285","28.50%","±0.2",2012
"Mean Social Security income (dollars)","Louisiana","14,865","±78","(X)","(X)",2012
"With retirement income","Louisiana","272,265","±2,698","16.00%","±0.1",2012
"Mean retirement income (dollars)","Louisiana","20,355","±297","(X)","(X)",2012
"With Supplemental Security Income","Louisiana","107,271","±1,820","6.30%","±0.1",2012
"Mean Supplemental Security Income (dollars)","Louisiana","8,166","±87","(X)","(X)",2012
"With cash public assistance income","Louisiana","24,750","±1,091","1.50%","±0.1",2012
"Mean cash public assistance income (dollars)","Louisiana","3,037","±153","(X)","(X)",2012
"With Food Stamp/SNAP benefits in the past 12 months","Louisiana","279,463","±3,567","16.50%","±0.2",2012
"Families","Louisiana","1,130,311","±5,228","1,130,311","(X)",2012
"Less than $10,000","Louisiana","71,043","±1,718","6.30%","±0.2",2012
"$10,000 to $14,999","Louisiana","49,703","±1,747","4.40%","±0.1",2012
"$15,000 to $24,999","Louisiana","117,347","±2,462","10.40%","±0.2",2012
"$25,000 to $34,999","Louisiana","116,482","±2,347","10.30%","±0.2",2012
"$35,000 to $49,999","Louisiana","154,075","±2,962","13.60%","±0.3",2012
"$50,000 to $74,999","Louisiana","206,390","±2,893","18.30%","±0.2",2012
"$75,000 to $99,999","Louisiana","156,692","±2,716","13.90%","±0.2",2012
"$100,000 to $149,999","Louisiana","160,544","±2,788","14.20%","±0.2",2012
"$150,000 to $199,999","Louisiana","52,600","±1,559","4.70%","±0.1",2012
"$200,000 or more","Louisiana","45,435","±1,188","4.00%","±0.1",2012
"Median family income (dollars)","Louisiana","56,047","±474","(X)","(X)",2012
"Mean family income (dollars)","Louisiana","73,466","±478","(X)","(X)",2012
"Per capita income (dollars)","Louisiana","24,264","±131","(X)","(X)",2012
"Nonfamily households","Louisiana","566,188","±4,394","566,188","(X)",2012
"Median nonfamily income (dollars)","Louisiana","25,408","±287","(X)","(X)",2012
"Mean nonfamily income (dollars)","Louisiana","37,629","±340","(X)","(X)",2012
"Median earnings for workers (dollars)","Louisiana","27,847","±238","(X)","(X)",2012
"Median earnings for male full-time, year-round workers (dollars)","Louisiana","47,428","±416","(X)","(X)",2012
"Median earnings for female full-time, year-round workers (dollars)","Louisiana","31,554","±174","(X)","(X)",2012
"Total households","Maine","553,208","±1,937","553,208","(X)",2012
"Less than $10,000","Maine","37,653","±1,375","6.80%","±0.2",2012
"$10,000 to $14,999","Maine","35,626","±1,116","6.40%","±0.2",2012
"$15,000 to $24,999","Maine","66,411","±1,576","12.00%","±0.3",2012
"$25,000 to $34,999","Maine","64,344","±1,675","11.60%","±0.3",2012
"$35,000 to $49,999","Maine","81,462","±1,926","14.70%","±0.3",2012
"$50,000 to $74,999","Maine","108,880","±1,685","19.70%","±0.3",2012
"$75,000 to $99,999","Maine","68,856","±1,494","12.40%","±0.3",2012
"$100,000 to $149,999","Maine","59,150","±1,249","10.70%","±0.2",2012
"$150,000 to $199,999","Maine","17,120","±842","3.10%","±0.2",2012
"$200,000 or more","Maine","13,706","±652","2.50%","±0.1",2012
"Median household income (dollars)","Maine","48,219","±446","(X)","(X)",2012
"Mean household income (dollars)","Maine","62,392","±522","(X)","(X)",2012
"With earnings","Maine","419,006","±2,178","75.70%","±0.3",2012
"Mean earnings (dollars)","Maine","63,177","±570","(X)","(X)",2012
"With Social Security","Maine","181,775","±1,261","32.90%","±0.2",2012
"Mean Social Security income (dollars)","Maine","15,842","±116","(X)","(X)",2012
"With retirement income","Maine","104,439","±1,535","18.90%","±0.3",2012
"Mean retirement income (dollars)","Maine","19,974","±397","(X)","(X)",2012
"With Supplemental Security Income","Maine","29,095","±962","5.30%","±0.2",2012
"Mean Supplemental Security Income (dollars)","Maine","8,927","±210","(X)","(X)",2012
"With cash public assistance income","Maine","27,277","±932","4.90%","±0.2",2012
"Mean cash public assistance income (dollars)","Maine","3,064","±132","(X)","(X)",2012
"With Food Stamp/SNAP benefits in the past 12 months","Maine","87,490","±1,592","15.80%","±0.3",2012
"Families","Maine","349,857","±2,167","349,857","(X)",2012
"Less than $10,000","Maine","12,730","±686","3.60%","±0.2",2012
"$10,000 to $14,999","Maine","10,844","±681","3.10%","±0.2",2012
"$15,000 to $24,999","Maine","30,094","±1,008","8.60%","±0.3",2012
"$25,000 to $34,999","Maine","35,615","±1,254","10.20%","±0.4",2012
"$35,000 to $49,999","Maine","51,172","±1,235","14.60%","±0.3",2012
"$50,000 to $74,999","Maine","78,097","±1,374","22.30%","±0.4",2012
"$75,000 to $99,999","Maine","54,935","±1,300","15.70%","±0.3",2012
"$100,000 to $149,999","Maine","49,675","±1,051","14.20%","±0.3",2012
"$150,000 to $199,999","Maine","14,672","±827","4.20%","±0.2",2012
"$200,000 or more","Maine","12,023","±606","3.40%","±0.2",2012
"Median family income (dollars)","Maine","60,408","±586","(X)","(X)",2012
"Mean family income (dollars)","Maine","74,550","±686","(X)","(X)",2012
"Per capita income (dollars)","Maine","26,464","±207","(X)","(X)",2012
"Nonfamily households","Maine","203,351","±2,213","203,351","(X)",2012
"Median nonfamily income (dollars)","Maine","27,707","±587","(X)","(X)",2012
"Mean nonfamily income (dollars)","Maine","38,571","±585","(X)","(X)",2012
"Median earnings for workers (dollars)","Maine","27,361","±209","(X)","(X)",2012
"Median earnings for male full-time, year-round workers (dollars)","Maine","44,178","±402","(X)","(X)",2012
"Median earnings for female full-time, year-round workers (dollars)","Maine","34,945","±328","(X)","(X)",2012
"Total households","Maryland","2,138,806","±4,791","2,138,806","(X)",2012
"Less than $10,000","Maryland","109,214","±2,218","5.10%","±0.1",2012
"$10,000 to $14,999","Maryland","70,865","±1,546","3.30%","±0.1",2012
"$15,000 to $24,999","Maryland","146,336","±2,250","6.80%","±0.1",2012
"$25,000 to $34,999","Maryland","158,597","±2,722","7.40%","±0.1",2012
"$35,000 to $49,999","Maryland","237,798","±3,160","11.10%","±0.1",2012
"$50,000 to $74,999","Maryland","374,085","±4,042","17.50%","±0.2",2012
"$75,000 to $99,999","Maryland","292,053","±3,644","13.70%","±0.2",2012
"$100,000 to $149,999","Maryland","387,696","±3,929","18.10%","±0.2",2012
"$150,000 to $199,999","Maryland","183,781","±2,781","8.60%","±0.1",2012
"$200,000 or more","Maryland","178,381","±2,497","8.30%","±0.1",2012
"Median household income (dollars)","Maryland","72,999","±344","(X)","(X)",2012
"Mean household income (dollars)","Maryland","94,941","±374","(X)","(X)",2012
"With earnings","Maryland","1,773,432","±4,650","82.90%","±0.1",2012
"Mean earnings (dollars)","Maryland","95,310","±443","(X)","(X)",2012
"With Social Security","Maryland","532,951","±3,414","24.90%","±0.1",2012
"Mean Social Security income (dollars)","Maryland","16,799","±84","(X)","(X)",2012
"With retirement income","Maryland","423,190","±3,145","19.80%","±0.1",2012
"Mean retirement income (dollars)","Maryland","29,686","±336","(X)","(X)",2012
"With Supplemental Security Income","Maryland","76,456","±1,936","3.60%","±0.1",2012
"Mean Supplemental Security Income (dollars)","Maryland","8,807","±144","(X)","(X)",2012
"With cash public assistance income","Maryland","48,651","±1,598","2.30%","±0.1",2012
"Mean cash public assistance income (dollars)","Maryland","4,039","±171","(X)","(X)",2012
"With Food Stamp/SNAP benefits in the past 12 months","Maryland","179,243","±3,139","8.40%","±0.2",2012
"Families","Maryland","1,432,382","±6,096","1,432,382","(X)",2012
"Less than $10,000","Maryland","43,466","±1,428","3.00%","±0.1",2012
"$10,000 to $14,999","Maryland","26,377","±1,001","1.80%","±0.1",2012
"$15,000 to $24,999","Maryland","67,797","±1,788","4.70%","±0.1",2012
"$25,000 to $34,999","Maryland","85,639","±2,153","6.00%","±0.2",2012
"$35,000 to $49,999","Maryland","138,737","±2,531","9.70%","±0.2",2012
"$50,000 to $74,999","Maryland","238,481","±3,485","16.60%","±0.2",2012
"$75,000 to $99,999","Maryland","209,246","±3,186","14.60%","±0.2",2012
"$100,000 to $149,999","Maryland","306,156","±3,696","21.40%","±0.2",2012
"$150,000 to $199,999","Maryland","157,161","±2,425","11.00%","±0.2",2012
"$200,000 or more","Maryland","159,322","±2,297","11.10%","±0.2",2012
"Median family income (dollars)","Maryland","88,092","±513","(X)","(X)",2012
"Mean family income (dollars)","Maryland","110,686","±544","(X)","(X)",2012
"Per capita income (dollars)","Maryland","36,056","±159","(X)","(X)",2012
"Nonfamily households","Maryland","706,424","±4,699","706,424","(X)",2012
"Median nonfamily income (dollars)","Maryland","45,126","±418","(X)","(X)",2012
"Mean nonfamily income (dollars)","Maryland","58,875","±417","(X)","(X)",2012
"Median earnings for workers (dollars)","Maryland","39,955","±197","(X)","(X)",2012
"Median earnings for male full-time, year-round workers (dollars)","Maryland","58,746","±422","(X)","(X)",2012
"Median earnings for female full-time, year-round workers (dollars)","Maryland","48,739","±342","(X)","(X)",2012
"Total households","Massachusetts","2,525,694","±5,174","2,525,694","(X)",2012
"Less than $10,000","Massachusetts","159,535","±3,156","6.30%","±0.1",2012
"$10,000 to $14,999","Massachusetts","132,198","±2,113","5.20%","±0.1",2012
"$15,000 to $24,999","Massachusetts","213,618","±3,063","8.50%","±0.1",2012
"$25,000 to $34,999","Massachusetts","195,047","±3,220","7.70%","±0.1",2012
"$35,000 to $49,999","Massachusetts","277,254","±3,040","11.00%","±0.1",2012
"$50,000 to $74,999","Massachusetts","412,921","±4,318","16.30%","±0.2",2012
"$75,000 to $99,999","Massachusetts","329,572","±3,994","13.00%","±0.2",2012
"$100,000 to $149,999","Massachusetts","422,194","±3,941","16.70%","±0.1",2012
"$150,000 to $199,999","Massachusetts","190,175","±2,910","7.50%","±0.1",2012
"$200,000 or more","Massachusetts","193,180","±2,640","7.60%","±0.1",2012
"Median household income (dollars)","Massachusetts","66,658","±306","(X)","(X)",2012
"Mean household income (dollars)","Massachusetts","89,965","±349","(X)","(X)",2012
"With earnings","Massachusetts","1,999,038","±5,060","79.10%","±0.1",2012
"Mean earnings (dollars)","Massachusetts","93,940","±367","(X)","(X)",2012
"With Social Security","Massachusetts","703,364","±3,102","27.80%","±0.1",2012
"Mean Social Security income (dollars)","Massachusetts","16,298","±60","(X)","(X)",2012
"With retirement income","Massachusetts","407,405","±3,946","16.10%","±0.1",2012
"Mean retirement income (dollars)","Massachusetts","24,018","±299","(X)","(X)",2012
"With Supplemental Security Income","Massachusetts","137,407","±2,547","5.40%","±0.1",2012
"Mean Supplemental Security Income (dollars)","Massachusetts","9,338","±102","(X)","(X)",2012
"With cash public assistance income","Massachusetts","74,365","±2,063","2.90%","±0.1",2012
"Mean cash public assistance income (dollars)","Massachusetts","4,854","±110","(X)","(X)",2012
"With Food Stamp/SNAP benefits in the past 12 months","Massachusetts","269,178","±3,197","10.70%","±0.1",2012
"Families","Massachusetts","1,604,206","±6,203","1,604,206","(X)",2012
"Less than $10,000","Massachusetts","57,204","±1,471","3.60%","±0.1",2012
"$10,000 to $14,999","Massachusetts","40,069","±1,406","2.50%","±0.1",2012
"$15,000 to $24,999","Massachusetts","92,721","±2,229","5.80%","±0.1",2012
"$25,000 to $34,999","Massachusetts","103,576","±2,298","6.50%","±0.1",2012
"$35,000 to $49,999","Massachusetts","157,354","±2,426","9.80%","±0.1",2012
"$50,000 to $74,999","Massachusetts","257,973","±3,188","16.10%","±0.2",2012
"$75,000 to $99,999","Massachusetts","235,746","±3,341","14.70%","±0.2",2012
"$100,000 to $149,999","Massachusetts","331,738","±3,492","20.70%","±0.2",2012
"$150,000 to $199,999","Massachusetts","160,131","±2,556","10.00%","±0.1",2012
"$200,000 or more","Massachusetts","167,694","±2,378","10.50%","±0.1",2012
"Median family income (dollars)","Massachusetts","84,380","±442","(X)","(X)",2012
"Mean family income (dollars)","Massachusetts","108,062","±517","(X)","(X)",2012
"Per capita income (dollars)","Massachusetts","35,485","±158","(X)","(X)",2012
"Nonfamily households","Massachusetts","921,488","±4,650","921,488","(X)",2012
"Median nonfamily income (dollars)","Massachusetts","38,866","±421","(X)","(X)",2012
"Mean nonfamily income (dollars)","Massachusetts","55,234","±459","(X)","(X)",2012
"Median earnings for workers (dollars)","Massachusetts","36,793","±182","(X)","(X)",2012
"Median earnings for male full-time, year-round workers (dollars)","Massachusetts","60,414","±396","(X)","(X)",2012
"Median earnings for female full-time, year-round workers (dollars)","Massachusetts","47,618","±293","(X)","(X)",2012
"Total households","Michigan","3,818,931","±9,420","3,818,931","(X)",2012
"Less than $10,000","Michigan","307,673","±3,617","8.10%","±0.1",2012
"$10,000 to $14,999","Michigan","218,175","±2,824","5.70%","±0.1",2012
"$15,000 to $24,999","Michigan","447,919","±3,180","11.70%","±0.1",2012
"$25,000 to $34,999","Michigan","424,646","±3,941","11.10%","±0.1",2012
"$35,000 to $49,999","Michigan","562,333","±4,484","14.70%","±0.1",2012
"$50,000 to $74,999","Michigan","710,401","±4,287","18.60%","±0.1",2012
"$75,000 to $99,999","Michigan","455,526","±4,275","11.90%","±0.1",2012
"$100,000 to $149,999","Michigan","436,208","±4,068","11.40%","±0.1",2012
"$150,000 to $199,999","Michigan","141,718","±2,241","3.70%","±0.1",2012
"$200,000 or more","Michigan","114,332","±2,027","3.00%","±0.1",2012
"Median household income (dollars)","Michigan","48,471","±188","(X)","(X)",2012
"Mean household income (dollars)","Michigan","64,538","±212","(X)","(X)",2012
"With earnings","Michigan","2,841,621","±7,534","74.40%","±0.1",2012
"Mean earnings (dollars)","Michigan","66,135","±267","(X)","(X)",2012
"With Social Security","Michigan","1,201,278","±4,832","31.50%","±0.1",2012
