"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"Own children of the householder 6 to 17 years","Michigan","1,456,630","±2,550","1,456,630","(X)",2016
"All parents in family in labor force","Michigan","1,036,194","±5,199","71.10%","±0.3",2016
"Population 16 years and over","Minnesota","4,311,636","±1,291","4,311,636","(X)",2016
"In labor force","Minnesota","3,012,522","±4,476","69.90%","±0.1",2016
"Civilian labor force","Minnesota","3,010,294","±4,511","69.80%","±0.1",2016
"Employed","Minnesota","2,864,441","±5,407","66.40%","±0.1",2016
"Unemployed","Minnesota","145,853","±2,469","3.40%","±0.1",2016
"Armed Forces","Minnesota","2,228","±305","0.10%","±0.1",2016
"Not in labor force","Minnesota","1,299,114","±4,440","30.10%","±0.1",2016
"Civilian labor force","Minnesota","3,010,294","±4,511","3,010,294","(X)",2016
"Unemployment Rate","Minnesota","(X)","(X)","4.80%","±0.1",2016
"Females 16 years and over","Minnesota","2,183,282","±967","2,183,282","(X)",2016
"In labor force","Minnesota","1,442,653","±3,054","66.10%","±0.1",2016
"Civilian labor force","Minnesota","1,442,357","±3,043","66.10%","±0.1",2016
"Employed","Minnesota","1,379,797","±3,547","63.20%","±0.2",2016
"Own children of the householder under 6 years","Minnesota","409,990","±1,540","409,990","(X)",2016
"All parents in family in labor force","Minnesota","305,858","±2,513","74.60%","±0.5",2016
"Own children of the householder 6 to 17 years","Minnesota","826,426","±1,866","826,426","(X)",2016
"All parents in family in labor force","Minnesota","650,693","±3,186","78.70%","±0.4",2016
"Population 16 years and over","Mississippi","2,338,750","±1,333","2,338,750","(X)",2016
"In labor force","Mississippi","1,351,797","±5,653","57.80%","±0.2",2016
"Civilian labor force","Mississippi","1,341,490","±5,665","57.40%","±0.2",2016
"Employed","Mississippi","1,212,650","±5,665","51.90%","±0.2",2016
"Unemployed","Mississippi","128,840","±2,473","5.50%","±0.1",2016
"Armed Forces","Mississippi","10,307","±678","0.40%","±0.1",2016
"Not in labor force","Mississippi","986,953","±5,802","42.20%","±0.2",2016
"Civilian labor force","Mississippi","1,341,490","±5,665","1,341,490","(X)",2016
"Unemployment Rate","Mississippi","(X)","(X)","9.60%","±0.2",2016
"Females 16 years and over","Mississippi","1,219,840","±1,036","1,219,840","(X)",2016
"In labor force","Mississippi","655,725","±3,641","53.80%","±0.3",2016
"Civilian labor force","Mississippi","654,025","±3,590","53.60%","±0.3",2016
"Employed","Mississippi","589,861","±3,499","48.40%","±0.3",2016
"Own children of the householder under 6 years","Mississippi","220,667","±1,626","220,667","(X)",2016
"All parents in family in labor force","Mississippi","150,133","±2,274","68.00%","±0.9",2016
"Own children of the householder 6 to 17 years","Mississippi","461,254","±2,258","461,254","(X)",2016
"All parents in family in labor force","Mississippi","329,706","±4,012","71.50%","±0.7",2016
"Population 16 years and over","Missouri","4,823,223","±1,778","4,823,223","(X)",2016
"In labor force","Missouri","3,055,025","±6,913","63.30%","±0.1",2016
"Civilian labor force","Missouri","3,035,326","±6,875","62.90%","±0.1",2016
"Employed","Missouri","2,835,183","±7,328","58.80%","±0.2",2016
"Unemployed","Missouri","200,143","±3,203","4.10%","±0.1",2016
"Armed Forces","Missouri","19,699","±748","0.40%","±0.1",2016
"Not in labor force","Missouri","1,768,198","±7,114","36.70%","±0.1",2016
"Civilian labor force","Missouri","3,035,326","±6,875","3,035,326","(X)",2016
"Unemployment Rate","Missouri","(X)","(X)","6.60%","±0.1",2016
"Females 16 years and over","Missouri","2,482,336","±1,357","2,482,336","(X)",2016
"In labor force","Missouri","1,469,554","±4,886","59.20%","±0.2",2016
"Civilian labor force","Missouri","1,466,139","±4,870","59.10%","±0.2",2016
"Employed","Missouri","1,375,341","±4,889","55.40%","±0.2",2016
"Own children of the householder under 6 years","Missouri","430,783","±2,193","430,783","(X)",2016
"All parents in family in labor force","Missouri","293,375","±3,369","68.10%","±0.7",2016
"Own children of the householder 6 to 17 years","Missouri","884,354","±2,670","884,354","(X)",2016
"All parents in family in labor force","Missouri","655,005","±4,438","74.10%","±0.5",2016
"Population 16 years and over","Montana","822,530","±631","822,530","(X)",2016
"In labor force","Montana","523,599","±2,257","63.70%","±0.3",2016
"Civilian labor force","Montana","520,124","±2,238","63.20%","±0.3",2016
"Employed","Montana","490,742","±2,419","59.70%","±0.3",2016
"Unemployed","Montana","29,382","±1,175","3.60%","±0.1",2016
"Armed Forces","Montana","3,475","±330","0.40%","±0.1",2016
"Not in labor force","Montana","298,931","±2,227","36.30%","±0.3",2016
"Civilian labor force","Montana","520,124","±2,238","520,124","(X)",2016
"Unemployment Rate","Montana","(X)","(X)","5.60%","±0.2",2016
"Females 16 years and over","Montana","411,204","±544","411,204","(X)",2016
"In labor force","Montana","244,613","±1,809","59.50%","±0.4",2016
"Civilian labor force","Montana","244,155","±1,798","59.40%","±0.4",2016
"Employed","Montana","232,037","±1,788","56.40%","±0.4",2016
"Own children of the householder under 6 years","Montana","71,610","±881","71,610","(X)",2016
"All parents in family in labor force","Montana","45,670","±1,322","63.80%","±1.6",2016
"Own children of the householder 6 to 17 years","Montana","140,599","±1,122","140,599","(X)",2016
"All parents in family in labor force","Montana","102,002","±1,574","72.50%","±1.0",2016
"Population 16 years and over","Nebraska","1,463,872","±938","1,463,872","(X)",2016
"In labor force","Nebraska","1,024,737","±2,710","70.00%","±0.2",2016
"Civilian labor force","Nebraska","1,019,897","±2,700","69.70%","±0.2",2016
"Employed","Nebraska","977,353","±2,744","66.80%","±0.2",2016
"Unemployed","Nebraska","42,544","±1,479","2.90%","±0.1",2016
"Armed Forces","Nebraska","4,840","±402","0.30%","±0.1",2016
"Not in labor force","Nebraska","439,135","±2,622","30.00%","±0.2",2016
"Civilian labor force","Nebraska","1,019,897","±2,700","1,019,897","(X)",2016
"Unemployment Rate","Nebraska","(X)","(X)","4.20%","±0.1",2016
"Females 16 years and over","Nebraska","741,968","±718","741,968","(X)",2016
"In labor force","Nebraska","483,380","±2,053","65.10%","±0.3",2016
"Civilian labor force","Nebraska","482,654","±2,060","65.10%","±0.3",2016
"Employed","Nebraska","463,274","±1,982","62.40%","±0.3",2016
"Own children of the householder under 6 years","Nebraska","152,456","±948","152,456","(X)",2016
"All parents in family in labor force","Nebraska","110,101","±1,590","72.20%","±0.9",2016
"Own children of the householder 6 to 17 years","Nebraska","295,329","±1,126","295,329","(X)",2016
"All parents in family in labor force","Nebraska","232,810","±2,326","78.80%","±0.7",2016
"Population 16 years and over","Nevada","2,248,477","±1,142","2,248,477","(X)",2016
"In labor force","Nevada","1,443,621","±4,527","64.20%","±0.2",2016
"Civilian labor force","Nevada","1,435,687","±4,523","63.90%","±0.2",2016
"Employed","Nevada","1,302,162","±5,346","57.90%","±0.2",2016
"Unemployed","Nevada","133,525","±2,592","5.90%","±0.1",2016
"Armed Forces","Nevada","7,934","±680","0.40%","±0.1",2016
"Not in labor force","Nevada","804,856","±4,516","35.80%","±0.2",2016
"Civilian labor force","Nevada","1,435,687","±4,523","1,435,687","(X)",2016
"Unemployment Rate","Nevada","(X)","(X)","9.30%","±0.2",2016
"Females 16 years and over","Nevada","1,123,411","±954","1,123,411","(X)",2016
"In labor force","Nevada","665,017","±3,371","59.20%","±0.3",2016
"Civilian labor force","Nevada","663,730","±3,334","59.10%","±0.3",2016
"Employed","Nevada","604,522","±3,559","53.80%","±0.3",2016
"Own children of the householder under 6 years","Nevada","209,643","±1,531","209,643","(X)",2016
"All parents in family in labor force","Nevada","136,410","±2,275","65.10%","±1.1",2016
"Own children of the householder 6 to 17 years","Nevada","422,797","±1,760","422,797","(X)",2016
"All parents in family in labor force","Nevada","296,377","±3,380","70.10%","±0.7",2016
"Population 16 years and over","New Hampshire","1,094,783","±662","1,094,783","(X)",2016
"In labor force","New Hampshire","746,203","±3,000","68.20%","±0.3",2016
"Civilian labor force","New Hampshire","744,528","±2,985","68.00%","±0.3",2016
"Employed","New Hampshire","706,801","±3,421","64.60%","±0.3",2016
"Unemployed","New Hampshire","37,727","±1,335","3.40%","±0.1",2016
"Armed Forces","New Hampshire","1,675","±249","0.20%","±0.1",2016
"Not in labor force","New Hampshire","348,580","±2,962","31.80%","±0.3",2016
"Civilian labor force","New Hampshire","744,528","±2,985","744,528","(X)",2016
"Unemployment Rate","New Hampshire","(X)","(X)","5.10%","±0.2",2016
"Females 16 years and over","New Hampshire","556,738","±477","556,738","(X)",2016
"In labor force","New Hampshire","355,007","±1,897","63.80%","±0.3",2016
"Civilian labor force","New Hampshire","354,942","±1,899","63.80%","±0.3",2016
"Employed","New Hampshire","339,025","±1,968","60.90%","±0.3",2016
"Own children of the householder under 6 years","New Hampshire","76,503","±1,054","76,503","(X)",2016
"All parents in family in labor force","New Hampshire","53,756","±1,346","70.30%","±1.5",2016
"Own children of the householder 6 to 17 years","New Hampshire","179,663","±1,079","179,663","(X)",2016
"All parents in family in labor force","New Hampshire","135,647","±2,077","75.50%","±1.1",2016
"Population 16 years and over","New Jersey","7,143,654","±1,926","7,143,654","(X)",2016
"In labor force","New Jersey","4,699,613","±7,899","65.80%","±0.1",2016
"Civilian labor force","New Jersey","4,691,489","±7,894","65.70%","±0.1",2016
"Employed","New Jersey","4,322,619","±8,295","60.50%","±0.1",2016
"Unemployed","New Jersey","368,870","±5,149","5.20%","±0.1",2016
"Armed Forces","New Jersey","8,124","±580","0.10%","±0.1",2016
"Not in labor force","New Jersey","2,444,041","±8,344","34.20%","±0.1",2016
"Civilian labor force","New Jersey","4,691,489","±7,894","4,691,489","(X)",2016
"Unemployment Rate","New Jersey","(X)","(X)","7.90%","±0.1",2016
"Females 16 years and over","New Jersey","3,696,933","±1,246","3,696,933","(X)",2016
"In labor force","New Jersey","2,230,342","±5,802","60.30%","±0.2",2016
"Civilian labor force","New Jersey","2,229,307","±5,819","60.30%","±0.2",2016
"Employed","New Jersey","2,052,949","±6,179","55.50%","±0.2",2016
"Own children of the householder under 6 years","New Jersey","619,250","±2,534","619,250","(X)",2016
"All parents in family in labor force","New Jersey","413,993","±4,244","66.90%","±0.6",2016
"Own children of the householder 6 to 17 years","New Jersey","1,322,486","±3,143","1,322,486","(X)",2016
"All parents in family in labor force","New Jersey","952,372","±5,984","72.00%","±0.4",2016
"Population 16 years and over","New Mexico","1,637,594","±1,031","1,637,594","(X)",2016
"In labor force","New Mexico","966,377","±3,714","59.00%","±0.2",2016
"Civilian labor force","New Mexico","957,385","±3,737","58.50%","±0.2",2016
"Employed","New Mexico","876,210","±3,763","53.50%","±0.2",2016
"Unemployed","New Mexico","81,175","±2,452","5.00%","±0.2",2016
"Armed Forces","New Mexico","8,992","±653","0.50%","±0.1",2016
"Not in labor force","New Mexico","671,217","±3,819","41.00%","±0.2",2016
"Civilian labor force","New Mexico","957,385","±3,737","957,385","(X)",2016
"Unemployment Rate","New Mexico","(X)","(X)","8.50%","±0.2",2016
"Females 16 years and over","New Mexico","833,367","±802","833,367","(X)",2016
"In labor force","New Mexico","454,793","±3,012","54.60%","±0.4",2016
"Civilian labor force","New Mexico","453,411","±3,065","54.40%","±0.4",2016
"Employed","New Mexico","417,401","±3,088","50.10%","±0.4",2016
"Own children of the householder under 6 years","New Mexico","156,463","±1,265","156,463","(X)",2016
"All parents in family in labor force","New Mexico","94,740","±2,063","60.60%","±1.2",2016
"Own children of the householder 6 to 17 years","New Mexico","317,614","±1,508","317,614","(X)",2016
"All parents in family in labor force","New Mexico","215,033","±3,107","67.70%","±0.9",2016
"Population 16 years and over","New York","15,964,950","±2,760","15,964,950","(X)",2016
"In labor force","New York","10,123,078","±14,965","63.40%","±0.1",2016
"Civilian labor force","New York","10,100,102","±14,892","63.30%","±0.1",2016
"Employed","New York","9,340,878","±16,014","58.50%","±0.1",2016
"Unemployed","New York","759,224","±6,962","4.80%","±0.1",2016
"Armed Forces","New York","22,976","±937","0.10%","±0.1",2016
"Not in labor force","New York","5,841,872","±14,776","36.60%","±0.1",2016
"Civilian labor force","New York","10,100,102","±14,892","10,100,102","(X)",2016
"Unemployment Rate","New York","(X)","(X)","7.50%","±0.1",2016
"Females 16 years and over","New York","8,318,228","±1,643","8,318,228","(X)",2016
"In labor force","New York","4,885,275","±10,576","58.70%","±0.1",2016
"Civilian labor force","New York","4,882,575","±10,507","58.70%","±0.1",2016
"Employed","New York","4,532,877","±11,593","54.50%","±0.1",2016
"Own children of the householder under 6 years","New York","1,346,255","±3,430","1,346,255","(X)",2016
"All parents in family in labor force","New York","872,101","±5,808","64.80%","±0.4",2016
"Own children of the householder 6 to 17 years","New York","2,688,261","±3,690","2,688,261","(X)",2016
"All parents in family in labor force","New York","1,869,676","±8,188","69.50%","±0.3",2016
"Population 16 years and over","North Carolina","7,907,915","±2,235","7,907,915","(X)",2016
"In labor force","North Carolina","4,948,265","±8,846","62.60%","±0.1",2016
"Civilian labor force","North Carolina","4,865,408","±8,697","61.50%","±0.1",2016
"Employed","North Carolina","4,460,824","±9,406","56.40%","±0.1",2016
"Unemployed","North Carolina","404,584","±5,373","5.10%","±0.1",2016
"Armed Forces","North Carolina","82,857","±2,039","1.00%","±0.1",2016
"Not in labor force","North Carolina","2,959,650","±8,745","37.40%","±0.1",2016
"Civilian labor force","North Carolina","4,865,408","±8,697","4,865,408","(X)",2016
"Unemployment Rate","North Carolina","(X)","(X)","8.30%","±0.1",2016
"Females 16 years and over","North Carolina","4,111,064","±1,824","4,111,064","(X)",2016
"In labor force","North Carolina","2,368,371","±6,255","57.60%","±0.2",2016
"Civilian labor force","North Carolina","2,360,600","±6,335","57.40%","±0.2",2016
"Employed","North Carolina","2,164,021","±6,260","52.60%","±0.2",2016
"Own children of the householder under 6 years","North Carolina","705,222","±2,571","705,222","(X)",2016
"All parents in family in labor force","North Carolina","461,547","±3,273","65.40%","±0.4",2016
"Own children of the householder 6 to 17 years","North Carolina","1,462,285","±3,651","1,462,285","(X)",2016
"All parents in family in labor force","North Carolina","1,035,638","±5,814","70.80%","±0.3",2016
"Population 16 years and over","North Dakota","585,370","±562","585,370","(X)",2016
"In labor force","North Dakota","412,931","±1,660","70.50%","±0.3",2016
