"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"No health insurance coverage","Washington","136,308","±3,024","47.60%","±0.8",2012
"Not in labor force:","Washington","945,861","±5,775","945,861","(X)",2012
"With health insurance coverage","Washington","760,406","±5,737","80.40%","±0.4",2012
"With private health insurance","Washington","537,274","±4,889","56.80%","±0.5",2012
"With public coverage","Washington","288,571","±4,342","30.50%","±0.4",2012
"No health insurance coverage","Washington","185,455","±3,505","19.60%","±0.4",2012
"Civilian noninstitutionalized population","West Virginia","1,820,798","±272","1,820,798","(X)",2012
"With health insurance coverage","West Virginia","1,559,156","±4,335","85.60%","±0.2",2012
"With private health insurance","West Virginia","1,169,534","±7,021","64.20%","±0.4",2012
"With public coverage","West Virginia","662,915","±5,124","36.40%","±0.3",2012
"No health insurance coverage","West Virginia","261,642","±4,265","14.40%","±0.2",2012
"Civilian noninstitutionalized population under 18 years","West Virginia","385,714","±442","385,714","(X)",2012
"No health insurance coverage","West Virginia","18,723","±1,175","4.90%","±0.3",2012
"Civilian noninstitutionalized population 18 to 64 years","West Virginia","1,144,770","±555","1,144,770","(X)",2012
"In labor force:","West Virginia","781,979","±2,964","781,979","(X)",2012
"Employed:","West Virginia","720,920","±3,476","720,920","(X)",2012
"With health insurance coverage","West Virginia","583,848","±4,081","81.00%","±0.4",2012
"With private health insurance","West Virginia","558,153","±4,258","77.40%","±0.4",2012
"With public coverage","West Virginia","46,588","±1,680","6.50%","±0.2",2012
"No health insurance coverage","West Virginia","137,072","±2,714","19.00%","±0.4",2012
"Unemployed:","West Virginia","61,059","±1,695","61,059","(X)",2012
"With health insurance coverage","West Virginia","28,385","±952","46.50%","±1.2",2012
"With private health insurance","West Virginia","18,351","±810","30.10%","±1.2",2012
"With public coverage","West Virginia","11,509","±699","18.80%","±1.1",2012
"No health insurance coverage","West Virginia","32,674","±1,283","53.50%","±1.2",2012
"Not in labor force:","West Virginia","362,791","±2,971","362,791","(X)",2012
"With health insurance coverage","West Virginia","290,401","±3,052","80.00%","±0.6",2012
"With private health insurance","West Virginia","168,004","±2,836","46.30%","±0.7",2012
"With public coverage","West Virginia","158,075","±2,487","43.60%","±0.6",2012
"No health insurance coverage","West Virginia","72,390","±2,448","20.00%","±0.6",2012
"Civilian noninstitutionalized population","Wisconsin","5,609,422","±397","5,609,422","(X)",2012
"With health insurance coverage","Wisconsin","5,105,682","±7,251","91.00%","±0.1",2012
"With private health insurance","Wisconsin","4,149,375","±14,007","74.00%","±0.3",2012
"With public coverage","Wisconsin","1,671,994","±8,801","29.80%","±0.2",2012
"No health insurance coverage","Wisconsin","503,740","±7,330","9.00%","±0.1",2012
"Civilian noninstitutionalized population under 18 years","Wisconsin","1,331,719","±386","1,331,719","(X)",2012
"No health insurance coverage","Wisconsin","63,064","±2,370","4.70%","±0.2",2012
"Civilian noninstitutionalized population 18 to 64 years","Wisconsin","3,524,710","±827","3,524,710","(X)",2012
"In labor force:","Wisconsin","2,903,671","±4,938","2,903,671","(X)",2012
"Employed:","Wisconsin","2,692,208","±5,628","2,692,208","(X)",2012
"With health insurance coverage","Wisconsin","2,413,766","±7,651","89.70%","±0.2",2012
"With private health insurance","Wisconsin","2,240,581","±8,404","83.20%","±0.2",2012
"With public coverage","Wisconsin","238,635","±3,277","8.90%","±0.1",2012
"No health insurance coverage","Wisconsin","278,442","±4,507","10.30%","±0.2",2012
"Unemployed:","Wisconsin","211,463","±2,754","211,463","(X)",2012
"With health insurance coverage","Wisconsin","135,702","±2,343","64.20%","±0.8",2012
"With private health insurance","Wisconsin","84,345","±1,842","39.90%","±0.7",2012
"With public coverage","Wisconsin","57,436","±1,590","27.20%","±0.7",2012
"No health insurance coverage","Wisconsin","75,761","±1,936","35.80%","±0.8",2012
"Not in labor force:","Wisconsin","621,039","±4,936","621,039","(X)",2012
"With health insurance coverage","Wisconsin","537,060","±4,501","86.50%","±0.3",2012
"With private health insurance","Wisconsin","366,021","±3,515","58.90%","±0.5",2012
"With public coverage","Wisconsin","220,925","±3,381","35.60%","±0.4",2012
"No health insurance coverage","Wisconsin","83,979","±2,090","13.50%","±0.3",2012
"Civilian noninstitutionalized population","Wyoming","553,168","±339","553,168","(X)",2012
"With health insurance coverage","Wyoming","470,598","±2,754","85.10%","±0.5",2012
"With private health insurance","Wyoming","396,117","±3,871","71.60%","±0.7",2012
"With public coverage","Wyoming","141,018","±2,499","25.50%","±0.4",2012
"No health insurance coverage","Wyoming","82,570","±2,756","14.90%","±0.5",2012
"Civilian noninstitutionalized population under 18 years","Wyoming","134,264","±266","134,264","(X)",2012
"No health insurance coverage","Wyoming","11,766","±1,067","8.80%","±0.8",2012
"Civilian noninstitutionalized population 18 to 64 years","Wyoming","350,829","±527","350,829","(X)",2012
"In labor force:","Wyoming","284,567","±1,645","284,567","(X)",2012
"Employed:","Wyoming","270,579","±1,731","270,579","(X)",2012
"With health insurance coverage","Wyoming","220,798","±2,553","81.60%","±0.7",2012
"With private health insurance","Wyoming","212,795","±2,608","78.60%","±0.7",2012
"With public coverage","Wyoming","15,970","±812","5.90%","±0.3",2012
"No health insurance coverage","Wyoming","49,781","±1,930","18.40%","±0.7",2012
"Unemployed:","Wyoming","13,988","±811","13,988","(X)",2012
"With health insurance coverage","Wyoming","6,898","±587","49.30%","±3.1",2012
"With private health insurance","Wyoming","5,041","±538","36.00%","±3.1",2012
"With public coverage","Wyoming","2,151","±326","15.40%","±2.2",2012
"No health insurance coverage","Wyoming","7,090","±594","50.70%","±3.1",2012
"Not in labor force:","Wyoming","66,262","±1,579","66,262","(X)",2012
"With health insurance coverage","Wyoming","52,790","±1,450","79.70%","±1.1",2012
"With private health insurance","Wyoming","40,312","±1,269","60.80%","±1.4",2012
"With public coverage","Wyoming","16,917","±888","25.50%","±1.1",2012
"No health insurance coverage","Wyoming","13,472","±821","20.30%","±1.1",2012
"Civilian noninstitutionalized population","Puerto Rico","3,690,113","±264","3,690,113","(X)",2012
"With health insurance coverage","Puerto Rico","3,400,880","±4,029","92.20%","±0.1",2012
"With private health insurance","Puerto Rico","1,563,850","±9,295","42.40%","±0.3",2012
"With public coverage","Puerto Rico","2,072,553","±10,192","56.20%","±0.3",2012
"No health insurance coverage","Puerto Rico","289,233","±4,044","7.80%","±0.1",2012
"Civilian noninstitutionalized population under 18 years","Puerto Rico","896,254","±208","896,254","(X)",2012
"No health insurance coverage","Puerto Rico","38,827","±1,471","4.30%","±0.2",2012
"Civilian noninstitutionalized population 18 to 64 years","Puerto Rico","2,251,952","±486","2,251,952","(X)",2012
"In labor force:","Puerto Rico","1,319,063","±5,799","1,319,063","(X)",2012
"Employed:","Puerto Rico","1,083,653","±5,793","1,083,653","(X)",2012
"With health insurance coverage","Puerto Rico","956,021","±5,201","88.20%","±0.2",2012
"With private health insurance","Puerto Rico","704,044","±4,444","65.00%","±0.3",2012
"With public coverage","Puerto Rico","274,893","±4,051","25.40%","±0.3",2012
"No health insurance coverage","Puerto Rico","127,632","±2,813","11.80%","±0.2",2012
"Unemployed:","Puerto Rico","235,410","±3,869","235,410","(X)",2012
"With health insurance coverage","Puerto Rico","193,172","±3,514","82.10%","±0.5",2012
"With private health insurance","Puerto Rico","43,895","±1,624","18.60%","±0.6",2012
"With public coverage","Puerto Rico","152,470","±3,123","64.80%","±0.7",2012
"No health insurance coverage","Puerto Rico","42,238","±1,212","17.90%","±0.5",2012
"Not in labor force:","Puerto Rico","932,889","±5,790","932,889","(X)",2012
"With health insurance coverage","Puerto Rico","856,302","±5,882","91.80%","±0.2",2012
"With private health insurance","Puerto Rico","288,751","±3,155","31.00%","±0.3",2012
"With public coverage","Puerto Rico","608,215","±6,008","65.20%","±0.4",2012
"No health insurance coverage","Puerto Rico","76,587","±2,024","8.20%","±0.2",2012
"Civilian noninstitutionalized population","Alabama","4,761,291","±732","4,761,291","(X)",2016
"With health insurance coverage","Alabama","4,208,373","±8,015","88.40%","±0.2",2016
"With private health insurance","Alabama","3,162,223","±15,298","66.40%","±0.3",2016
"With public coverage","Alabama","1,687,781","±9,530","35.40%","±0.2",2016
"No health insurance coverage","Alabama","552,918","±8,018","11.60%","±0.2",2016
"Civilian noninstitutionalized population under 18 years","Alabama","1,103,328","±468","1,103,328","(X)",2016
"No health insurance coverage","Alabama","39,111","±2,005","3.50%","±0.2",2016
"Civilian noninstitutionalized population 18 to 64 years","Alabama","2,935,565","±976","2,935,565","(X)",2016
"In labor force:","Alabama","2,091,111","±6,771","2,091,111","(X)",2016
"Employed:","Alabama","1,918,289","±7,222","1,918,289","(X)",2016
"With health insurance coverage","Alabama","1,646,403","±8,421","85.80%","±0.3",2016
"With private health insurance","Alabama","1,585,576","±8,665","82.70%","±0.3",2016
"With public coverage","Alabama","113,606","±2,619","5.90%","±0.1",2016
"No health insurance coverage","Alabama","271,886","±5,061","14.20%","±0.3",2016
"Unemployed:","Alabama","172,822","±3,098","172,822","(X)",2016
"With health insurance coverage","Alabama","93,002","±2,365","53.80%","±1.1",2016
"With private health insurance","Alabama","64,698","±1,994","37.40%","±1.0",2016
"With public coverage","Alabama","33,870","±1,344","19.60%","±0.8",2016
"No health insurance coverage","Alabama","79,820","±2,491","46.20%","±1.1",2016
"Not in labor force:","Alabama","844,454","±6,682","844,454","(X)",2016
"With health insurance coverage","Alabama","685,518","±5,737","81.20%","±0.4",2016
"With private health insurance","Alabama","433,419","±4,974","51.30%","±0.5",2016
"With public coverage","Alabama","338,409","±4,317","40.10%","±0.4",2016
"No health insurance coverage","Alabama","158,936","±3,700","18.80%","±0.4",2016
"Civilian noninstitutionalized population","Alaska","712,964","±791","712,964","(X)",2016
"With health insurance coverage","Alaska","592,366","±2,928","83.10%","±0.4",2016
"With private health insurance","Alaska","468,881","±4,030","65.80%","±0.6",2016
"With public coverage","Alaska","194,538","±2,895","27.30%","±0.4",2016
"No health insurance coverage","Alaska","120,598","±2,947","16.90%","±0.4",2016
"Civilian noninstitutionalized population under 18 years","Alaska","187,160","±157","187,160","(X)",2016
"No health insurance coverage","Alaska","21,589","±1,305","11.50%","±0.7",2016
"Civilian noninstitutionalized population 18 to 64 years","Alaska","457,620","±883","457,620","(X)",2016
"In labor force:","Alaska","361,556","±2,038","361,556","(X)",2016
"Employed:","Alaska","333,449","±2,084","333,449","(X)",2016
"With health insurance coverage","Alaska","271,820","±2,475","81.50%","±0.5",2016
"With private health insurance","Alaska","255,936","±2,609","76.80%","±0.6",2016
"With public coverage","Alaska","30,488","±1,304","9.10%","±0.4",2016
"No health insurance coverage","Alaska","61,629","±1,796","18.50%","±0.5",2016
"Unemployed:","Alaska","28,107","±1,242","28,107","(X)",2016
"With health insurance coverage","Alaska","15,882","±974","56.50%","±2.0",2016
"With private health insurance","Alaska","10,500","±905","37.40%","±2.3",2016
"With public coverage","Alaska","6,724","±503","23.90%","±1.7",2016
"No health insurance coverage","Alaska","12,225","±689","43.50%","±2.0",2016
"Not in labor force:","Alaska","96,064","±1,972","96,064","(X)",2016
"With health insurance coverage","Alaska","71,826","±1,894","74.80%","±1.1",2016
"With private health insurance","Alaska","48,909","±1,571","50.90%","±1.2",2016
"With public coverage","Alaska","28,917","±1,057","30.10%","±0.9",2016
"No health insurance coverage","Alaska","24,238","±1,093","25.20%","±1.1",2016
"Civilian noninstitutionalized population","Arizona","6,620,233","±859","6,620,233","(X)",2016
"With health insurance coverage","Arizona","5,718,154","±9,096","86.40%","±0.1",2016
"With private health insurance","Arizona","4,071,843","±17,083","61.50%","±0.3",2016
"With public coverage","Arizona","2,418,040","±11,639","36.50%","±0.2",2016
"No health insurance coverage","Arizona","902,079","±9,222","13.60%","±0.1",2016
"Civilian noninstitutionalized population under 18 years","Arizona","1,617,449","±248","1,617,449","(X)",2016
"No health insurance coverage","Arizona","161,185","±3,661","10.00%","±0.2",2016
"Civilian noninstitutionalized population 18 to 64 years","Arizona","3,944,367","±1,059","3,944,367","(X)",2016
"In labor force:","Arizona","2,936,141","±7,162","2,936,141","(X)",2016
"Employed:","Arizona","2,706,788","±7,831","2,706,788","(X)",2016
"With health insurance coverage","Arizona","2,258,291","±9,357","83.40%","±0.2",2016
"With private health insurance","Arizona","2,027,378","±9,798","74.90%","±0.2",2016
