Date,Year,Month,Unit,Animal,Weight,Commercial_Or_Federally_Inspected,Live_Or_Dressed,Type_Of_Meat
Nov-2014,2014,11,Average Weight in Pounds,Calves,305.0,Federally Inspected,Live,Red Meat
Oct-2014,2014,10,Average Weight in Pounds,Calves,303.0,Federally Inspected,Live,Red Meat
Sep-2014,2014,9,Average Weight in Pounds,Calves,289.0,Federally Inspected,Live,Red Meat
Aug-2014,2014,8,Average Weight in Pounds,Calves,276.0,Federally Inspected,Live,Red Meat
Jul-2014,2014,7,Average Weight in Pounds,Calves,274.0,Federally Inspected,Live,Red Meat
Jun-2014,2014,6,Average Weight in Pounds,Calves,283.0,Federally Inspected,Live,Red Meat
May-2014,2014,5,Average Weight in Pounds,Calves,283.0,Federally Inspected,Live,Red Meat
Apr-2014,2014,4,Average Weight in Pounds,Calves,292.0,Federally Inspected,Live,Red Meat
Mar-2014,2014,3,Average Weight in Pounds,Calves,276.0,Federally Inspected,Live,Red Meat
Feb-2014,2014,2,Average Weight in Pounds,Calves,266.0,Federally Inspected,Live,Red Meat
Jan-2014,2014,1,Average Weight in Pounds,Calves,251.0,Federally Inspected,Live,Red Meat
Dec-2013,2013,12,Average Weight in Pounds,Calves,250.0,Federally Inspected,Live,Red Meat
Nov-2013,2013,11,Average Weight in Pounds,Calves,254.0,Federally Inspected,Live,Red Meat
Oct-2013,2013,10,Average Weight in Pounds,Calves,243.0,Federally Inspected,Live,Red Meat
Sep-2013,2013,9,Average Weight in Pounds,Calves,232.0,Federally Inspected,Live,Red Meat
Aug-2013,2013,8,Average Weight in Pounds,Calves,237.0,Federally Inspected,Live,Red Meat
Jul-2013,2013,7,Average Weight in Pounds,Calves,232.0,Federally Inspected,Live,Red Meat
Jun-2013,2013,6,Average Weight in Pounds,Calves,248.0,Federally Inspected,Live,Red Meat
May-2013,2013,5,Average Weight in Pounds,Calves,262.0,Federally Inspected,Live,Red Meat
Apr-2013,2013,4,Average Weight in Pounds,Calves,264.0,Federally Inspected,Live,Red Meat
Mar-2013,2013,3,Average Weight in Pounds,Calves,250.0,Federally Inspected,Live,Red Meat
Feb-2013,2013,2,Average Weight in Pounds,Calves,256.0,Federally Inspected,Live,Red Meat
Jan-2013,2013,1,Average Weight in Pounds,Calves,250.0,Federally Inspected,Live,Red Meat
Dec-2012,2012,12,Average Weight in Pounds,Calves,252.0,Federally Inspected,Live,Red Meat
Nov-2012,2012,11,Average Weight in Pounds,Calves,242.0,Federally Inspected,Live,Red Meat
Oct-2012,2012,10,Average Weight in Pounds,Calves,238.0,Federally Inspected,Live,Red Meat
Sep-2012,2012,9,Average Weight in Pounds,Calves,232.0,Federally Inspected,Live,Red Meat
Aug-2012,2012,8,Average Weight in Pounds,Calves,235.0,Federally Inspected,Live,Red Meat
Jul-2012,2012,7,Average Weight in Pounds,Calves,239.0,Federally Inspected,Live,Red Meat
Jun-2012,2012,6,Average Weight in Pounds,Calves,267.0,Federally Inspected,Live,Red Meat
May-2012,2012,5,Average Weight in Pounds,Calves,293.0,Federally Inspected,Live,Red Meat
Apr-2012,2012,4,Average Weight in Pounds,Calves,292.0,Federally Inspected,Live,Red Meat
Mar-2012,2012,3,Average Weight in Pounds,Calves,281.0,Federally Inspected,Live,Red Meat
Feb-2012,2012,2,Average Weight in Pounds,Calves,274.0,Federally Inspected,Live,Red Meat
Jan-2012,2012,1,Average Weight in Pounds,Calves,260.0,Federally Inspected,Live,Red Meat
Dec-2011,2011,12,Average Weight in Pounds,Calves,250.0,Federally Inspected,Live,Red Meat
Nov-2011,2011,11,Average Weight in Pounds,Calves,252.0,Federally Inspected,Live,Red Meat
Oct-2011,2011,10,Average Weight in Pounds,Calves,250.0,Federally Inspected,Live,Red Meat
Sep-2011,2011,9,Average Weight in Pounds,Calves,249.0,Federally Inspected,Live,Red Meat
Aug-2011,2011,8,Average Weight in Pounds,Calves,245.0,Federally Inspected,Live,Red Meat
Jul-2011,2011,7,Average Weight in Pounds,Calves,242.0,Federally Inspected,Live,Red Meat
Jun-2011,2011,6,Average Weight in Pounds,Calves,264.0,Federally Inspected,Live,Red Meat
May-2011,2011,5,Average Weight in Pounds,Calves,285.0,Federally Inspected,Live,Red Meat
Apr-2011,2011,4,Average Weight in Pounds,Calves,293.0,Federally Inspected,Live,Red Meat
Mar-2011,2011,3,Average Weight in Pounds,Calves,281.0,Federally Inspected,Live,Red Meat
Feb-2011,2011,2,Average Weight in Pounds,Calves,262.0,Federally Inspected,Live,Red Meat
Jan-2011,2011,1,Average Weight in Pounds,Calves,259.0,Federally Inspected,Live,Red Meat
Dec-2010,2010,12,Average Weight in Pounds,Calves,258.0,Federally Inspected,Live,Red Meat
Nov-2010,2010,11,Average Weight in Pounds,Calves,266.0,Federally Inspected,Live,Red Meat
Oct-2010,2010,10,Average Weight in Pounds,Calves,271.0,Federally Inspected,Live,Red Meat
Sep-2010,2010,9,Average Weight in Pounds,Calves,271.0,Federally Inspected,Live,Red Meat
Aug-2010,2010,8,Average Weight in Pounds,Calves,252.0,Federally Inspected,Live,Red Meat
Jul-2010,2010,7,Average Weight in Pounds,Calves,249.0,Federally Inspected,Live,Red Meat
Jun-2010,2010,6,Average Weight in Pounds,Calves,267.0,Federally Inspected,Live,Red Meat
May-2010,2010,5,Average Weight in Pounds,Calves,283.0,Federally Inspected,Live,Red Meat
Apr-2010,2010,4,Average Weight in Pounds,Calves,273.0,Federally Inspected,Live,Red Meat
Mar-2010,2010,3,Average Weight in Pounds,Calves,257.0,Federally Inspected,Live,Red Meat
Feb-2010,2010,2,Average Weight in Pounds,Calves,244.0,Federally Inspected,Live,Red Meat
Jan-2010,2010,1,Average Weight in Pounds,Calves,235.0,Federally Inspected,Live,Red Meat
Dec-2009,2009,12,Average Weight in Pounds,Calves,238.0,Federally Inspected,Live,Red Meat
Nov-2009,2009,11,Average Weight in Pounds,Calves,243.0,Federally Inspected,Live,Red Meat
Oct-2009,2009,10,Average Weight in Pounds,Calves,246.0,Federally Inspected,Live,Red Meat
Sep-2009,2009,9,Average Weight in Pounds,Calves,242.0,Federally Inspected,Live,Red Meat
Aug-2009,2009,8,Average Weight in Pounds,Calves,231.0,Federally Inspected,Live,Red Meat
Jul-2009,2009,7,Average Weight in Pounds,Calves,228.0,Federally Inspected,Live,Red Meat
Jun-2009,2009,6,Average Weight in Pounds,Calves,249.0,Federally Inspected,Live,Red Meat
May-2009,2009,5,Average Weight in Pounds,Calves,266.0,Federally Inspected,Live,Red Meat
Apr-2009,2009,4,Average Weight in Pounds,Calves,279.0,Federally Inspected,Live,Red Meat
Mar-2009,2009,3,Average Weight in Pounds,Calves,261.0,Federally Inspected,Live,Red Meat
Feb-2009,2009,2,Average Weight in Pounds,Calves,255.0,Federally Inspected,Live,Red Meat
Jan-2009,2009,1,Average Weight in Pounds,Calves,243.0,Federally Inspected,Live,Red Meat
Dec-2008,2008,12,Average Weight in Pounds,Calves,243.0,Federally Inspected,Live,Red Meat
Nov-2008,2008,11,Average Weight in Pounds,Calves,236.0,Federally Inspected,Live,Red Meat
Oct-2008,2008,10,Average Weight in Pounds,Calves,241.0,Federally Inspected,Live,Red Meat
Sep-2008,2008,9,Average Weight in Pounds,Calves,248.0,Federally Inspected,Live,Red Meat
Aug-2008,2008,8,Average Weight in Pounds,Calves,243.0,Federally Inspected,Live,Red Meat
Jul-2008,2008,7,Average Weight in Pounds,Calves,241.0,Federally Inspected,Live,Red Meat
Jun-2008,2008,6,Average Weight in Pounds,Calves,265.0,Federally Inspected,Live,Red Meat
May-2008,2008,5,Average Weight in Pounds,Calves,274.0,Federally Inspected,Live,Red Meat
Apr-2008,2008,4,Average Weight in Pounds,Calves,276.0,Federally Inspected,Live,Red Meat
Mar-2008,2008,3,Average Weight in Pounds,Calves,271.0,Federally Inspected,Live,Red Meat
Feb-2008,2008,2,Average Weight in Pounds,Calves,270.0,Federally Inspected,Live,Red Meat
Jan-2008,2008,1,Average Weight in Pounds,Calves,267.0,Federally Inspected,Live,Red Meat
Dec-2007,2007,12,Average Weight in Pounds,Calves,287.0,Federally Inspected,Live,Red Meat
Nov-2007,2007,11,Average Weight in Pounds,Calves,287.0,Federally Inspected,Live,Red Meat
Oct-2007,2007,10,Average Weight in Pounds,Calves,285.0,Federally Inspected,Live,Red Meat
Sep-2007,2007,9,Average Weight in Pounds,Calves,281.0,Federally Inspected,Live,Red Meat
Aug-2007,2007,8,Average Weight in Pounds,Calves,267.0,Federally Inspected,Live,Red Meat
Jul-2007,2007,7,Average Weight in Pounds,Calves,288.0,Federally Inspected,Live,Red Meat
Jun-2007,2007,6,Average Weight in Pounds,Calves,306.0,Federally Inspected,Live,Red Meat
May-2007,2007,5,Average Weight in Pounds,Calves,348.0,Federally Inspected,Live,Red Meat
Apr-2007,2007,4,Average Weight in Pounds,Calves,346.0,Federally Inspected,Live,Red Meat
Mar-2007,2007,3,Average Weight in Pounds,Calves,319.0,Federally Inspected,Live,Red Meat
Feb-2007,2007,2,Average Weight in Pounds,Calves,306.0,Federally Inspected,Live,Red Meat
Jan-2007,2007,1,Average Weight in Pounds,Calves,323.0,Federally Inspected,Live,Red Meat
Dec-2006,2006,12,Average Weight in Pounds,Calves,322.0,Federally Inspected,Live,Red Meat
Nov-2006,2006,11,Average Weight in Pounds,Calves,325.0,Federally Inspected,Live,Red Meat
Oct-2006,2006,10,Average Weight in Pounds,Calves,346.0,Federally Inspected,Live,Red Meat
Sep-2006,2006,9,Average Weight in Pounds,Calves,350.0,Federally Inspected,Live,Red Meat
Aug-2006,2006,8,Average Weight in Pounds,Calves,321.0,Federally Inspected,Live,Red Meat
Jul-2006,2006,7,Average Weight in Pounds,Calves,324.0,Federally Inspected,Live,Red Meat
Jun-2006,2006,6,Average Weight in Pounds,Calves,352.0,Federally Inspected,Live,Red Meat
May-2006,2006,5,Average Weight in Pounds,Calves,371.0,Federally Inspected,Live,Red Meat
Apr-2006,2006,4,Average Weight in Pounds,Calves,360.0,Federally Inspected,Live,Red Meat
Mar-2006,2006,3,Average Weight in Pounds,Calves,358.0,Federally Inspected,Live,Red Meat
Feb-2006,2006,2,Average Weight in Pounds,Calves,356.0,Federally Inspected,Live,Red Meat
Jan-2006,2006,1,Average Weight in Pounds,Calves,353.0,Federally Inspected,Live,Red Meat
Dec-2005,2005,12,Average Weight in Pounds,Calves,367.0,Federally Inspected,Live,Red Meat
Nov-2005,2005,11,Average Weight in Pounds,Calves,364.0,Federally Inspected,Live,Red Meat
Oct-2005,2005,10,Average Weight in Pounds,Calves,368.0,Federally Inspected,Live,Red Meat
Sep-2005,2005,9,Average Weight in Pounds,Calves,359.0,Federally Inspected,Live,Red Meat
Aug-2005,2005,8,Average Weight in Pounds,Calves,345.0,Federally Inspected,Live,Red Meat
Jul-2005,2005,7,Average Weight in Pounds,Calves,349.0,Federally Inspected,Live,Red Meat
Jun-2005,2005,6,Average Weight in Pounds,Calves,366.0,Federally Inspected,Live,Red Meat
May-2005,2005,5,Average Weight in Pounds,Calves,375.0,Federally Inspected,Live,Red Meat
Apr-2005,2005,4,Average Weight in Pounds,Calves,351.0,Federally Inspected,Live,Red Meat
Mar-2005,2005,3,Average Weight in Pounds,Calves,327.0,Federally Inspected,Live,Red Meat
Feb-2005,2005,2,Average Weight in Pounds,Calves,325.0,Federally Inspected,Live,Red Meat
Jan-2005,2005,1,Average Weight in Pounds,Calves,326.0,Federally Inspected,Live,Red Meat
Dec-2004,2004,12,Average Weight in Pounds,Calves,332.0,Federally Inspected,Live,Red Meat
Nov-2004,2004,11,Average Weight in Pounds,Calves,335.0,Federally Inspected,Live,Red Meat
Oct-2004,2004,10,Average Weight in Pounds,Calves,329.0,Federally Inspected,Live,Red Meat
Sep-2004,2004,9,Average Weight in Pounds,Calves,318.0,Federally Inspected,Live,Red Meat
Aug-2004,2004,8,Average Weight in Pounds,Calves,319.0,Federally Inspected,Live,Red Meat
Jul-2004,2004,7,Average Weight in Pounds,Calves,323.0,Federally Inspected,Live,Red Meat
Jun-2004,2004,6,Average Weight in Pounds,Calves,336.0,Federally Inspected,Live,Red Meat
May-2004,2004,5,Average Weight in Pounds,Calves,354.0,Federally Inspected,Live,Red Meat
Apr-2004,2004,4,Average Weight in Pounds,Calves,327.0,Federally Inspected,Live,Red Meat
Mar-2004,2004,3,Average Weight in Pounds,Calves,306.0,Federally Inspected,Live,Red Meat
Feb-2004,2004,2,Average Weight in Pounds,Calves,334.0,Federally Inspected,Live,Red Meat
Jan-2004,2004,1,Average Weight in Pounds,Calves,328.0,Federally Inspected,Live,Red Meat
Dec-2003,2003,12,Average Weight in Pounds,Calves,320.0,Federally Inspected,Live,Red Meat
Nov-2003,2003,11,Average Weight in Pounds,Calves,317.0,Federally Inspected,Live,Red Meat
Oct-2003,2003,10,Average Weight in Pounds,Calves,306.0,Federally Inspected,Live,Red Meat
Sep-2003,2003,9,Average Weight in Pounds,Calves,301.0,Federally Inspected,Live,Red Meat
Aug-2003,2003,8,Average Weight in Pounds,Calves,291.0,Federally Inspected,Live,Red Meat
Jul-2003,2003,7,Average Weight in Pounds,Calves,285.0,Federally Inspected,Live,Red Meat
Jun-2003,2003,6,Average Weight in Pounds,Calves,332.0,Federally Inspected,Live,Red Meat
May-2003,2003,5,Average Weight in Pounds,Calves,341.0,Federally Inspected,Live,Red Meat
Apr-2003,2003,4,Average Weight in Pounds,Calves,335.0,Federally Inspected,Live,Red Meat
Mar-2003,2003,3,Average Weight in Pounds,Calves,318.0,Federally Inspected,Live,Red Meat
Feb-2003,2003,2,Average Weight in Pounds,Calves,315.0,Federally Inspected,Live,Red Meat
Jan-2003,2003,1,Average Weight in Pounds,Calves,313.0,Federally Inspected,Live,Red Meat
Dec-2002,2002,12,Average Weight in Pounds,Calves,303.0,Federally Inspected,Live,Red Meat
Nov-2002,2002,11,Average Weight in Pounds,Calves,306.0,Federally Inspected,Live,Red Meat
Oct-2002,2002,10,Average Weight in Pounds,Calves,305.0,Federally Inspected,Live,Red Meat
Sep-2002,2002,9,Average Weight in Pounds,Calves,300.0,Federally Inspected,Live,Red Meat
Aug-2002,2002,8,Average Weight in Pounds,Calves,287.0,Federally Inspected,Live,Red Meat
Jul-2002,2002,7,Average Weight in Pounds,Calves,288.0,Federally Inspected,Live,Red Meat
Jun-2002,2002,6,Average Weight in Pounds,Calves,319.0,Federally Inspected,Live,Red Meat
May-2002,2002,5,Average Weight in Pounds,Calves,329.0,Federally Inspected,Live,Red Meat
Apr-2002,2002,4,Average Weight in Pounds,Calves,325.0,Federally Inspected,Live,Red Meat
Mar-2002,2002,3,Average Weight in Pounds,Calves,323.0,Federally Inspected,Live,Red Meat
Feb-2002,2002,2,Average Weight in Pounds,Calves,327.0,Federally Inspected,Live,Red Meat
Jan-2002,2002,1,Average Weight in Pounds,Calves,319.0,Federally Inspected,Live,Red Meat
Dec-2001,2001,12,Average Weight in Pounds,Calves,305.0,Federally Inspected,Live,Red Meat
Nov-2001,2001,11,Average Weight in Pounds,Calves,309.0,Federally Inspected,Live,Red Meat
Oct-2001,2001,10,Average Weight in Pounds,Calves,314.0,Federally Inspected,Live,Red Meat
Sep-2001,2001,9,Average Weight in Pounds,Calves,308.0,Federally Inspected,Live,Red Meat
Aug-2001,2001,8,Average Weight in Pounds,Calves,302.0,Federally Inspected,Live,Red Meat
Jul-2001,2001,7,Average Weight in Pounds,Calves,310.0,Federally Inspected,Live,Red Meat
Jun-2001,2001,6,Average Weight in Pounds,Calves,333.0,Federally Inspected,Live,Red Meat
May-2001,2001,5,Average Weight in Pounds,Calves,334.0,Federally Inspected,Live,Red Meat
Apr-2001,2001,4,Average Weight in Pounds,Calves,336.0,Federally Inspected,Live,Red Meat
Mar-2001,2001,3,Average Weight in Pounds,Calves,322.0,Federally Inspected,Live,Red Meat
Feb-2001,2001,2,Average Weight in Pounds,Calves,328.0,Federally Inspected,Live,Red Meat
Jan-2001,2001,1,Average Weight in Pounds,Calves,318.0,Federally Inspected,Live,Red Meat
Dec-2000,2000,12,Average Weight in Pounds,Calves,316.0,Federally Inspected,Live,Red Meat
Nov-2000,2000,11,Average Weight in Pounds,Calves,321.0,Federally Inspected,Live,Red Meat
Oct-2000,2000,10,Average Weight in Pounds,Calves,309.0,Federally Inspected,Live,Red Meat
Sep-2000,2000,9,Average Weight in Pounds,Calves,288.0,Federally Inspected,Live,Red Meat
Aug-2000,2000,8,Average Weight in Pounds,Calves,286.0,Federally Inspected,Live,Red Meat
Jul-2000,2000,7,Average Weight in Pounds,Calves,295.0,Federally Inspected,Live,Red Meat
Jun-2000,2000,6,Average Weight in Pounds,Calves,319.0,Federally Inspected,Live,Red Meat
May-2000,2000,5,Average Weight in Pounds,Calves,339.0,Federally Inspected,Live,Red Meat
Apr-2000,2000,4,Average Weight in Pounds,Calves,332.0,Federally Inspected,Live,Red Meat
Mar-2000,2000,3,Average Weight in Pounds,Calves,314.0,Federally Inspected,Live,Red Meat
Feb-2000,2000,2,Average Weight in Pounds,Calves,315.0,Federally Inspected,Live,Red Meat
Jan-2000,2000,1,Average Weight in Pounds,Calves,308.0,Federally Inspected,Live,Red Meat
Dec-1999,1999,12,Average Weight in Pounds,Calves,300.0,Federally Inspected,Live,Red Meat
Nov-1999,1999,11,Average Weight in Pounds,Calves,296.0,Federally Inspected,Live,Red Meat
Oct-1999,1999,10,Average Weight in Pounds,Calves,295.0,Federally Inspected,Live,Red Meat
Sep-1999,1999,9,Average Weight in Pounds,Calves,275.0,Federally Inspected,Live,Red Meat
Aug-1999,1999,8,Average Weight in Pounds,Calves,273.0,Federally Inspected,Live,Red Meat
Jul-1999,1999,7,Average Weight in Pounds,Calves,277.0,Federally Inspected,Live,Red Meat
Jun-1999,1999,6,Average Weight in Pounds,Calves,295.0,Federally Inspected,Live,Red Meat
May-1999,1999,5,Average Weight in Pounds,Calves,310.0,Federally Inspected,Live,Red Meat
Apr-1999,1999,4,Average Weight in Pounds,Calves,297.0,Federally Inspected,Live,Red Meat
Mar-1999,1999,3,Average Weight in Pounds,Calves,285.0,Federally Inspected,Live,Red Meat
Feb-1999,1999,2,Average Weight in Pounds,Calves,282.0,Federally Inspected,Live,Red Meat
Jan-1999,1999,1,Average Weight in Pounds,Calves,275.0,Federally Inspected,Live,Red Meat
Dec-1998,1998,12,Average Weight in Pounds,Calves,277.0,Federally Inspected,Live,Red Meat
Nov-1998,1998,11,Average Weight in Pounds,Calves,281.0,Federally Inspected,Live,Red Meat
Oct-1998,1998,10,Average Weight in Pounds,Calves,277.0,Federally Inspected,Live,Red Meat
Sep-1998,1998,9,Average Weight in Pounds,Calves,265.0,Federally Inspected,Live,Red Meat
Aug-1998,1998,8,Average Weight in Pounds,Calves,261.0,Federally Inspected,Live,Red Meat
Jul-1998,1998,7,Average Weight in Pounds,Calves,258.0,Federally Inspected,Live,Red Meat
Jun-1998,1998,6,Average Weight in Pounds,Calves,280.0,Federally Inspected,Live,Red Meat
May-1998,1998,5,Average Weight in Pounds,Calves,301.0,Federally Inspected,Live,Red Meat
Apr-1998,1998,4,Average Weight in Pounds,Calves,295.0,Federally Inspected,Live,Red Meat
Mar-1998,1998,3,Average Weight in Pounds,Calves,293.0,Federally Inspected,Live,Red Meat
Feb-1998,1998,2,Average Weight in Pounds,Calves,306.0,Federally Inspected,Live,Red Meat
Jan-1998,1998,1,Average Weight in Pounds,Calves,301.0,Federally Inspected,Live,Red Meat
Dec-1997,1997,12,Average Weight in Pounds,Calves,299.0,Federally Inspected,Live,Red Meat
Nov-1997,1997,11,Average Weight in Pounds,Calves,308.0,Federally Inspected,Live,Red Meat
Oct-1997,1997,10,Average Weight in Pounds,Calves,331.0,Federally Inspected,Live,Red Meat
Sep-1997,1997,9,Average Weight in Pounds,Calves,330.0,Federally Inspected,Live,Red Meat
Aug-1997,1997,8,Average Weight in Pounds,Calves,333.0,Federally Inspected,Live,Red Meat
Jul-1997,1997,7,Average Weight in Pounds,Calves,335.0,Federally Inspected,Live,Red Meat
Jun-1997,1997,6,Average Weight in Pounds,Calves,360.0,Federally Inspected,Live,Red Meat
May-1997,1997,5,Average Weight in Pounds,Calves,359.0,Federally Inspected,Live,Red Meat
Apr-1997,1997,4,Average Weight in Pounds,Calves,351.0,Federally Inspected,Live,Red Meat
Mar-1997,1997,3,Average Weight in Pounds,Calves,347.0,Federally Inspected,Live,Red Meat
Feb-1997,1997,2,Average Weight in Pounds,Calves,346.0,Federally Inspected,Live,Red Meat
Jan-1997,1997,1,Average Weight in Pounds,Calves,340.0,Federally Inspected,Live,Red Meat
Dec-1996,1996,12,Average Weight in Pounds,Calves,334.0,Federally Inspected,Live,Red Meat
Nov-1996,1996,11,Average Weight in Pounds,Calves,338.0,Federally Inspected,Live,Red Meat
Oct-1996,1996,10,Average Weight in Pounds,Calves,336.0,Federally Inspected,Live,Red Meat
Sep-1996,1996,9,Average Weight in Pounds,Calves,333.0,Federally Inspected,Live,Red Meat
