Date,Year,Month,Unit,Production,Animal,Commercial or Federally Inspected,Type of Meat
Dec-1991,1991,12,Million Pounds,1444.0,Pork,Commercial,Red Meat
Nov-1991,1991,11,Million Pounds,1456.0,Pork,Commercial,Red Meat
Oct-1991,1991,10,Million Pounds,1534.0,Pork,Commercial,Red Meat
Sep-1991,1991,9,Million Pounds,1316.0,Pork,Commercial,Red Meat
Aug-1991,1991,8,Million Pounds,1299.0,Pork,Commercial,Red Meat
Jul-1991,1991,7,Million Pounds,1207.0,Pork,Commercial,Red Meat
Jun-1991,1991,6,Million Pounds,1140.0,Pork,Commercial,Red Meat
May-1991,1991,5,Million Pounds,1291.0,Pork,Commercial,Red Meat
Apr-1991,1991,4,Million Pounds,1361.0,Pork,Commercial,Red Meat
Mar-1991,1991,3,Million Pounds,1300.0,Pork,Commercial,Red Meat
Feb-1991,1991,2,Million Pounds,1204.0,Pork,Commercial,Red Meat
Jan-1991,1991,1,Million Pounds,1396.0,Pork,Commercial,Red Meat
Dec-1990,1990,12,Million Pounds,1342.0,Pork,Commercial,Red Meat
Nov-1990,1990,11,Million Pounds,1373.0,Pork,Commercial,Red Meat
Oct-1990,1990,10,Million Pounds,1392.0,Pork,Commercial,Red Meat
Sep-1990,1990,9,Million Pounds,1228.0,Pork,Commercial,Red Meat
Aug-1990,1990,8,Million Pounds,1310.0,Pork,Commercial,Red Meat
Jul-1990,1990,7,Million Pounds,1103.0,Pork,Commercial,Red Meat
Jun-1990,1990,6,Million Pounds,1142.0,Pork,Commercial,Red Meat
May-1990,1990,5,Million Pounds,1257.0,Pork,Commercial,Red Meat
Apr-1990,1990,4,Million Pounds,1248.0,Pork,Commercial,Red Meat
Mar-1990,1990,3,Million Pounds,1329.0,Pork,Commercial,Red Meat
Feb-1990,1990,2,Million Pounds,1213.0,Pork,Commercial,Red Meat
Jan-1990,1990,1,Million Pounds,1363.0,Pork,Commercial,Red Meat
Dec-1989,1989,12,Million Pounds,1288.0,Pork,Commercial,Red Meat
Nov-1989,1989,11,Million Pounds,1446.0,Pork,Commercial,Red Meat
Oct-1989,1989,10,Million Pounds,1421.0,Pork,Commercial,Red Meat
Sep-1989,1989,9,Million Pounds,1349.0,Pork,Commercial,Red Meat
Aug-1989,1989,8,Million Pounds,1333.0,Pork,Commercial,Red Meat
Jul-1989,1989,7,Million Pounds,1108.0,Pork,Commercial,Red Meat
Jun-1989,1989,6,Million Pounds,1266.0,Pork,Commercial,Red Meat
May-1989,1989,5,Million Pounds,1341.0,Pork,Commercial,Red Meat
Apr-1989,1989,4,Million Pounds,1322.0,Pork,Commercial,Red Meat
Mar-1989,1989,3,Million Pounds,1373.0,Pork,Commercial,Red Meat
Feb-1989,1989,2,Million Pounds,1205.0,Pork,Commercial,Red Meat
Jan-1989,1989,1,Million Pounds,1307.0,Pork,Commercial,Red Meat
Dec-1988,1988,12,Million Pounds,1425.0,Pork,Commercial,Red Meat
Nov-1988,1988,11,Million Pounds,1463.0,Pork,Commercial,Red Meat
Oct-1988,1988,10,Million Pounds,1443.0,Pork,Commercial,Red Meat
Sep-1988,1988,9,Million Pounds,1360.0,Pork,Commercial,Red Meat
Aug-1988,1988,8,Million Pounds,1282.0,Pork,Commercial,Red Meat
Jul-1988,1988,7,Million Pounds,1133.0,Pork,Commercial,Red Meat
Jun-1988,1988,6,Million Pounds,1233.0,Pork,Commercial,Red Meat
May-1988,1988,5,Million Pounds,1231.0,Pork,Commercial,Red Meat
Apr-1988,1988,4,Million Pounds,1263.0,Pork,Commercial,Red Meat
Mar-1988,1988,3,Million Pounds,1362.0,Pork,Commercial,Red Meat
Feb-1988,1988,2,Million Pounds,1184.0,Pork,Commercial,Red Meat
Jan-1988,1988,1,Million Pounds,1244.0,Pork,Commercial,Red Meat
Dec-1987,1987,12,Million Pounds,1390.0,Pork,Commercial,Red Meat
Nov-1987,1987,11,Million Pounds,1312.0,Pork,Commercial,Red Meat
Oct-1987,1987,10,Million Pounds,1359.0,Pork,Commercial,Red Meat
Sep-1987,1987,9,Million Pounds,1227.0,Pork,Commercial,Red Meat
Aug-1987,1987,8,Million Pounds,1075.0,Pork,Commercial,Red Meat
Jul-1987,1987,7,Million Pounds,1082.0,Pork,Commercial,Red Meat
Jun-1987,1987,6,Million Pounds,1086.0,Pork,Commercial,Red Meat
May-1987,1987,5,Million Pounds,1071.0,Pork,Commercial,Red Meat
Apr-1987,1987,4,Million Pounds,1170.0,Pork,Commercial,Red Meat
Mar-1987,1987,3,Million Pounds,1226.0,Pork,Commercial,Red Meat
Feb-1987,1987,2,Million Pounds,1070.0,Pork,Commercial,Red Meat
Jan-1987,1987,1,Million Pounds,1244.0,Pork,Commercial,Red Meat
Dec-1986,1986,12,Million Pounds,1221.0,Pork,Commercial,Red Meat
Nov-1986,1986,11,Million Pounds,1117.0,Pork,Commercial,Red Meat
Oct-1986,1986,10,Million Pounds,1285.0,Pork,Commercial,Red Meat
Sep-1986,1986,9,Million Pounds,1137.0,Pork,Commercial,Red Meat
Aug-1986,1986,8,Million Pounds,1037.0,Pork,Commercial,Red Meat
Jul-1986,1986,7,Million Pounds,1063.0,Pork,Commercial,Red Meat
Jun-1986,1986,6,Million Pounds,1065.0,Pork,Commercial,Red Meat
May-1986,1986,5,Million Pounds,1211.0,Pork,Commercial,Red Meat
Apr-1986,1986,4,Million Pounds,1292.0,Pork,Commercial,Red Meat
Mar-1986,1986,3,Million Pounds,1198.0,Pork,Commercial,Red Meat
Feb-1986,1986,2,Million Pounds,1106.0,Pork,Commercial,Red Meat
Jan-1986,1986,1,Million Pounds,1266.0,Pork,Commercial,Red Meat
Dec-1985,1985,12,Million Pounds,1215.0,Pork,Commercial,Red Meat
Nov-1985,1985,11,Million Pounds,1241.0,Pork,Commercial,Red Meat
Oct-1985,1985,10,Million Pounds,1358.0,Pork,Commercial,Red Meat
Sep-1985,1985,9,Million Pounds,1196.0,Pork,Commercial,Red Meat
Aug-1985,1985,8,Million Pounds,1210.0,Pork,Commercial,Red Meat
Jul-1985,1985,7,Million Pounds,1147.0,Pork,Commercial,Red Meat
Jun-1985,1985,6,Million Pounds,1125.0,Pork,Commercial,Red Meat
May-1985,1985,5,Million Pounds,1329.0,Pork,Commercial,Red Meat
Apr-1985,1985,4,Million Pounds,1289.0,Pork,Commercial,Red Meat
Mar-1985,1985,3,Million Pounds,1232.0,Pork,Commercial,Red Meat
Feb-1985,1985,2,Million Pounds,1105.0,Pork,Commercial,Red Meat
Jan-1985,1985,1,Million Pounds,1281.0,Pork,Commercial,Red Meat
Dec-1984,1984,12,Million Pounds,1220.0,Pork,Commercial,Red Meat
Nov-1984,1984,11,Million Pounds,1326.0,Pork,Commercial,Red Meat
Oct-1984,1984,10,Million Pounds,1411.0,Pork,Commercial,Red Meat
Sep-1984,1984,9,Million Pounds,1139.0,Pork,Commercial,Red Meat
Aug-1984,1984,8,Million Pounds,1175.0,Pork,Commercial,Red Meat
Jul-1984,1984,7,Million Pounds,1041.0,Pork,Commercial,Red Meat
Jun-1984,1984,6,Million Pounds,1156.0,Pork,Commercial,Red Meat
May-1984,1984,5,Million Pounds,1281.0,Pork,Commercial,Red Meat
Apr-1984,1984,4,Million Pounds,1233.0,Pork,Commercial,Red Meat
Mar-1984,1984,3,Million Pounds,1338.0,Pork,Commercial,Red Meat
Feb-1984,1984,2,Million Pounds,1165.0,Pork,Commercial,Red Meat
Jan-1984,1984,1,Million Pounds,1235.0,Pork,Commercial,Red Meat
Dec-1983,1983,12,Million Pounds,1350.0,Pork,Commercial,Red Meat
Nov-1983,1983,11,Million Pounds,1468.0,Pork,Commercial,Red Meat
Oct-1983,1983,10,Million Pounds,1388.0,Pork,Commercial,Red Meat
Sep-1983,1983,9,Million Pounds,1273.0,Pork,Commercial,Red Meat
Aug-1983,1983,8,Million Pounds,1250.0,Pork,Commercial,Red Meat
Jul-1983,1983,7,Million Pounds,1134.0,Pork,Commercial,Red Meat
Jun-1983,1983,6,Million Pounds,1266.0,Pork,Commercial,Red Meat
May-1983,1983,5,Million Pounds,1243.0,Pork,Commercial,Red Meat
Apr-1983,1983,4,Million Pounds,1262.0,Pork,Commercial,Red Meat
Mar-1983,1983,3,Million Pounds,1303.0,Pork,Commercial,Red Meat
Feb-1983,1983,2,Million Pounds,1021.0,Pork,Commercial,Red Meat
Jan-1983,1983,1,Million Pounds,1159.0,Pork,Commercial,Red Meat
Dec-1982,1982,12,Million Pounds,3638.0,Pork,Commercial,Red Meat
Nov-1982,1982,11,Million Pounds,,Pork,Commercial,Red Meat
Oct-1982,1982,10,Million Pounds,,Pork,Commercial,Red Meat
Sep-1982,1982,9,Million Pounds,3240.0,Pork,Commercial,Red Meat
Aug-1982,1982,8,Million Pounds,,Pork,Commercial,Red Meat
Jul-1982,1982,7,Million Pounds,,Pork,Commercial,Red Meat
Jun-1982,1982,6,Million Pounds,3550.0,Pork,Commercial,Red Meat
May-1982,1982,5,Million Pounds,,Pork,Commercial,Red Meat
Apr-1982,1982,4,Million Pounds,,Pork,Commercial,Red Meat
Mar-1982,1982,3,Million Pounds,3693.0,Pork,Commercial,Red Meat
Feb-1982,1982,2,Million Pounds,,Pork,Commercial,Red Meat
Jan-1982,1982,1,Million Pounds,,Pork,Commercial,Red Meat
Dec-1981,1981,12,Million Pounds,1445.0,Pork,Commercial,Red Meat
Nov-1981,1981,11,Million Pounds,1319.0,Pork,Commercial,Red Meat
Oct-1981,1981,10,Million Pounds,1391.0,Pork,Commercial,Red Meat
Sep-1981,1981,9,Million Pounds,1287.0,Pork,Commercial,Red Meat
Aug-1981,1981,8,Million Pounds,1157.0,Pork,Commercial,Red Meat
Jul-1981,1981,7,Million Pounds,1162.0,Pork,Commercial,Red Meat
Jun-1981,1981,6,Million Pounds,1201.0,Pork,Commercial,Red Meat
May-1981,1981,5,Million Pounds,1254.0,Pork,Commercial,Red Meat
Apr-1981,1981,4,Million Pounds,1425.0,Pork,Commercial,Red Meat
Mar-1981,1981,3,Million Pounds,1425.0,Pork,Commercial,Red Meat
Feb-1981,1981,2,Million Pounds,1235.0,Pork,Commercial,Red Meat
Jan-1981,1981,1,Million Pounds,1416.0,Pork,Commercial,Red Meat
Dec-1980,1980,12,Million Pounds,1428.0,Pork,Commercial,Red Meat
Nov-1980,1980,11,Million Pounds,1339.0,Pork,Commercial,Red Meat
Oct-1980,1980,10,Million Pounds,1485.0,Pork,Commercial,Red Meat
Sep-1980,1980,9,Million Pounds,1335.0,Pork,Commercial,Red Meat
Aug-1980,1980,8,Million Pounds,1189.0,Pork,Commercial,Red Meat
Jul-1980,1980,7,Million Pounds,1232.0,Pork,Commercial,Red Meat
Jun-1980,1980,6,Million Pounds,1312.0,Pork,Commercial,Red Meat
May-1980,1980,5,Million Pounds,1471.0,Pork,Commercial,Red Meat
Apr-1980,1980,4,Million Pounds,1516.0,Pork,Commercial,Red Meat
Mar-1980,1980,3,Million Pounds,1388.0,Pork,Commercial,Red Meat
Feb-1980,1980,2,Million Pounds,1288.0,Pork,Commercial,Red Meat
Jan-1980,1980,1,Million Pounds,1450.0,Pork,Commercial,Red Meat
Dec-1979,1979,12,Million Pounds,1326.0,Pork,Commercial,Red Meat
Nov-1979,1979,11,Million Pounds,1470.0,Pork,Commercial,Red Meat
Oct-1979,1979,10,Million Pounds,1551.0,Pork,Commercial,Red Meat
Sep-1979,1979,9,Million Pounds,1204.0,Pork,Commercial,Red Meat
Aug-1979,1979,8,Million Pounds,1351.0,Pork,Commercial,Red Meat
Jul-1979,1979,7,Million Pounds,1220.0,Pork,Commercial,Red Meat
Jun-1979,1979,6,Million Pounds,1211.0,Pork,Commercial,Red Meat
May-1979,1979,5,Million Pounds,1307.0,Pork,Commercial,Red Meat
Apr-1979,1979,4,Million Pounds,1236.0,Pork,Commercial,Red Meat
Mar-1979,1979,3,Million Pounds,1249.0,Pork,Commercial,Red Meat
Feb-1979,1979,2,Million Pounds,1000.0,Pork,Commercial,Red Meat
Jan-1979,1979,1,Million Pounds,1146.0,Pork,Commercial,Red Meat
Dec-1978,1978,12,Million Pounds,1129.0,Pork,Commercial,Red Meat
Nov-1978,1978,11,Million Pounds,1236.0,Pork,Commercial,Red Meat
Oct-1978,1978,10,Million Pounds,1176.0,Pork,Commercial,Red Meat
Sep-1978,1978,9,Million Pounds,1095.0,Pork,Commercial,Red Meat
Aug-1978,1978,8,Million Pounds,1101.0,Pork,Commercial,Red Meat
Jul-1978,1978,7,Million Pounds,964.0,Pork,Commercial,Red Meat
Jun-1978,1978,6,Million Pounds,1047.0,Pork,Commercial,Red Meat
May-1978,1978,5,Million Pounds,1125.0,Pork,Commercial,Red Meat
Apr-1978,1978,4,Million Pounds,1093.0,Pork,Commercial,Red Meat
Mar-1978,1978,3,Million Pounds,1179.0,Pork,Commercial,Red Meat
Feb-1978,1978,2,Million Pounds,1013.0,Pork,Commercial,Red Meat
Jan-1978,1978,1,Million Pounds,1051.0,Pork,Commercial,Red Meat
Dec-1977,1977,12,Million Pounds,1108.0,Pork,Commercial,Red Meat
Nov-1977,1977,11,Million Pounds,1241.0,Pork,Commercial,Red Meat
Oct-1977,1977,10,Million Pounds,1151.0,Pork,Commercial,Red Meat
Sep-1977,1977,9,Million Pounds,1130.0,Pork,Commercial,Red Meat
Aug-1977,1977,8,Million Pounds,1074.0,Pork,Commercial,Red Meat
Jul-1977,1977,7,Million Pounds,869.0,Pork,Commercial,Red Meat
Jun-1977,1977,6,Million Pounds,1022.0,Pork,Commercial,Red Meat
May-1977,1977,5,Million Pounds,1044.0,Pork,Commercial,Red Meat
Apr-1977,1977,4,Million Pounds,1119.0,Pork,Commercial,Red Meat
Mar-1977,1977,3,Million Pounds,1257.0,Pork,Commercial,Red Meat
Feb-1977,1977,2,Million Pounds,1013.0,Pork,Commercial,Red Meat
Jan-1977,1977,1,Million Pounds,1024.0,Pork,Commercial,Red Meat
Dec-1976,1976,12,Million Pounds,1146.0,Pork,Commercial,Red Meat
Nov-1976,1976,11,Million Pounds,1255.0,Pork,Commercial,Red Meat
Oct-1976,1976,10,Million Pounds,1188.0,Pork,Commercial,Red Meat
Sep-1976,1976,9,Million Pounds,1084.0,Pork,Commercial,Red Meat
Aug-1976,1976,8,Million Pounds,1020.0,Pork,Commercial,Red Meat
Jul-1976,1976,7,Million Pounds,847.0,Pork,Commercial,Red Meat
Jun-1976,1976,6,Million Pounds,899.0,Pork,Commercial,Red Meat
May-1976,1976,5,Million Pounds,880.0,Pork,Commercial,Red Meat
Apr-1976,1976,4,Million Pounds,1003.0,Pork,Commercial,Red Meat
Mar-1976,1976,3,Million Pounds,1093.0,Pork,Commercial,Red Meat
Feb-1976,1976,2,Million Pounds,850.0,Pork,Commercial,Red Meat
Jan-1976,1976,1,Million Pounds,953.0,Pork,Commercial,Red Meat
Dec-1975,1975,12,Million Pounds,996.0,Pork,Commercial,Red Meat
Nov-1975,1975,11,Million Pounds,904.0,Pork,Commercial,Red Meat
Oct-1975,1975,10,Million Pounds,936.0,Pork,Commercial,Red Meat
Sep-1975,1975,9,Million Pounds,901.0,Pork,Commercial,Red Meat
Aug-1975,1975,8,Million Pounds,794.0,Pork,Commercial,Red Meat
Jul-1975,1975,7,Million Pounds,817.0,Pork,Commercial,Red Meat
Jun-1975,1975,6,Million Pounds,889.0,Pork,Commercial,Red Meat
May-1975,1975,5,Million Pounds,934.0,Pork,Commercial,Red Meat
Apr-1975,1975,4,Million Pounds,1100.0,Pork,Commercial,Red Meat
Mar-1975,1975,3,Million Pounds,976.0,Pork,Commercial,Red Meat
Feb-1975,1975,2,Million Pounds,954.0,Pork,Commercial,Red Meat
Jan-1975,1975,1,Million Pounds,1114.0,Pork,Commercial,Red Meat
Dec-1974,1974,12,Million Pounds,1091.0,Pork,Commercial,Red Meat
Nov-1974,1974,11,Million Pounds,1123.0,Pork,Commercial,Red Meat
Oct-1974,1974,10,Million Pounds,1217.0,Pork,Commercial,Red Meat
Sep-1974,1974,9,Million Pounds,1127.0,Pork,Commercial,Red Meat
Aug-1974,1974,8,Million Pounds,1100.0,Pork,Commercial,Red Meat
Jul-1974,1974,7,Million Pounds,1015.0,Pork,Commercial,Red Meat
Jun-1974,1974,6,Million Pounds,1050.0,Pork,Commercial,Red Meat
May-1974,1974,5,Million Pounds,1256.0,Pork,Commercial,Red Meat
Apr-1974,1974,4,Million Pounds,1225.0,Pork,Commercial,Red Meat
Mar-1974,1974,3,Million Pounds,1167.0,Pork,Commercial,Red Meat
Feb-1974,1974,2,Million Pounds,999.0,Pork,Commercial,Red Meat
Jan-1974,1974,1,Million Pounds,1212.0,Pork,Commercial,Red Meat
Dec-1973,1973,12,Million Pounds,1058.0,Pork,Commercial,Red Meat
Nov-1973,1973,11,Million Pounds,1137.0,Pork,Commercial,Red Meat
Oct-1973,1973,10,Million Pounds,1152.0,Pork,Commercial,Red Meat
Sep-1973,1973,9,Million Pounds,929.0,Pork,Commercial,Red Meat
Aug-1973,1973,8,Million Pounds,973.0,Pork,Commercial,Red Meat
Jul-1973,1973,7,Million Pounds,889.0,Pork,Commercial,Red Meat
Jun-1973,1973,6,Million Pounds,995.0,Pork,Commercial,Red Meat
May-1973,1973,5,Million Pounds,1150.0,Pork,Commercial,Red Meat
Apr-1973,1973,4,Million Pounds,1033.0,Pork,Commercial,Red Meat
Mar-1973,1973,3,Million Pounds,1134.0,Pork,Commercial,Red Meat
Feb-1973,1973,2,Million Pounds,979.0,Pork,Commercial,Red Meat
Jan-1973,1973,1,Million Pounds,1149.0,Pork,Commercial,Red Meat
Dec-1972,1972,12,Million Pounds,1087.0,Pork,Commercial,Red Meat
Nov-1972,1972,11,Million Pounds,1218.0,Pork,Commercial,Red Meat
Oct-1972,1972,10,Million Pounds,1202.0,Pork,Commercial,Red Meat
Sep-1972,1972,9,Million Pounds,1073.0,Pork,Commercial,Red Meat
Aug-1972,1972,8,Million Pounds,1089.0,Pork,Commercial,Red Meat
Jul-1972,1972,7,Million Pounds,902.0,Pork,Commercial,Red Meat
Jun-1972,1972,6,Million Pounds,1087.0,Pork,Commercial,Red Meat
May-1972,1972,5,Million Pounds,1160.0,Pork,Commercial,Red Meat
Apr-1972,1972,4,Million Pounds,1139.0,Pork,Commercial,Red Meat
Mar-1972,1972,3,Million Pounds,1320.0,Pork,Commercial,Red Meat
Feb-1972,1972,2,Million Pounds,1078.0,Pork,Commercial,Red Meat
Jan-1972,1972,1,Million Pounds,1105.0,Pork,Commercial,Red Meat
Dec-1971,1971,12,Million Pounds,1307.0,Pork,Commercial,Red Meat
Nov-1971,1971,11,Million Pounds,1296.0,Pork,Commercial,Red Meat
Oct-1971,1971,10,Million Pounds,1213.0,Pork,Commercial,Red Meat
Sep-1971,1971,9,Million Pounds,1234.0,Pork,Commercial,Red Meat
Aug-1971,1971,8,Million Pounds,1150.0,Pork,Commercial,Red Meat
Jul-1971,1971,7,Million Pounds,1057.0,Pork,Commercial,Red Meat
Jun-1971,1971,6,Million Pounds,1197.0,Pork,Commercial,Red Meat
May-1971,1971,5,Million Pounds,1188.0,Pork,Commercial,Red Meat
Apr-1971,1971,4,Million Pounds,1293.0,Pork,Commercial,Red Meat
Mar-1971,1971,3,Million Pounds,1333.0,Pork,Commercial,Red Meat
Feb-1971,1971,2,Million Pounds,1073.0,Pork,Commercial,Red Meat
Jan-1971,1971,1,Million Pounds,1265.0,Pork,Commercial,Red Meat
Dec-1970,1970,12,Million Pounds,1372.0,Pork,Commercial,Red Meat
Nov-1970,1970,11,Million Pounds,1255.0,Pork,Commercial,Red Meat
Oct-1970,1970,10,Million Pounds,1278.0,Pork,Commercial,Red Meat
Sep-1970,1970,9,Million Pounds,1156.0,Pork,Commercial,Red Meat
Aug-1970,1970,8,Million Pounds,1008.0,Pork,Commercial,Red Meat
Jul-1970,1970,7,Million Pounds,990.0,Pork,Commercial,Red Meat
Jun-1970,1970,6,Million Pounds,981.0,Pork,Commercial,Red Meat
May-1970,1970,5,Million Pounds,1015.0,Pork,Commercial,Red Meat
Apr-1970,1970,4,Million Pounds,1137.0,Pork,Commercial,Red Meat
Mar-1970,1970,3,Million Pounds,1076.0,Pork,Commercial,Red Meat
Feb-1970,1970,2,Million Pounds,929.0,Pork,Commercial,Red Meat
Jan-1970,1970,1,Million Pounds,1051.0,Pork,Commercial,Red Meat
Dec-1969,1969,12,Million Pounds,1109.0,Pork,Commercial,Red Meat
Nov-1969,1969,11,Million Pounds,1003.0,Pork,Commercial,Red Meat
Oct-1969,1969,10,Million Pounds,1188.0,Pork,Commercial,Red Meat
Sep-1969,1969,9,Million Pounds,1073.0,Pork,Commercial,Red Meat
Aug-1969,1969,8,Million Pounds,943.0,Pork,Commercial,Red Meat
Jul-1969,1969,7,Million Pounds,970.0,Pork,Commercial,Red Meat
Jun-1969,1969,6,Million Pounds,964.0,Pork,Commercial,Red Meat
May-1969,1969,5,Million Pounds,1028.0,Pork,Commercial,Red Meat
Apr-1969,1969,4,Million Pounds,1145.0,Pork,Commercial,Red Meat
Mar-1969,1969,3,Million Pounds,1131.0,Pork,Commercial,Red Meat
Feb-1969,1969,2,Million Pounds,1050.0,Pork,Commercial,Red Meat
Jan-1969,1969,1,Million Pounds,1170.0,Pork,Commercial,Red Meat
Dec-1968,1968,12,Million Pounds,1162.0,Pork,Commercial,Red Meat
Nov-1968,1968,11,Million Pounds,1143.0,Pork,Commercial,Red Meat
Oct-1968,1968,10,Million Pounds,1249.0,Pork,Commercial,Red Meat
Sep-1968,1968,9,Million Pounds,1059.0,Pork,Commercial,Red Meat
Aug-1968,1968,8,Million Pounds,996.0,Pork,Commercial,Red Meat
Jul-1968,1968,7,Million Pounds,943.0,Pork,Commercial,Red Meat
Jun-1968,1968,6,Million Pounds,895.0,Pork,Commercial,Red Meat
May-1968,1968,5,Million Pounds,1110.0,Pork,Commercial,Red Meat
Apr-1968,1968,4,Million Pounds,1113.0,Pork,Commercial,Red Meat
Mar-1968,1968,3,Million Pounds,1060.0,Pork,Commercial,Red Meat
Feb-1968,1968,2,Million Pounds,986.0,Pork,Commercial,Red Meat
Jan-1968,1968,1,Million Pounds,1150.0,Pork,Commercial,Red Meat
Dec-1967,1967,12,Million Pounds,1095.0,Pork,Commercial,Red Meat
Nov-1967,1967,11,Million Pounds,1142.0,Pork,Commercial,Red Meat
Oct-1967,1967,10,Million Pounds,1154.0,Pork,Commercial,Red Meat
Sep-1967,1967,9,Million Pounds,1046.0,Pork,Commercial,Red Meat
Aug-1967,1967,8,Million Pounds,1009.0,Pork,Commercial,Red Meat
Jul-1967,1967,7,Million Pounds,838.0,Pork,Commercial,Red Meat
Jun-1967,1967,6,Million Pounds,919.0,Pork,Commercial,Red Meat
May-1967,1967,5,Million Pounds,930.0,Pork,Commercial,Red Meat
Apr-1967,1967,4,Million Pounds,1020.0,Pork,Commercial,Red Meat
Mar-1967,1967,3,Million Pounds,1136.0,Pork,Commercial,Red Meat
Feb-1967,1967,2,Million Pounds,980.0,Pork,Commercial,Red Meat
Jan-1967,1967,1,Million Pounds,1108.0,Pork,Commercial,Red Meat
Dec-1966,1966,12,Million Pounds,1106.0,Pork,Commercial,Red Meat
Nov-1966,1966,11,Million Pounds,1094.0,Pork,Commercial,Red Meat
Oct-1966,1966,10,Million Pounds,1029.0,Pork,Commercial,Red Meat
Sep-1966,1966,9,Million Pounds,991.0,Pork,Commercial,Red Meat
Aug-1966,1966,8,Million Pounds,879.0,Pork,Commercial,Red Meat
Jul-1966,1966,7,Million Pounds,747.0,Pork,Commercial,Red Meat
Jun-1966,1966,6,Million Pounds,841.0,Pork,Commercial,Red Meat
May-1966,1966,5,Million Pounds,875.0,Pork,Commercial,Red Meat
Apr-1966,1966,4,Million Pounds,923.0,Pork,Commercial,Red Meat
Mar-1966,1966,3,Million Pounds,1006.0,Pork,Commercial,Red Meat
Feb-1966,1966,2,Million Pounds,809.0,Pork,Commercial,Red Meat
Jan-1966,1966,1,Million Pounds,830.0,Pork,Commercial,Red Meat
Dec-1965,1965,12,Million Pounds,863.0,Pork,Commercial,Red Meat
Nov-1965,1965,11,Million Pounds,935.0,Pork,Commercial,Red Meat
Oct-1965,1965,10,Million Pounds,920.0,Pork,Commercial,Red Meat
Sep-1965,1965,9,Million Pounds,917.0,Pork,Commercial,Red Meat
Aug-1965,1965,8,Million Pounds,806.0,Pork,Commercial,Red Meat
Jul-1965,1965,7,Million Pounds,755.0,Pork,Commercial,Red Meat
Jun-1965,1965,6,Million Pounds,804.0,Pork,Commercial,Red Meat
May-1965,1965,5,Million Pounds,803.0,Pork,Commercial,Red Meat
Apr-1965,1965,4,Million Pounds,972.0,Pork,Commercial,Red Meat
Mar-1965,1965,3,Million Pounds,1075.0,Pork,Commercial,Red Meat
Feb-1965,1965,2,Million Pounds,872.0,Pork,Commercial,Red Meat
Jan-1965,1965,1,Million Pounds,1014.0,Pork,Commercial,Red Meat
Dec-1964,1964,12,Million Pounds,1118.0,Pork,Commercial,Red Meat
Nov-1964,1964,11,Million Pounds,1106.0,Pork,Commercial,Red Meat
Oct-1964,1964,10,Million Pounds,1140.0,Pork,Commercial,Red Meat
Sep-1964,1964,9,Million Pounds,939.0,Pork,Commercial,Red Meat
Aug-1964,1964,8,Million Pounds,814.0,Pork,Commercial,Red Meat
Jul-1964,1964,7,Million Pounds,853.0,Pork,Commercial,Red Meat
Jun-1964,1964,6,Million Pounds,868.0,Pork,Commercial,Red Meat
May-1964,1964,5,Million Pounds,921.0,Pork,Commercial,Red Meat
Apr-1964,1964,4,Million Pounds,1073.0,Pork,Commercial,Red Meat
Mar-1964,1964,3,Million Pounds,1052.0,Pork,Commercial,Red Meat
Feb-1964,1964,2,Million Pounds,973.0,Pork,Commercial,Red Meat
Jan-1964,1964,1,Million Pounds,1162.0,Pork,Commercial,Red Meat
Dec-1963,1963,12,Million Pounds,1130.0,Pork,Commercial,Red Meat
Nov-1963,1963,11,Million Pounds,1075.0,Pork,Commercial,Red Meat
Oct-1963,1963,10,Million Pounds,1110.0,Pork,Commercial,Red Meat
Sep-1963,1963,9,Million Pounds,954.0,Pork,Commercial,Red Meat
Aug-1963,1963,8,Million Pounds,856.0,Pork,Commercial,Red Meat
Jul-1963,1963,7,Million Pounds,850.0,Pork,Commercial,Red Meat
Jun-1963,1963,6,Million Pounds,824.0,Pork,Commercial,Red Meat
May-1963,1963,5,Million Pounds,986.0,Pork,Commercial,Red Meat
