"","Date","Year","Month","Animal","Weight","Commercial_Or_Federally_Inspected","Live_Or_Dressed","Type_Of_Meat"
"1534","Mar-2019",2019,3,"Sheep and Lambs","137","Commercial","Live","Red Meat"
"1535","Feb-2019",2019,2,"Sheep and Lambs","132","Commercial","Live","Red Meat"
"1536","Jan-2019",2019,1,"Sheep and Lambs","134","Commercial","Live","Red Meat"
"1537","Dec-2018",2018,12,"Sheep and Lambs","131","Commercial","Live","Red Meat"
"1538","Nov-2018",2018,11,"Sheep and Lambs","132","Commercial","Live","Red Meat"
"1539","Oct-2018",2018,10,"Sheep and Lambs","131","Commercial","Live","Red Meat"
"1540","Sep-2018",2018,9,"Sheep and Lambs","132","Commercial","Live","Red Meat"
"1541","Aug-2018",2018,8,"Sheep and Lambs","131","Commercial","Live","Red Meat"
"1542","Jul-2018",2018,7,"Sheep and Lambs","134","Commercial","Live","Red Meat"
"1543","Jun-2018",2018,6,"Sheep and Lambs","137","Commercial","Live","Red Meat"
"1544","May-2018",2018,5,"Sheep and Lambs","136","Commercial","Live","Red Meat"
"1545","Apr-2018",2018,4,"Sheep and Lambs","137","Commercial","Live","Red Meat"
"1546","Mar-2018",2018,3,"Sheep and Lambs","140","Commercial","Live","Red Meat"
"1547","Feb-2018",2018,2,"Sheep and Lambs","143","Commercial","Live","Red Meat"
"1548","Jan-2018",2018,1,"Sheep and Lambs","141","Commercial","Live","Red Meat"
"1549","Dec-2017",2017,12,"Sheep and Lambs","136","Commercial","Live","Red Meat"
"1550","Nov-2017",2017,11,"Sheep and Lambs","132","Commercial","Live","Red Meat"
"1551","Oct-2017",2017,10,"Sheep and Lambs","129","Commercial","Live","Red Meat"
"1552","Sep-2017",2017,9,"Sheep and Lambs","128","Commercial","Live","Red Meat"
"1553","Aug-2017",2017,8,"Sheep and Lambs","132","Commercial","Live","Red Meat"
"1554","Jul-2017",2017,7,"Sheep and Lambs","132","Commercial","Live","Red Meat"
"1555","Jun-2017",2017,6,"Sheep and Lambs","132","Commercial","Live","Red Meat"
"1556","May-2017",2017,5,"Sheep and Lambs","131","Commercial","Live","Red Meat"
"1557","Apr-2017",2017,4,"Sheep and Lambs","128","Commercial","Live","Red Meat"
"1558","Mar-2017",2017,3,"Sheep and Lambs","140","Commercial","Live","Red Meat"
"1559","Feb-2017",2017,2,"Sheep and Lambs","141","Commercial","Live","Red Meat"
"1560","Jan-2017",2017,1,"Sheep and Lambs","138","Commercial","Live","Red Meat"
"1561","Dec-2016",2016,12,"Sheep and Lambs","133","Commercial","Live","Red Meat"
"1562","Nov-2016",2016,11,"Sheep and Lambs","131","Commercial","Live","Red Meat"
"1563","Oct-2016",2016,10,"Sheep and Lambs","128","Commercial","Live","Red Meat"
"1564","Sep-2016",2016,9,"Sheep and Lambs","125","Commercial","Live","Red Meat"
"1565","Aug-2016",2016,8,"Sheep and Lambs","130","Commercial","Live","Red Meat"
"1566","Jul-2016",2016,7,"Sheep and Lambs","134","Commercial","Live","Red Meat"
"1567","Jun-2016",2016,6,"Sheep and Lambs","136","Commercial","Live","Red Meat"
"1568","May-2016",2016,5,"Sheep and Lambs","140","Commercial","Live","Red Meat"
"1569","Apr-2016",2016,4,"Sheep and Lambs","135","Commercial","Live","Red Meat"
"1570","Mar-2016",2016,3,"Sheep and Lambs","138","Commercial","Live","Red Meat"
"1571","Feb-2016",2016,2,"Sheep and Lambs","142","Commercial","Live","Red Meat"
"1572","Jan-2016",2016,1,"Sheep and Lambs","139","Commercial","Live","Red Meat"
"1573","Dec-2015",2015,12,"Sheep and Lambs","132","Commercial","Live","Red Meat"
"1574","Nov-2015",2015,11,"Sheep and Lambs","130","Commercial","Live","Red Meat"
"1575","Oct-2015",2015,10,"Sheep and Lambs","128","Commercial","Live","Red Meat"
"1576","Sep-2015",2015,9,"Sheep and Lambs","128","Commercial","Live","Red Meat"
"1577","Aug-2015",2015,8,"Sheep and Lambs","134","Commercial","Live","Red Meat"
"1578","Jul-2015",2015,7,"Sheep and Lambs","138","Commercial","Live","Red Meat"
"1579","Jun-2015",2015,6,"Sheep and Lambs","138","Commercial","Live","Red Meat"
"1580","May-2015",2015,5,"Sheep and Lambs","141","Commercial","Live","Red Meat"
"1581","Apr-2015",2015,4,"Sheep and Lambs","137","Commercial","Live","Red Meat"
"1582","Mar-2015",2015,3,"Sheep and Lambs","139","Commercial","Live","Red Meat"
"1583","Feb-2015",2015,2,"Sheep and Lambs","141","Commercial","Live","Red Meat"
"1584","Jan-2015",2015,1,"Sheep and Lambs","141","Commercial","Live","Red Meat"
"1585","Dec-2014",2014,12,"Sheep and Lambs","134","Commercial","Live","Red Meat"
"1586","Nov-2014",2014,11,"Sheep and Lambs","133","Commercial","Live","Red Meat"
"1587","Oct-2014",2014,10,"Sheep and Lambs","129","Commercial","Live","Red Meat"
"1588","Sep-2014",2014,9,"Sheep and Lambs","128","Commercial","Live","Red Meat"
"1589","Aug-2014",2014,8,"Sheep and Lambs","129","Commercial","Live","Red Meat"
"1590","Jul-2014",2014,7,"Sheep and Lambs","132","Commercial","Live","Red Meat"
"1591","Jun-2014",2014,6,"Sheep and Lambs","138","Commercial","Live","Red Meat"
"1592","May-2014",2014,5,"Sheep and Lambs","143","Commercial","Live","Red Meat"
"1593","Apr-2014",2014,4,"Sheep and Lambs","137","Commercial","Live","Red Meat"
"1594","Mar-2014",2014,3,"Sheep and Lambs","139","Commercial","Live","Red Meat"
"1595","Feb-2014",2014,2,"Sheep and Lambs","138","Commercial","Live","Red Meat"
"1596","Jan-2014",2014,1,"Sheep and Lambs","137","Commercial","Live","Red Meat"
"1597","Dec-2013",2013,12,"Sheep and Lambs","131","Commercial","Live","Red Meat"
"1598","Nov-2013",2013,11,"Sheep and Lambs","128","Commercial","Live","Red Meat"
"1599","Oct-2013",2013,10,"Sheep and Lambs","126","Commercial","Live","Red Meat"
"1600","Sep-2013",2013,9,"Sheep and Lambs","126","Commercial","Live","Red Meat"
"1601","Aug-2013",2013,8,"Sheep and Lambs","133","Commercial","Live","Red Meat"
"1602","Jul-2013",2013,7,"Sheep and Lambs","133","Commercial","Live","Red Meat"
"1603","Jun-2013",2013,6,"Sheep and Lambs","139","Commercial","Live","Red Meat"
"1604","May-2013",2013,5,"Sheep and Lambs","139","Commercial","Live","Red Meat"
"1605","Apr-2013",2013,4,"Sheep and Lambs","140","Commercial","Live","Red Meat"
"1606","Mar-2013",2013,3,"Sheep and Lambs","140","Commercial","Live","Red Meat"
"1607","Feb-2013",2013,2,"Sheep and Lambs","142","Commercial","Live","Red Meat"
"1608","Jan-2013",2013,1,"Sheep and Lambs","140","Commercial","Live","Red Meat"
"1609","Dec-2012",2012,12,"Sheep and Lambs","135","Commercial","Live","Red Meat"
"1610","Nov-2012",2012,11,"Sheep and Lambs","137","Commercial","Live","Red Meat"
"1611","Oct-2012",2012,10,"Sheep and Lambs","137","Commercial","Live","Red Meat"
"1612","Sep-2012",2012,9,"Sheep and Lambs","145","Commercial","Live","Red Meat"
"1613","Aug-2012",2012,8,"Sheep and Lambs","142","Commercial","Live","Red Meat"
"1614","Jul-2012",2012,7,"Sheep and Lambs","140","Commercial","Live","Red Meat"
"1615","Jun-2012",2012,6,"Sheep and Lambs","147","Commercial","Live","Red Meat"
"1616","May-2012",2012,5,"Sheep and Lambs","151","Commercial","Live","Red Meat"
"1617","Apr-2012",2012,4,"Sheep and Lambs","142","Commercial","Live","Red Meat"
"1618","Mar-2012",2012,3,"Sheep and Lambs","149","Commercial","Live","Red Meat"
"1619","Feb-2012",2012,2,"Sheep and Lambs","149","Commercial","Live","Red Meat"
"1620","Jan-2012",2012,1,"Sheep and Lambs","147","Commercial","Live","Red Meat"
"1621","Dec-2011",2011,12,"Sheep and Lambs","139","Commercial","Live","Red Meat"
"1622","Nov-2011",2011,11,"Sheep and Lambs","135","Commercial","Live","Red Meat"
"1623","Oct-2011",2011,10,"Sheep and Lambs","134","Commercial","Live","Red Meat"
"1624","Sep-2011",2011,9,"Sheep and Lambs","134","Commercial","Live","Red Meat"
"1625","Aug-2011",2011,8,"Sheep and Lambs","132","Commercial","Live","Red Meat"
"1626","Jul-2011",2011,7,"Sheep and Lambs","133","Commercial","Live","Red Meat"
"1627","Jun-2011",2011,6,"Sheep and Lambs","137","Commercial","Live","Red Meat"
"1628","May-2011",2011,5,"Sheep and Lambs","143","Commercial","Live","Red Meat"
"1629","Apr-2011",2011,4,"Sheep and Lambs","138","Commercial","Live","Red Meat"
"1630","Mar-2011",2011,3,"Sheep and Lambs","146","Commercial","Live","Red Meat"
"1631","Feb-2011",2011,2,"Sheep and Lambs","141","Commercial","Live","Red Meat"
"1632","Jan-2011",2011,1,"Sheep and Lambs","139","Commercial","Live","Red Meat"
"1633","Dec-2010",2010,12,"Sheep and Lambs","138","Commercial","Live","Red Meat"
"1634","Nov-2010",2010,11,"Sheep and Lambs","131","Commercial","Live","Red Meat"
"1635","Oct-2010",2010,10,"Sheep and Lambs","130","Commercial","Live","Red Meat"
"1636","Sep-2010",2010,9,"Sheep and Lambs","129","Commercial","Live","Red Meat"
"1637","Aug-2010",2010,8,"Sheep and Lambs","126","Commercial","Live","Red Meat"
"1638","Jul-2010",2010,7,"Sheep and Lambs","130","Commercial","Live","Red Meat"
"1639","Jun-2010",2010,6,"Sheep and Lambs","134","Commercial","Live","Red Meat"
"1640","May-2010",2010,5,"Sheep and Lambs","139","Commercial","Live","Red Meat"
"1641","Apr-2010",2010,4,"Sheep and Lambs","136","Commercial","Live","Red Meat"
"1642","Mar-2010",2010,3,"Sheep and Lambs","135","Commercial","Live","Red Meat"
"1643","Feb-2010",2010,2,"Sheep and Lambs","140","Commercial","Live","Red Meat"
"1644","Jan-2010",2010,1,"Sheep and Lambs","138","Commercial","Live","Red Meat"
"1645","Dec-2009",2009,12,"Sheep and Lambs","136","Commercial","Live","Red Meat"
"1646","Nov-2009",2009,11,"Sheep and Lambs","131","Commercial","Live","Red Meat"
"1647","Oct-2009",2009,10,"Sheep and Lambs","131","Commercial","Live","Red Meat"
"1648","Sep-2009",2009,9,"Sheep and Lambs","130","Commercial","Live","Red Meat"
"1649","Aug-2009",2009,8,"Sheep and Lambs","131","Commercial","Live","Red Meat"
"1650","Jul-2009",2009,7,"Sheep and Lambs","135","Commercial","Live","Red Meat"
"1651","Jun-2009",2009,6,"Sheep and Lambs","137","Commercial","Live","Red Meat"
"1652","May-2009",2009,5,"Sheep and Lambs","141","Commercial","Live","Red Meat"
"1653","Apr-2009",2009,4,"Sheep and Lambs","135","Commercial","Live","Red Meat"
"1654","Mar-2009",2009,3,"Sheep and Lambs","143","Commercial","Live","Red Meat"
"1655","Feb-2009",2009,2,"Sheep and Lambs","142","Commercial","Live","Red Meat"
"1656","Jan-2009",2009,1,"Sheep and Lambs","141","Commercial","Live","Red Meat"
"1657","Dec-2008",2008,12,"Sheep and Lambs","134","Commercial","Live","Red Meat"
"1658","Nov-2008",2008,11,"Sheep and Lambs","134","Commercial","Live","Red Meat"
"1659","Oct-2008",2008,10,"Sheep and Lambs","133","Commercial","Live","Red Meat"
"1660","Sep-2008",2008,9,"Sheep and Lambs","129","Commercial","Live","Red Meat"
"1661","Aug-2008",2008,8,"Sheep and Lambs","132","Commercial","Live","Red Meat"
"1662","Jul-2008",2008,7,"Sheep and Lambs","132","Commercial","Live","Red Meat"
"1663","Jun-2008",2008,6,"Sheep and Lambs","137","Commercial","Live","Red Meat"
"1664","May-2008",2008,5,"Sheep and Lambs","146","Commercial","Live","Red Meat"
"1665","Apr-2008",2008,4,"Sheep and Lambs","138","Commercial","Live","Red Meat"
"1666","Mar-2008",2008,3,"Sheep and Lambs","139","Commercial","Live","Red Meat"
"1667","Feb-2008",2008,2,"Sheep and Lambs","142","Commercial","Live","Red Meat"
"1668","Jan-2008",2008,1,"Sheep and Lambs","139","Commercial","Live","Red Meat"
"1669","Dec-2007",2007,12,"Sheep and Lambs","135","Commercial","Live","Red Meat"
"1670","Nov-2007",2007,11,"Sheep and Lambs","136","Commercial","Live","Red Meat"
"1671","Oct-2007",2007,10,"Sheep and Lambs","132","Commercial","Live","Red Meat"
"1672","Sep-2007",2007,9,"Sheep and Lambs","128","Commercial","Live","Red Meat"
"1673","Aug-2007",2007,8,"Sheep and Lambs","129","Commercial","Live","Red Meat"
"1674","Jul-2007",2007,7,"Sheep and Lambs","131","Commercial","Live","Red Meat"
"1675","Jun-2007",2007,6,"Sheep and Lambs","137","Commercial","Live","Red Meat"
"1676","May-2007",2007,5,"Sheep and Lambs","142","Commercial","Live","Red Meat"
"1677","Apr-2007",2007,4,"Sheep and Lambs","138","Commercial","Live","Red Meat"
"1678","Mar-2007",2007,3,"Sheep and Lambs","140","Commercial","Live","Red Meat"
"1679","Feb-2007",2007,2,"Sheep and Lambs","140","Commercial","Live","Red Meat"
"1680","Jan-2007",2007,1,"Sheep and Lambs","140","Commercial","Live","Red Meat"
"1681","Dec-2006",2006,12,"Sheep and Lambs","136","Commercial","Live","Red Meat"
"1682","Nov-2006",2006,11,"Sheep and Lambs","137","Commercial","Live","Red Meat"
"1683","Oct-2006",2006,10,"Sheep and Lambs","131","Commercial","Live","Red Meat"
"1684","Sep-2006",2006,9,"Sheep and Lambs","129","Commercial","Live","Red Meat"
"1685","Aug-2006",2006,8,"Sheep and Lambs","129","Commercial","Live","Red Meat"
"1686","Jul-2006",2006,7,"Sheep and Lambs","130","Commercial","Live","Red Meat"
"1687","Jun-2006",2006,6,"Sheep and Lambs","135","Commercial","Live","Red Meat"
"1688","May-2006",2006,5,"Sheep and Lambs","142","Commercial","Live","Red Meat"
"1689","Apr-2006",2006,4,"Sheep and Lambs","136","Commercial","Live","Red Meat"
"1690","Mar-2006",2006,3,"Sheep and Lambs","145","Commercial","Live","Red Meat"
"1691","Feb-2006",2006,2,"Sheep and Lambs","144","Commercial","Live","Red Meat"
"1692","Jan-2006",2006,1,"Sheep and Lambs","143","Commercial","Live","Red Meat"
"1693","Dec-2005",2005,12,"Sheep and Lambs","143","Commercial","Live","Red Meat"
"1694","Nov-2005",2005,11,"Sheep and Lambs","140","Commercial","Live","Red Meat"
"1695","Oct-2005",2005,10,"Sheep and Lambs","138","Commercial","Live","Red Meat"
"1696","Sep-2005",2005,9,"Sheep and Lambs","135","Commercial","Live","Red Meat"
"1697","Aug-2005",2005,8,"Sheep and Lambs","134","Commercial","Live","Red Meat"
"1698","Jul-2005",2005,7,"Sheep and Lambs","134","Commercial","Live","Red Meat"
"1699","Jun-2005",2005,6,"Sheep and Lambs","138","Commercial","Live","Red Meat"
"1700","May-2005",2005,5,"Sheep and Lambs","143","Commercial","Live","Red Meat"
"1701","Apr-2005",2005,4,"Sheep and Lambs","141","Commercial","Live","Red Meat"
"1702","Mar-2005",2005,3,"Sheep and Lambs","139","Commercial","Live","Red Meat"
"1703","Feb-2005",2005,2,"Sheep and Lambs","140","Commercial","Live","Red Meat"
"1704","Jan-2005",2005,1,"Sheep and Lambs","138","Commercial","Live","Red Meat"
"1705","Dec-2004",2004,12,"Sheep and Lambs","140","Commercial","Live","Red Meat"
"1706","Nov-2004",2004,11,"Sheep and Lambs","136","Commercial","Live","Red Meat"
"1707","Oct-2004",2004,10,"Sheep and Lambs","135","Commercial","Live","Red Meat"
"1708","Sep-2004",2004,9,"Sheep and Lambs","133","Commercial","Live","Red Meat"
"1709","Aug-2004",2004,8,"Sheep and Lambs","130","Commercial","Live","Red Meat"
"1710","Jul-2004",2004,7,"Sheep and Lambs","128","Commercial","Live","Red Meat"
"1711","Jun-2004",2004,6,"Sheep and Lambs","134","Commercial","Live","Red Meat"
"1712","May-2004",2004,5,"Sheep and Lambs","138","Commercial","Live","Red Meat"
"1713","Apr-2004",2004,4,"Sheep and Lambs","136","Commercial","Live","Red Meat"
"1714","Mar-2004",2004,3,"Sheep and Lambs","144","Commercial","Live","Red Meat"
"1715","Feb-2004",2004,2,"Sheep and Lambs","139","Commercial","Live","Red Meat"
"1716","Jan-2004",2004,1,"Sheep and Lambs","141","Commercial","Live","Red Meat"
"1717","Dec-2003",2003,12,"Sheep and Lambs","137","Commercial","Live","Red Meat"
"1718","Nov-2003",2003,11,"Sheep and Lambs","138","Commercial","Live","Red Meat"
"1719","Oct-2003",2003,10,"Sheep and Lambs","134","Commercial","Live","Red Meat"
"1720","Sep-2003",2003,9,"Sheep and Lambs","131","Commercial","Live","Red Meat"
"1721","Aug-2003",2003,8,"Sheep and Lambs","129","Commercial","Live","Red Meat"
"1722","Jul-2003",2003,7,"Sheep and Lambs","131","Commercial","Live","Red Meat"
"1723","Jun-2003",2003,6,"Sheep and Lambs","132","Commercial","Live","Red Meat"
"1724","May-2003",2003,5,"Sheep and Lambs","137","Commercial","Live","Red Meat"
"1725","Apr-2003",2003,4,"Sheep and Lambs","131","Commercial","Live","Red Meat"
"1726","Mar-2003",2003,3,"Sheep and Lambs","138","Commercial","Live","Red Meat"
"1727","Feb-2003",2003,2,"Sheep and Lambs","133","Commercial","Live","Red Meat"
"1728","Jan-2003",2003,1,"Sheep and Lambs","133","Commercial","Live","Red Meat"
"1729","Dec-2002",2002,12,"Sheep and Lambs","133","Commercial","Live","Red Meat"
"1730","Nov-2002",2002,11,"Sheep and Lambs","132","Commercial","Live","Red Meat"
"1731","Oct-2002",2002,10,"Sheep and Lambs","132","Commercial","Live","Red Meat"
"1732","Sep-2002",2002,9,"Sheep and Lambs","128","Commercial","Live","Red Meat"
"1733","Aug-2002",2002,8,"Sheep and Lambs","126","Commercial","Live","Red Meat"
"1734","Jul-2002",2002,7,"Sheep and Lambs","126","Commercial","Live","Red Meat"
"1735","Jun-2002",2002,6,"Sheep and Lambs","131","Commercial","Live","Red Meat"
"1736","May-2002",2002,5,"Sheep and Lambs","137","Commercial","Live","Red Meat"
"1737","Apr-2002",2002,4,"Sheep and Lambs","137","Commercial","Live","Red Meat"
"1738","Mar-2002",2002,3,"Sheep and Lambs","138","Commercial","Live","Red Meat"
"1739","Feb-2002",2002,2,"Sheep and Lambs","137","Commercial","Live","Red Meat"
"1740","Jan-2002",2002,1,"Sheep and Lambs","139","Commercial","Live","Red Meat"
"1741","Dec-2001",2001,12,"Sheep and Lambs","138","Commercial","Live","Red Meat"
"1742","Nov-2001",2001,11,"Sheep and Lambs","138","Commercial","Live","Red Meat"
"1743","Oct-2001",2001,10,"Sheep and Lambs","137","Commercial","Live","Red Meat"
"1744","Sep-2001",2001,9,"Sheep and Lambs","135","Commercial","Live","Red Meat"
"1745","Aug-2001",2001,8,"Sheep and Lambs","137","Commercial","Live","Red Meat"
"1746","Jul-2001",2001,7,"Sheep and Lambs","140","Commercial","Live","Red Meat"
"1747","Jun-2001",2001,6,"Sheep and Lambs","141","Commercial","Live","Red Meat"
"1748","May-2001",2001,5,"Sheep and Lambs","141","Commercial","Live","Red Meat"
"1749","Apr-2001",2001,4,"Sheep and Lambs","140","Commercial","Live","Red Meat"
"1750","Mar-2001",2001,3,"Sheep and Lambs","143","Commercial","Live","Red Meat"
"1751","Feb-2001",2001,2,"Sheep and Lambs","143","Commercial","Live","Red Meat"
"1752","Jan-2001",2001,1,"Sheep and Lambs","143","Commercial","Live","Red Meat"
"1753","Dec-2000",2000,12,"Sheep and Lambs","140","Commercial","Live","Red Meat"
"1754","Nov-2000",2000,11,"Sheep and Lambs","138","Commercial","Live","Red Meat"
"1755","Oct-2000",2000,10,"Sheep and Lambs","134","Commercial","Live","Red Meat"
"1756","Sep-2000",2000,9,"Sheep and Lambs","130","Commercial","Live","Red Meat"
"1757","Aug-2000",2000,8,"Sheep and Lambs","128","Commercial","Live","Red Meat"
"1758","Jul-2000",2000,7,"Sheep and Lambs","130","Commercial","Live","Red Meat"
"1759","Jun-2000",2000,6,"Sheep and Lambs","133","Commercial","Live","Red Meat"
"1760","May-2000",2000,5,"Sheep and Lambs","135","Commercial","Live","Red Meat"
"1761","Apr-2000",2000,4,"Sheep and Lambs","136","Commercial","Live","Red Meat"
"1762","Mar-2000",2000,3,"Sheep and Lambs","140","Commercial","Live","Red Meat"
"1763","Feb-2000",2000,2,"Sheep and Lambs","138","Commercial","Live","Red Meat"
"1764","Jan-2000",2000,1,"Sheep and Lambs","137","Commercial","Live","Red Meat"
"1765","Dec-1999",1999,12,"Sheep and Lambs","135","Commercial","Live","Red Meat"
"1766","Nov-1999",1999,11,"Sheep and Lambs","132","Commercial","Live","Red Meat"
"1767","Oct-1999",1999,10,"Sheep and Lambs","130","Commercial","Live","Red Meat"
"1768","Sep-1999",1999,9,"Sheep and Lambs","127","Commercial","Live","Red Meat"
"1769","Aug-1999",1999,8,"Sheep and Lambs","127","Commercial","Live","Red Meat"
"1770","Jul-1999",1999,7,"Sheep and Lambs","132","Commercial","Live","Red Meat"
"1771","Jun-1999",1999,6,"Sheep and Lambs","130","Commercial","Live","Red Meat"
"1772","May-1999",1999,5,"Sheep and Lambs","135","Commercial","Live","Red Meat"
"1773","Apr-1999",1999,4,"Sheep and Lambs","136","Commercial","Live","Red Meat"
"1774","Mar-1999",1999,3,"Sheep and Lambs","137","Commercial","Live","Red Meat"
"1775","Feb-1999",1999,2,"Sheep and Lambs","135","Commercial","Live","Red Meat"
"1776","Jan-1999",1999,1,"Sheep and Lambs","134","Commercial","Live","Red Meat"
"1777","Dec-1998",1998,12,"Sheep and Lambs","132","Commercial","Live","Red Meat"
"1778","Nov-1998",1998,11,"Sheep and Lambs","130","Commercial","Live","Red Meat"
"1779","Oct-1998",1998,10,"Sheep and Lambs","127","Commercial","Live","Red Meat"
"1780","Sep-1998",1998,9,"Sheep and Lambs","125","Commercial","Live","Red Meat"
"1781","Aug-1998",1998,8,"Sheep and Lambs","123","Commercial","Live","Red Meat"
"1782","Jul-1998",1998,7,"Sheep and Lambs","128","Commercial","Live","Red Meat"
"1783","Jun-1998",1998,6,"Sheep and Lambs","134","Commercial","Live","Red Meat"
"1784","May-1998",1998,5,"Sheep and Lambs","139","Commercial","Live","Red Meat"
