"","Date","Year","Month","Animal","Count","Commercial_Or_Federally_Inspected","Type_Of_Meat"
"5041","Oct-2014","2014","10","Boars and Stags",32200,"Commercial","Red Meat"
"5042","Sep-2014","2014","9","Boars and Stags",28600,"Commercial","Red Meat"
"5043","Aug-2014","2014","8","Boars and Stags",28500,"Commercial","Red Meat"
"5044","Jul-2014","2014","7","Boars and Stags",29600,"Commercial","Red Meat"
"5045","Jun-2014","2014","6","Boars and Stags",26300,"Commercial","Red Meat"
"5046","May-2014","2014","5","Boars and Stags",26600,"Commercial","Red Meat"
"5047","Apr-2014","2014","4","Boars and Stags",30200,"Commercial","Red Meat"
"5048","Mar-2014","2014","3","Boars and Stags",29700,"Commercial","Red Meat"
"5049","Feb-2014","2014","2","Boars and Stags",26300,"Commercial","Red Meat"
"5050","Jan-2014","2014","1","Boars and Stags",27700,"Commercial","Red Meat"
"5051","Dec-2013","2013","12","Boars and Stags",28500,"Commercial","Red Meat"
"5052","Nov-2013","2013","11","Boars and Stags",27200,"Commercial","Red Meat"
"5053","Oct-2013","2013","10","Boars and Stags",30200,"Commercial","Red Meat"
"5054","Sep-2013","2013","9","Boars and Stags",26200,"Commercial","Red Meat"
"5055","Aug-2013","2013","8","Boars and Stags",31400,"Commercial","Red Meat"
"5056","Jul-2013","2013","7","Boars and Stags",30600,"Commercial","Red Meat"
"5057","Jun-2013","2013","6","Boars and Stags",27000,"Commercial","Red Meat"
"5058","May-2013","2013","5","Boars and Stags",31000,"Commercial","Red Meat"
"5059","Apr-2013","2013","4","Boars and Stags",31700,"Commercial","Red Meat"
"5060","Mar-2013","2013","3","Boars and Stags",29700,"Commercial","Red Meat"
"5061","Feb-2013","2013","2","Boars and Stags",28800,"Commercial","Red Meat"
"5062","Jan-2013","2013","1","Boars and Stags",31800,"Commercial","Red Meat"
"5063","Dec-2012","2012","12","Boars and Stags",26700,"Commercial","Red Meat"
"5064","Nov-2012","2012","11","Boars and Stags",30800,"Commercial","Red Meat"
"5065","Oct-2012","2012","10","Boars and Stags",31500,"Commercial","Red Meat"
"5066","Sep-2012","2012","9","Boars and Stags",27000,"Commercial","Red Meat"
"5067","Aug-2012","2012","8","Boars and Stags",33300,"Commercial","Red Meat"
"5068","Jul-2012","2012","7","Boars and Stags",28000,"Commercial","Red Meat"
"5069","Jun-2012","2012","6","Boars and Stags",29300,"Commercial","Red Meat"
"5070","May-2012","2012","5","Boars and Stags",29000,"Commercial","Red Meat"
"5071","Apr-2012","2012","4","Boars and Stags",25900,"Commercial","Red Meat"
"5072","Mar-2012","2012","3","Boars and Stags",30700,"Commercial","Red Meat"
"5073","Feb-2012","2012","2","Boars and Stags",28400,"Commercial","Red Meat"
"5074","Jan-2012","2012","1","Boars and Stags",26400,"Commercial","Red Meat"
"5075","Dec-2011","2011","12","Boars and Stags",29500,"Commercial","Red Meat"
"5076","Nov-2011","2011","11","Boars and Stags",27600,"Commercial","Red Meat"
"5077","Oct-2011","2011","10","Boars and Stags",26600,"Commercial","Red Meat"
"5078","Sep-2011","2011","9","Boars and Stags",28800,"Commercial","Red Meat"
"5079","Aug-2011","2011","8","Boars and Stags",28300,"Commercial","Red Meat"
"5080","Jul-2011","2011","7","Boars and Stags",25700,"Commercial","Red Meat"
"5081","Jun-2011","2011","6","Boars and Stags",28600,"Commercial","Red Meat"
"5082","May-2011","2011","5","Boars and Stags",27400,"Commercial","Red Meat"
"5083","Apr-2011","2011","4","Boars and Stags",27800,"Commercial","Red Meat"
"5084","Mar-2011","2011","3","Boars and Stags",29500,"Commercial","Red Meat"
"5085","Feb-2011","2011","2","Boars and Stags",26100,"Commercial","Red Meat"
"5086","Jan-2011","2011","1","Boars and Stags",25900,"Commercial","Red Meat"
"5087","Dec-2010","2010","12","Boars and Stags",29100,"Commercial","Red Meat"
"5088","Nov-2010","2010","11","Boars and Stags",26000,"Commercial","Red Meat"
"5089","Oct-2010","2010","10","Boars and Stags",27200,"Commercial","Red Meat"
"5090","Sep-2010","2010","9","Boars and Stags",29500,"Commercial","Red Meat"
"5091","Aug-2010","2010","8","Boars and Stags",27400,"Commercial","Red Meat"
"5092","Jul-2010","2010","7","Boars and Stags",30600,"Commercial","Red Meat"
"5093","Jun-2010","2010","6","Boars and Stags",29900,"Commercial","Red Meat"
"5094","May-2010","2010","5","Boars and Stags",30800,"Commercial","Red Meat"
"5095","Apr-2010","2010","4","Boars and Stags",32400,"Commercial","Red Meat"
"5096","Mar-2010","2010","3","Boars and Stags",40400,"Commercial","Red Meat"
"5097","Feb-2010","2010","2","Boars and Stags",33500,"Commercial","Red Meat"
"5098","Jan-2010","2010","1","Boars and Stags",32700,"Commercial","Red Meat"
"5099","Dec-2009","2009","12","Boars and Stags",35900,"Commercial","Red Meat"
"5100","Nov-2009","2009","11","Boars and Stags",30000,"Commercial","Red Meat"
"5101","Oct-2009","2009","10","Boars and Stags",36200,"Commercial","Red Meat"
"5102","Sep-2009","2009","9","Boars and Stags",35700,"Commercial","Red Meat"
"5103","Aug-2009","2009","8","Boars and Stags",33300,"Commercial","Red Meat"
"5104","Jul-2009","2009","7","Boars and Stags",38400,"Commercial","Red Meat"
"5105","Jun-2009","2009","6","Boars and Stags",37400,"Commercial","Red Meat"
"5106","May-2009","2009","5","Boars and Stags",34900,"Commercial","Red Meat"
"5107","Apr-2009","2009","4","Boars and Stags",37600,"Commercial","Red Meat"
"5108","Mar-2009","2009","3","Boars and Stags",34800,"Commercial","Red Meat"
"5109","Feb-2009","2009","2","Boars and Stags",33200,"Commercial","Red Meat"
"5110","Jan-2009","2009","1","Boars and Stags",35200,"Commercial","Red Meat"
"5111","Dec-2008","2008","12","Boars and Stags",32800,"Commercial","Red Meat"
"5112","Nov-2008","2008","11","Boars and Stags",32400,"Commercial","Red Meat"
"5113","Oct-2008","2008","10","Boars and Stags",40400,"Commercial","Red Meat"
"5114","Sep-2008","2008","9","Boars and Stags",36200,"Commercial","Red Meat"
"5115","Aug-2008","2008","8","Boars and Stags",40100,"Commercial","Red Meat"
"5116","Jul-2008","2008","7","Boars and Stags",43700,"Commercial","Red Meat"
"5117","Jun-2008","2008","6","Boars and Stags",37600,"Commercial","Red Meat"
"5118","May-2008","2008","5","Boars and Stags",39300,"Commercial","Red Meat"
"5119","Apr-2008","2008","4","Boars and Stags",42100,"Commercial","Red Meat"
"5120","Mar-2008","2008","3","Boars and Stags",39000,"Commercial","Red Meat"
"5121","Feb-2008","2008","2","Boars and Stags",35800,"Commercial","Red Meat"
"5122","Jan-2008","2008","1","Boars and Stags",42900,"Commercial","Red Meat"
"5123","Dec-2007","2007","12","Boars and Stags",35800,"Commercial","Red Meat"
"5124","Nov-2007","2007","11","Boars and Stags",41600,"Commercial","Red Meat"
"5125","Oct-2007","2007","10","Boars and Stags",41900,"Commercial","Red Meat"
"5126","Sep-2007","2007","9","Boars and Stags",36700,"Commercial","Red Meat"
"5127","Aug-2007","2007","8","Boars and Stags",42500,"Commercial","Red Meat"
"5128","Jul-2007","2007","7","Boars and Stags",38200,"Commercial","Red Meat"
"5129","Jun-2007","2007","6","Boars and Stags",40200,"Commercial","Red Meat"
"5130","May-2007","2007","5","Boars and Stags",42300,"Commercial","Red Meat"
"5131","Apr-2007","2007","4","Boars and Stags",40700,"Commercial","Red Meat"
"5132","Mar-2007","2007","3","Boars and Stags",45100,"Commercial","Red Meat"
"5133","Feb-2007","2007","2","Boars and Stags",35400,"Commercial","Red Meat"
"5134","Jan-2007","2007","1","Boars and Stags",41500,"Commercial","Red Meat"
"5135","Dec-2006","2006","12","Boars and Stags",37400,"Commercial","Red Meat"
"5136","Nov-2006","2006","11","Boars and Stags",40400,"Commercial","Red Meat"
"5137","Oct-2006","2006","10","Boars and Stags",39300,"Commercial","Red Meat"
"5138","Sep-2006","2006","9","Boars and Stags",37600,"Commercial","Red Meat"
"5139","Aug-2006","2006","8","Boars and Stags",25200,"Commercial","Red Meat"
"5140","Jul-2006","2006","7","Boars and Stags",23100,"Commercial","Red Meat"
"5141","Jun-2006","2006","6","Boars and Stags",28200,"Commercial","Red Meat"
"5142","May-2006","2006","5","Boars and Stags",26400,"Commercial","Red Meat"
"5143","Apr-2006","2006","4","Boars and Stags",22800,"Commercial","Red Meat"
"5144","Mar-2006","2006","3","Boars and Stags",25400,"Commercial","Red Meat"
"5145","Feb-2006","2006","2","Boars and Stags",20500,"Commercial","Red Meat"
"5146","Jan-2006","2006","1","Boars and Stags",25200,"Commercial","Red Meat"
"5147","Dec-2005","2005","12","Boars and Stags",24400,"Commercial","Red Meat"
"5148","Nov-2005","2005","11","Boars and Stags",24700,"Commercial","Red Meat"
"5149","Oct-2005","2005","10","Boars and Stags",22700,"Commercial","Red Meat"
"5150","Sep-2005","2005","9","Boars and Stags",25200,"Commercial","Red Meat"
"5151","Aug-2005","2005","8","Boars and Stags",24000,"Commercial","Red Meat"
"5152","Jul-2005","2005","7","Boars and Stags",20400,"Commercial","Red Meat"
"5153","Jun-2005","2005","6","Boars and Stags",24300,"Commercial","Red Meat"
"5154","May-2005","2005","5","Boars and Stags",23900,"Commercial","Red Meat"
"5155","Apr-2005","2005","4","Boars and Stags",26200,"Commercial","Red Meat"
"5156","Mar-2005","2005","3","Boars and Stags",24200,"Commercial","Red Meat"
"5157","Feb-2005","2005","2","Boars and Stags",21500,"Commercial","Red Meat"
"5158","Jan-2005","2005","1","Boars and Stags",21300,"Commercial","Red Meat"
"5159","Dec-2004","2004","12","Boars and Stags",25900,"Commercial","Red Meat"
"5160","Nov-2004","2004","11","Boars and Stags",24900,"Commercial","Red Meat"
"5161","Oct-2004","2004","10","Boars and Stags",20600,"Commercial","Red Meat"
"5162","Sep-2004","2004","9","Boars and Stags",19100,"Commercial","Red Meat"
"5163","Aug-2004","2004","8","Boars and Stags",21300,"Commercial","Red Meat"
"5164","Jul-2004","2004","7","Boars and Stags",21900,"Commercial","Red Meat"
"5165","Jun-2004","2004","6","Boars and Stags",19700,"Commercial","Red Meat"
"5166","May-2004","2004","5","Boars and Stags",19600,"Commercial","Red Meat"
"5167","Apr-2004","2004","4","Boars and Stags",22600,"Commercial","Red Meat"
"5168","Mar-2004","2004","3","Boars and Stags",25000,"Commercial","Red Meat"
"5169","Feb-2004","2004","2","Boars and Stags",21100,"Commercial","Red Meat"
"5170","Jan-2004","2004","1","Boars and Stags",20600,"Commercial","Red Meat"
"5171","Dec-2003","2003","12","Boars and Stags",20000,"Commercial","Red Meat"
"5172","Nov-2003","2003","11","Boars and Stags",18500,"Commercial","Red Meat"
"5173","Oct-2003","2003","10","Boars and Stags",21600,"Commercial","Red Meat"
"5174","Sep-2003","2003","9","Boars and Stags",22100,"Commercial","Red Meat"
"5175","Aug-2003","2003","8","Boars and Stags",19200,"Commercial","Red Meat"
"5176","Jul-2003","2003","7","Boars and Stags",20400,"Commercial","Red Meat"
"5177","Jun-2003","2003","6","Boars and Stags",21100,"Commercial","Red Meat"
"5178","May-2003","2003","5","Boars and Stags",20900,"Commercial","Red Meat"
"5179","Apr-2003","2003","4","Boars and Stags",21000,"Commercial","Red Meat"
"5180","Mar-2003","2003","3","Boars and Stags",20900,"Commercial","Red Meat"
"5181","Feb-2003","2003","2","Boars and Stags",18500,"Commercial","Red Meat"
"5182","Jan-2003","2003","1","Boars and Stags",20100,"Commercial","Red Meat"
"5183","Dec-2002","2002","12","Boars and Stags",21000,"Commercial","Red Meat"
"5184","Nov-2002","2002","11","Boars and Stags",22600,"Commercial","Red Meat"
"5185","Oct-2002","2002","10","Boars and Stags",23000,"Commercial","Red Meat"
"5186","Sep-2002","2002","9","Boars and Stags",19100,"Commercial","Red Meat"
"5187","Aug-2002","2002","8","Boars and Stags",24300,"Commercial","Red Meat"
"5188","Jul-2002","2002","7","Boars and Stags",24900,"Commercial","Red Meat"
"5189","Jun-2002","2002","6","Boars and Stags",21800,"Commercial","Red Meat"
"5190","May-2002","2002","5","Boars and Stags",24300,"Commercial","Red Meat"
"5191","Apr-2002","2002","4","Boars and Stags",24000,"Commercial","Red Meat"
"5192","Mar-2002","2002","3","Boars and Stags",24000,"Commercial","Red Meat"
"5193","Feb-2002","2002","2","Boars and Stags",20000,"Commercial","Red Meat"
"5194","Jan-2002","2002","1","Boars and Stags",25700,"Commercial","Red Meat"
"5195","Dec-2001","2001","12","Boars and Stags",22200,"Commercial","Red Meat"
"5196","Nov-2001","2001","11","Boars and Stags",23900,"Commercial","Red Meat"
"5197","Oct-2001","2001","10","Boars and Stags",31700,"Commercial","Red Meat"
"5198","Sep-2001","2001","9","Boars and Stags",23900,"Commercial","Red Meat"
"5199","Aug-2001","2001","8","Boars and Stags",27600,"Commercial","Red Meat"
"5200","Jul-2001","2001","7","Boars and Stags",24800,"Commercial","Red Meat"
"5201","Jun-2001","2001","6","Boars and Stags",25300,"Commercial","Red Meat"
"5202","May-2001","2001","5","Boars and Stags",28700,"Commercial","Red Meat"
"5203","Apr-2001","2001","4","Boars and Stags",29000,"Commercial","Red Meat"
"5204","Mar-2001","2001","3","Boars and Stags",31000,"Commercial","Red Meat"
"5205","Feb-2001","2001","2","Boars and Stags",26000,"Commercial","Red Meat"
"5206","Jan-2001","2001","1","Boars and Stags",28600,"Commercial","Red Meat"
"5207","Dec-2000","2000","12","Boars and Stags",24500,"Commercial","Red Meat"
"5208","Nov-2000","2000","11","Boars and Stags",27500,"Commercial","Red Meat"
"5209","Oct-2000","2000","10","Boars and Stags",26900,"Commercial","Red Meat"
"5210","Sep-2000","2000","9","Boars and Stags",23600,"Commercial","Red Meat"
"5211","Aug-2000","2000","8","Boars and Stags",27800,"Commercial","Red Meat"
"5212","Jul-2000","2000","7","Boars and Stags",29000,"Commercial","Red Meat"
"5213","Jun-2000","2000","6","Boars and Stags",32500,"Commercial","Red Meat"
"5214","May-2000","2000","5","Boars and Stags",29100,"Commercial","Red Meat"
"5215","Apr-2000","2000","4","Boars and Stags",22500,"Commercial","Red Meat"
"5216","Mar-2000","2000","3","Boars and Stags",27300,"Commercial","Red Meat"
"5217","Feb-2000","2000","2","Boars and Stags",25300,"Commercial","Red Meat"
"5218","Jan-2000","2000","1","Boars and Stags",25100,"Commercial","Red Meat"
"5219","Dec-1999","1999","12","Boars and Stags",30100,"Commercial","Red Meat"
"5220","Nov-1999","1999","11","Boars and Stags",30100,"Commercial","Red Meat"
"5221","Oct-1999","1999","10","Boars and Stags",28400,"Commercial","Red Meat"
"5222","Sep-1999","1999","9","Boars and Stags",34500,"Commercial","Red Meat"
"5223","Aug-1999","1999","8","Boars and Stags",35900,"Commercial","Red Meat"
"5224","Jul-1999","1999","7","Boars and Stags",36100,"Commercial","Red Meat"
"5225","Jun-1999","1999","6","Boars and Stags",37900,"Commercial","Red Meat"
"5226","May-1999","1999","5","Boars and Stags",31100,"Commercial","Red Meat"
"5227","Apr-1999","1999","4","Boars and Stags",37500,"Commercial","Red Meat"
"5228","Mar-1999","1999","3","Boars and Stags",39900,"Commercial","Red Meat"
"5229","Feb-1999","1999","2","Boars and Stags",35900,"Commercial","Red Meat"
"5230","Jan-1999","1999","1","Boars and Stags",33600,"Commercial","Red Meat"
"5231","Dec-1998","1998","12","Boars and Stags",36000,"Commercial","Red Meat"
"5232","Nov-1998","1998","11","Boars and Stags",34400,"Commercial","Red Meat"
"5233","Oct-1998","1998","10","Boars and Stags",41000,"Commercial","Red Meat"
"5234","Sep-1998","1998","9","Boars and Stags",42900,"Commercial","Red Meat"
"5235","Aug-1998","1998","8","Boars and Stags",44500,"Commercial","Red Meat"
"5236","Jul-1998","1998","7","Boars and Stags",48400,"Commercial","Red Meat"
"5237","Jun-1998","1998","6","Boars and Stags",46000,"Commercial","Red Meat"
"5238","May-1998","1998","5","Boars and Stags",36900,"Commercial","Red Meat"
"5239","Apr-1998","1998","4","Boars and Stags",43900,"Commercial","Red Meat"
"5240","Mar-1998","1998","3","Boars and Stags",40400,"Commercial","Red Meat"
"5241","Feb-1998","1998","2","Boars and Stags",42300,"Commercial","Red Meat"
"5242","Jan-1998","1998","1","Boars and Stags",46100,"Commercial","Red Meat"
"5243","Dec-1997","1997","12","Boars and Stags",46800,"Commercial","Red Meat"
"5244","Nov-1997","1997","11","Boars and Stags",43000,"Commercial","Red Meat"
"5245","Oct-1997","1997","10","Boars and Stags",48000,"Commercial","Red Meat"
"5246","Sep-1997","1997","9","Boars and Stags",47400,"Commercial","Red Meat"
"5247","Aug-1997","1997","8","Boars and Stags",49900,"Commercial","Red Meat"
"5248","Jul-1997","1997","7","Boars and Stags",50600,"Commercial","Red Meat"
"5249","Jun-1997","1997","6","Boars and Stags",46600,"Commercial","Red Meat"
"5250","May-1997","1997","5","Boars and Stags",48600,"Commercial","Red Meat"
"5251","Apr-1997","1997","4","Boars and Stags",55600,"Commercial","Red Meat"
"5252","Mar-1997","1997","3","Boars and Stags",49900,"Commercial","Red Meat"
"5253","Feb-1997","1997","2","Boars and Stags",50100,"Commercial","Red Meat"
"5254","Jan-1997","1997","1","Boars and Stags",51800,"Commercial","Red Meat"
"5255","Dec-1996","1996","12","Boars and Stags",46800,"Commercial","Red Meat"
"5256","Nov-1996","1996","11","Boars and Stags",48700,"Commercial","Red Meat"
"5257","Oct-1996","1996","10","Boars and Stags",55100,"Commercial","Red Meat"
"5258","Sep-1996","1996","9","Boars and Stags",54300,"Commercial","Red Meat"
"5259","Aug-1996","1996","8","Boars and Stags",58300,"Commercial","Red Meat"
"5260","Jul-1996","1996","7","Boars and Stags",57600,"Commercial","Red Meat"
"5261","Jun-1996","1996","6","Boars and Stags",53600,"Commercial","Red Meat"
"5262","May-1996","1996","5","Boars and Stags",62300,"Commercial","Red Meat"
"5263","Apr-1996","1996","4","Boars and Stags",66100,"Commercial","Red Meat"
"5264","Mar-1996","1996","3","Boars and Stags",59900,"Commercial","Red Meat"
"5265","Feb-1996","1996","2","Boars and Stags",58800,"Commercial","Red Meat"
"5266","Jan-1996","1996","1","Boars and Stags",59100,"Commercial","Red Meat"
"5267","Dec-1995","1995","12","Boars and Stags",61300,"Commercial","Red Meat"
"5268","Nov-1995","1995","11","Boars and Stags",68600,"Commercial","Red Meat"
"5269","Oct-1995","1995","10","Boars and Stags",68200,"Commercial","Red Meat"
"5270","Sep-1995","1995","9","Boars and Stags",68700,"Commercial","Red Meat"
"5271","Aug-1995","1995","8","Boars and Stags",81900,"Commercial","Red Meat"
"5272","Jul-1995","1995","7","Boars and Stags",71800,"Commercial","Red Meat"
"5273","Jun-1995","1995","6","Boars and Stags",77700,"Commercial","Red Meat"
"5274","May-1995","1995","5","Boars and Stags",75200,"Commercial","Red Meat"
"5275","Apr-1995","1995","4","Boars and Stags",69400,"Commercial","Red Meat"
"5276","Mar-1995","1995","3","Boars and Stags",90000,"Commercial","Red Meat"
"5277","Feb-1995","1995","2","Boars and Stags",74000,"Commercial","Red Meat"
"5278","Jan-1995","1995","1","Boars and Stags",76800,"Commercial","Red Meat"
"5279","Dec-1994","1994","12","Boars and Stags",81900,"Commercial","Red Meat"
"5280","Nov-1994","1994","11","Boars and Stags",76000,"Commercial","Red Meat"
"5281","Oct-1994","1994","10","Boars and Stags",71400,"Commercial","Red Meat"
