"","Date","Year","Month","Animal","Weight","Type_Of_Meat"
"1388","May-1990",1990,5,"Pork",320.29,"Red Meat"
"1389","Apr-1990",1990,4,"Pork",294.56,"Red Meat"
"1390","Mar-1990",1990,3,"Pork",303.92,"Red Meat"
"1391","Feb-1990",1990,2,"Pork",272.49,"Red Meat"
"1392","Jan-1990",1990,1,"Pork",255.79,"Red Meat"
"1393","Dec-1989",1989,12,"Pork",279.25,"Red Meat"
"1394","Nov-1989",1989,11,"Pork",275.84,"Red Meat"
"1395","Oct-1989",1989,10,"Pork",278,"Red Meat"
"1396","Sep-1989",1989,9,"Pork",277.93,"Red Meat"
"1397","Aug-1989",1989,8,"Pork",342.59,"Red Meat"
"1398","Jul-1989",1989,7,"Pork",380.1,"Red Meat"
"1399","Jun-1989",1989,6,"Pork",428.14,"Red Meat"
"1400","May-1989",1989,5,"Pork",432.44,"Red Meat"
"1401","Apr-1989",1989,4,"Pork",392.79,"Red Meat"
"1402","Mar-1989",1989,3,"Pork",393.48,"Red Meat"
"1403","Feb-1989",1989,2,"Pork",377.61,"Red Meat"
"1404","Jan-1989",1989,1,"Pork",357.89,"Red Meat"
"1405","Dec-1988",1988,12,"Pork",361.31,"Red Meat"
"1406","Nov-1988",1988,11,"Pork",320.79,"Red Meat"
"1407","Oct-1988",1988,10,"Pork",288.02,"Red Meat"
"1408","Sep-1988",1988,9,"Pork",286.97,"Red Meat"
"1409","Aug-1988",1988,8,"Pork",337.21,"Red Meat"
"1410","Jul-1988",1988,7,"Pork",362.77,"Red Meat"
"1411","Jun-1988",1988,6,"Pork",388.56,"Red Meat"
"1412","May-1988",1988,5,"Pork",397.25,"Red Meat"
"1413","Apr-1988",1988,4,"Pork",345.84,"Red Meat"
"1414","Mar-1988",1988,3,"Pork",308.16,"Red Meat"
"1415","Feb-1988",1988,2,"Pork",291.48,"Red Meat"
"1416","Jan-1988",1988,1,"Pork",285.47,"Red Meat"
"1417","Dec-1987",1987,12,"Pork",251.66,"Red Meat"
"1418","Nov-1987",1987,11,"Pork",212.21,"Red Meat"
"1419","Oct-1987",1987,10,"Pork",186.2,"Red Meat"
"1420","Sep-1987",1987,9,"Pork",175.06,"Red Meat"
"1421","Aug-1987",1987,8,"Pork",181.11,"Red Meat"
"1422","Jul-1987",1987,7,"Pork",189.17,"Red Meat"
"1423","Jun-1987",1987,6,"Pork",218.8,"Red Meat"
"1424","May-1987",1987,5,"Pork",217.76,"Red Meat"
"1425","Apr-1987",1987,4,"Pork",221.77,"Red Meat"
"1426","Mar-1987",1987,3,"Pork",228.52,"Red Meat"
"1427","Feb-1987",1987,2,"Pork",217.73,"Red Meat"
"1428","Jan-1987",1987,1,"Pork",197.06,"Red Meat"
"1429","Dec-1986",1986,12,"Pork",206.16,"Red Meat"
"1430","Nov-1986",1986,11,"Pork",215.82,"Red Meat"
"1431","Oct-1986",1986,10,"Pork",185.9,"Red Meat"
"1432","Sep-1986",1986,9,"Pork",184.68,"Red Meat"
"1433","Aug-1986",1986,8,"Pork",214.85,"Red Meat"
"1434","Jul-1986",1986,7,"Pork",247.66,"Red Meat"
"1435","Jun-1986",1986,6,"Pork",275.64,"Red Meat"
"1436","May-1986",1986,5,"Pork",281.95,"Red Meat"
"1437","Apr-1986",1986,4,"Pork",253.5,"Red Meat"
"1438","Mar-1986",1986,3,"Pork",239.14,"Red Meat"
"1439","Feb-1986",1986,2,"Pork",235.38,"Red Meat"
"1440","Jan-1986",1986,1,"Pork",229.42,"Red Meat"
"1441","Dec-1985",1985,12,"Pork",265.01,"Red Meat"
"1442","Nov-1985",1985,11,"Pork",277.48,"Red Meat"
"1443","Oct-1985",1985,10,"Pork",276.95,"Red Meat"
"1444","Sep-1985",1985,9,"Pork",294.71,"Red Meat"
"1445","Aug-1985",1985,8,"Pork",343.13,"Red Meat"
"1446","Jul-1985",1985,7,"Pork",385.02,"Red Meat"
"1447","Jun-1985",1985,6,"Pork",410.29,"Red Meat"
"1448","May-1985",1985,5,"Pork",368.17,"Red Meat"
"1449","Apr-1985",1985,4,"Pork",314.11,"Red Meat"
"1450","Mar-1985",1985,3,"Pork",286.32,"Red Meat"
"1451","Feb-1985",1985,2,"Pork",291.93,"Red Meat"
"1452","Jan-1985",1985,1,"Pork",274.27,"Red Meat"
"1453","Dec-1984",1984,12,"Pork",269.44,"Red Meat"
"1454","Nov-1984",1984,11,"Pork",275.59,"Red Meat"
"1455","Oct-1984",1984,10,"Pork",256.63,"Red Meat"
"1456","Sep-1984",1984,9,"Pork",269.48,"Red Meat"
"1457","Aug-1984",1984,8,"Pork",345.01,"Red Meat"
"1458","Jul-1984",1984,7,"Pork",405.21,"Red Meat"
"1459","Jun-1984",1984,6,"Pork",437.72,"Red Meat"
"1460","May-1984",1984,5,"Pork",390.4,"Red Meat"
"1461","Apr-1984",1984,4,"Pork",350.73,"Red Meat"
"1462","Mar-1984",1984,3,"Pork",311.71,"Red Meat"
"1463","Feb-1984",1984,2,"Pork",295.11,"Red Meat"
"1464","Jan-1984",1984,1,"Pork",300.57,"Red Meat"
"1465","Dec-1983",1983,12,"Pork",295.19,"Red Meat"
"1466","Nov-1983",1983,11,"Pork",239.99,"Red Meat"
"1467","Oct-1983",1983,10,"Pork",209.95,"Red Meat"
"1468","Sep-1983",1983,9,"Pork",214.07,"Red Meat"
"1469","Aug-1983",1983,8,"Pork",252.99,"Red Meat"
"1470","Jul-1983",1983,7,"Pork",280.45,"Red Meat"
"1471","Jun-1983",1983,6,"Pork",293,"Red Meat"
"1472","May-1983",1983,5,"Pork",272.72,"Red Meat"
"1473","Apr-1983",1983,4,"Pork",234.74,"Red Meat"
"1474","Mar-1983",1983,3,"Pork",215.82,"Red Meat"
"1475","Feb-1983",1983,2,"Pork",224.15,"Red Meat"
"1476","Jan-1983",1983,1,"Pork",219.02,"Red Meat"
"1477","Dec-2023",2023,12,"Lamb and Mutton",22.43,"Red Meat"
"1478","Nov-2023",2023,11,"Lamb and Mutton",26.13,"Red Meat"
"1479","Oct-2023",2023,10,"Lamb and Mutton",26.16,"Red Meat"
"1480","Sep-2023",2023,9,"Lamb and Mutton",26.17,"Red Meat"
"1481","Aug-2023",2023,8,"Lamb and Mutton",27.4,"Red Meat"
"1482","Jul-2023",2023,7,"Lamb and Mutton",24.83,"Red Meat"
"1483","Jun-2023",2023,6,"Lamb and Mutton",25.11,"Red Meat"
"1484","May-2023",2023,5,"Lamb and Mutton",24.52,"Red Meat"
"1485","Apr-2023",2023,4,"Lamb and Mutton",25.77,"Red Meat"
"1486","Mar-2023",2023,3,"Lamb and Mutton",29.66,"Red Meat"
"1487","Feb-2023",2023,2,"Lamb and Mutton",25.31,"Red Meat"
"1488","Jan-2023",2023,1,"Lamb and Mutton",26.51,"Red Meat"
"1489","Dec-2022",2022,12,"Lamb and Mutton",29.67,"Red Meat"
"1490","Nov-2022",2022,11,"Lamb and Mutton",28.65,"Red Meat"
"1491","Oct-2022",2022,10,"Lamb and Mutton",30.82,"Red Meat"
"1492","Sep-2022",2022,9,"Lamb and Mutton",29.2,"Red Meat"
"1493","Aug-2022",2022,8,"Lamb and Mutton",25.63,"Red Meat"
"1494","Jul-2022",2022,7,"Lamb and Mutton",22.81,"Red Meat"
"1495","Jun-2022",2022,6,"Lamb and Mutton",22.19,"Red Meat"
"1496","May-2022",2022,5,"Lamb and Mutton",24.41,"Red Meat"
"1497","Apr-2022",2022,4,"Lamb and Mutton",24.01,"Red Meat"
"1498","Mar-2022",2022,3,"Lamb and Mutton",22.22,"Red Meat"
"1499","Feb-2022",2022,2,"Lamb and Mutton",21.86,"Red Meat"
"1500","Jan-2022",2022,1,"Lamb and Mutton",22.12,"Red Meat"
"1501","Dec-2021",2021,12,"Lamb and Mutton",23.49,"Red Meat"
"1502","Nov-2021",2021,11,"Lamb and Mutton",27.16,"Red Meat"
"1503","Oct-2021",2021,10,"Lamb and Mutton",25.61,"Red Meat"
"1504","Sep-2021",2021,9,"Lamb and Mutton",22.05,"Red Meat"
"1505","Aug-2021",2021,8,"Lamb and Mutton",21.01,"Red Meat"
"1506","Jul-2021",2021,7,"Lamb and Mutton",21.49,"Red Meat"
"1507","Jun-2021",2021,6,"Lamb and Mutton",21.9,"Red Meat"
"1508","May-2021",2021,5,"Lamb and Mutton",24.75,"Red Meat"
"1509","Apr-2021",2021,4,"Lamb and Mutton",25.34,"Red Meat"
"1510","Mar-2021",2021,3,"Lamb and Mutton",26.83,"Red Meat"
"1511","Feb-2021",2021,2,"Lamb and Mutton",24.47,"Red Meat"
"1512","Jan-2021",2021,1,"Lamb and Mutton",24.91,"Red Meat"
"1513","Dec-2020",2020,12,"Lamb and Mutton",25.92,"Red Meat"
"1514","Nov-2020",2020,11,"Lamb and Mutton",25.73,"Red Meat"
"1515","Oct-2020",2020,10,"Lamb and Mutton",30.67,"Red Meat"
"1516","Sep-2020",2020,9,"Lamb and Mutton",39.47,"Red Meat"
"1517","Aug-2020",2020,8,"Lamb and Mutton",44.71,"Red Meat"
"1518","Jul-2020",2020,7,"Lamb and Mutton",46.52,"Red Meat"
"1519","Jun-2020",2020,6,"Lamb and Mutton",48.02,"Red Meat"
"1520","May-2020",2020,5,"Lamb and Mutton",40.79,"Red Meat"
"1521","Apr-2020",2020,4,"Lamb and Mutton",37.58,"Red Meat"
"1522","Mar-2020",2020,3,"Lamb and Mutton",37.38,"Red Meat"
"1523","Feb-2020",2020,2,"Lamb and Mutton",36.86,"Red Meat"
"1524","Jan-2020",2020,1,"Lamb and Mutton",34.75,"Red Meat"
"1525","Dec-2019",2019,12,"Lamb and Mutton",34.02,"Red Meat"
"1526","Nov-2019",2019,11,"Lamb and Mutton",37.81,"Red Meat"
"1527","Oct-2019",2019,10,"Lamb and Mutton",41.65,"Red Meat"
"1528","Sep-2019",2019,9,"Lamb and Mutton",46.64,"Red Meat"
"1529","Aug-2019",2019,8,"Lamb and Mutton",43.05,"Red Meat"
"1530","Jul-2019",2019,7,"Lamb and Mutton",40.03,"Red Meat"
"1531","Jun-2019",2019,6,"Lamb and Mutton",38.48,"Red Meat"
"1532","May-2019",2019,5,"Lamb and Mutton",40.95,"Red Meat"
"1533","Apr-2019",2019,4,"Lamb and Mutton",31.03,"Red Meat"
"1534","Mar-2019",2019,3,"Lamb and Mutton",35.5,"Red Meat"
"1535","Feb-2019",2019,2,"Lamb and Mutton",38.38,"Red Meat"
"1536","Jan-2019",2019,1,"Lamb and Mutton",36.45,"Red Meat"
"1537","Dec-2018",2018,12,"Lamb and Mutton",37.86,"Red Meat"
"1538","Nov-2018",2018,11,"Lamb and Mutton",39.32,"Red Meat"
"1539","Oct-2018",2018,10,"Lamb and Mutton",40.47,"Red Meat"
"1540","Sep-2018",2018,9,"Lamb and Mutton",39.39,"Red Meat"
"1541","Aug-2018",2018,8,"Lamb and Mutton",42.13,"Red Meat"
"1542","Jul-2018",2018,7,"Lamb and Mutton",38.68,"Red Meat"
"1543","Jun-2018",2018,6,"Lamb and Mutton",35.59,"Red Meat"
"1544","May-2018",2018,5,"Lamb and Mutton",33.99,"Red Meat"
"1545","Apr-2018",2018,4,"Lamb and Mutton",28.62,"Red Meat"
"1546","Mar-2018",2018,3,"Lamb and Mutton",28.28,"Red Meat"
"1547","Feb-2018",2018,2,"Lamb and Mutton",26.79,"Red Meat"
"1548","Jan-2018",2018,1,"Lamb and Mutton",26.71,"Red Meat"
"1549","Dec-2017",2017,12,"Lamb and Mutton",28.98,"Red Meat"
"1550","Nov-2017",2017,11,"Lamb and Mutton",31.59,"Red Meat"
"1551","Oct-2017",2017,10,"Lamb and Mutton",31.42,"Red Meat"
"1552","Sep-2017",2017,9,"Lamb and Mutton",32.38,"Red Meat"
"1553","Aug-2017",2017,8,"Lamb and Mutton",26.77,"Red Meat"
"1554","Jul-2017",2017,7,"Lamb and Mutton",26.18,"Red Meat"
"1555","Jun-2017",2017,6,"Lamb and Mutton",29.86,"Red Meat"
"1556","May-2017",2017,5,"Lamb and Mutton",28.6,"Red Meat"
"1557","Apr-2017",2017,4,"Lamb and Mutton",25.79,"Red Meat"
"1558","Mar-2017",2017,3,"Lamb and Mutton",25.69,"Red Meat"
"1559","Feb-2017",2017,2,"Lamb and Mutton",20.36,"Red Meat"
"1560","Jan-2017",2017,1,"Lamb and Mutton",26.14,"Red Meat"
"1561","Dec-2016",2016,12,"Lamb and Mutton",21.88,"Red Meat"
"1562","Nov-2016",2016,11,"Lamb and Mutton",29.44,"Red Meat"
"1563","Oct-2016",2016,10,"Lamb and Mutton",32.74,"Red Meat"
"1564","Sep-2016",2016,9,"Lamb and Mutton",36.56,"Red Meat"
"1565","Aug-2016",2016,8,"Lamb and Mutton",40.98,"Red Meat"
"1566","Jul-2016",2016,7,"Lamb and Mutton",39.52,"Red Meat"
"1567","Jun-2016",2016,6,"Lamb and Mutton",44.82,"Red Meat"
"1568","May-2016",2016,5,"Lamb and Mutton",39.79,"Red Meat"
"1569","Apr-2016",2016,4,"Lamb and Mutton",40.65,"Red Meat"
"1570","Mar-2016",2016,3,"Lamb and Mutton",40.05,"Red Meat"
"1571","Feb-2016",2016,2,"Lamb and Mutton",47.11,"Red Meat"
"1572","Jan-2016",2016,1,"Lamb and Mutton",41.45,"Red Meat"
"1573","Dec-2015",2015,12,"Lamb and Mutton",44.69,"Red Meat"
"1574","Nov-2015",2015,11,"Lamb and Mutton",40.74,"Red Meat"
"1575","Oct-2015",2015,10,"Lamb and Mutton",41.92,"Red Meat"
"1576","Sep-2015",2015,9,"Lamb and Mutton",41.88,"Red Meat"
"1577","Aug-2015",2015,8,"Lamb and Mutton",39.06,"Red Meat"
"1578","Jul-2015",2015,7,"Lamb and Mutton",35.47,"Red Meat"
"1579","Jun-2015",2015,6,"Lamb and Mutton",38.36,"Red Meat"
"1580","May-2015",2015,5,"Lamb and Mutton",37,"Red Meat"
"1581","Apr-2015",2015,4,"Lamb and Mutton",34.25,"Red Meat"
"1582","Mar-2015",2015,3,"Lamb and Mutton",36.77,"Red Meat"
"1583","Feb-2015",2015,2,"Lamb and Mutton",35.21,"Red Meat"
"1584","Jan-2015",2015,1,"Lamb and Mutton",33.94,"Red Meat"
"1585","Dec-2014",2014,12,"Lamb and Mutton",31.37,"Red Meat"
"1586","Nov-2014",2014,11,"Lamb and Mutton",38.69,"Red Meat"
"1587","Oct-2014",2014,10,"Lamb and Mutton",39.69,"Red Meat"
"1588","Sep-2014",2014,9,"Lamb and Mutton",40.16,"Red Meat"
"1589","Aug-2014",2014,8,"Lamb and Mutton",33.97,"Red Meat"
"1590","Jul-2014",2014,7,"Lamb and Mutton",31.12,"Red Meat"
"1591","Jun-2014",2014,6,"Lamb and Mutton",25.21,"Red Meat"
"1592","May-2014",2014,5,"Lamb and Mutton",26.54,"Red Meat"
"1593","Apr-2014",2014,4,"Lamb and Mutton",28.08,"Red Meat"
"1594","Mar-2014",2014,3,"Lamb and Mutton",26.19,"Red Meat"
"1595","Feb-2014",2014,2,"Lamb and Mutton",25.66,"Red Meat"
"1596","Jan-2014",2014,1,"Lamb and Mutton",24.51,"Red Meat"
"1597","Dec-2013",2013,12,"Lamb and Mutton",21.7,"Red Meat"
"1598","Nov-2013",2013,11,"Lamb and Mutton",23.97,"Red Meat"
"1599","Oct-2013",2013,10,"Lamb and Mutton",23.44,"Red Meat"
"1600","Sep-2013",2013,9,"Lamb and Mutton",21.99,"Red Meat"
"1601","Aug-2013",2013,8,"Lamb and Mutton",23.32,"Red Meat"
"1602","Jul-2013",2013,7,"Lamb and Mutton",19.31,"Red Meat"
"1603","Jun-2013",2013,6,"Lamb and Mutton",19.79,"Red Meat"
"1604","May-2013",2013,5,"Lamb and Mutton",21.46,"Red Meat"
"1605","Apr-2013",2013,4,"Lamb and Mutton",17.62,"Red Meat"
"1606","Mar-2013",2013,3,"Lamb and Mutton",19.83,"Red Meat"
"1607","Feb-2013",2013,2,"Lamb and Mutton",18.77,"Red Meat"
"1608","Jan-2013",2013,1,"Lamb and Mutton",21.38,"Red Meat"
"1609","Dec-2012",2012,12,"Lamb and Mutton",18.98,"Red Meat"
"1610","Nov-2012",2012,11,"Lamb and Mutton",23.21,"Red Meat"
"1611","Oct-2012",2012,10,"Lamb and Mutton",23.45,"Red Meat"
"1612","Sep-2012",2012,9,"Lamb and Mutton",24.23,"Red Meat"
"1613","Aug-2012",2012,8,"Lamb and Mutton",24.29,"Red Meat"
"1614","Jul-2012",2012,7,"Lamb and Mutton",22.46,"Red Meat"
"1615","Jun-2012",2012,6,"Lamb and Mutton",19.68,"Red Meat"
"1616","May-2012",2012,5,"Lamb and Mutton",19.71,"Red Meat"
"1617","Apr-2012",2012,4,"Lamb and Mutton",21.85,"Red Meat"
"1618","Mar-2012",2012,3,"Lamb and Mutton",20.85,"Red Meat"
"1619","Feb-2012",2012,2,"Lamb and Mutton",19.28,"Red Meat"
"1620","Jan-2012",2012,1,"Lamb and Mutton",16.86,"Red Meat"
"1621","Dec-2011",2011,12,"Lamb and Mutton",19.01,"Red Meat"
"1622","Nov-2011",2011,11,"Lamb and Mutton",20.02,"Red Meat"
"1623","Oct-2011",2011,10,"Lamb and Mutton",22.22,"Red Meat"
"1624","Sep-2011",2011,9,"Lamb and Mutton",21.21,"Red Meat"
"1625","Aug-2011",2011,8,"Lamb and Mutton",21.03,"Red Meat"
"1626","Jul-2011",2011,7,"Lamb and Mutton",18.1,"Red Meat"
"1627","Jun-2011",2011,6,"Lamb and Mutton",15.06,"Red Meat"
"1628","May-2011",2011,5,"Lamb and Mutton",13.28,"Red Meat"
"1629","Apr-2011",2011,4,"Lamb and Mutton",12.87,"Red Meat"
"1630","Mar-2011",2011,3,"Lamb and Mutton",12.58,"Red Meat"
"1631","Feb-2011",2011,2,"Lamb and Mutton",13.28,"Red Meat"
"1632","Jan-2011",2011,1,"Lamb and Mutton",15.21,"Red Meat"
"1633","Dec-2010",2010,12,"Lamb and Mutton",16.5,"Red Meat"
"1634","Nov-2010",2010,11,"Lamb and Mutton",16.19,"Red Meat"
"1635","Oct-2010",2010,10,"Lamb and Mutton",18.05,"Red Meat"
"1636","Sep-2010",2010,9,"Lamb and Mutton",19.86,"Red Meat"
"1637","Aug-2010",2010,8,"Lamb and Mutton",22.06,"Red Meat"
"1638","Jul-2010",2010,7,"Lamb and Mutton",22.97,"Red Meat"
"1639","Jun-2010",2010,6,"Lamb and Mutton",20.45,"Red Meat"
"1640","May-2010",2010,5,"Lamb and Mutton",16.45,"Red Meat"
"1641","Apr-2010",2010,4,"Lamb and Mutton",16.31,"Red Meat"
"1642","Mar-2010",2010,3,"Lamb and Mutton",12.92,"Red Meat"
"1643","Feb-2010",2010,2,"Lamb and Mutton",11.76,"Red Meat"
"1644","Jan-2010",2010,1,"Lamb and Mutton",14.52,"Red Meat"
"1645","Dec-2009",2009,12,"Lamb and Mutton",15.05,"Red Meat"
"1646","Nov-2009",2009,11,"Lamb and Mutton",15.3,"Red Meat"
"1647","Oct-2009",2009,10,"Lamb and Mutton",17.43,"Red Meat"
"1648","Sep-2009",2009,9,"Lamb and Mutton",19.05,"Red Meat"
"1649","Aug-2009",2009,8,"Lamb and Mutton",20.06,"Red Meat"
"1650","Jul-2009",2009,7,"Lamb and Mutton",21.57,"Red Meat"
"1651","Jun-2009",2009,6,"Lamb and Mutton",19.69,"Red Meat"
"1652","May-2009",2009,5,"Lamb and Mutton",19.8,"Red Meat"
"1653","Apr-2009",2009,4,"Lamb and Mutton",19.27,"Red Meat"
"1654","Mar-2009",2009,3,"Lamb and Mutton",18.28,"Red Meat"
"1655","Feb-2009",2009,2,"Lamb and Mutton",19.47,"Red Meat"
"1656","Jan-2009",2009,1,"Lamb and Mutton",21,"Red Meat"
"1657","Dec-2008",2008,12,"Lamb and Mutton",21.66,"Red Meat"
"1658","Nov-2008",2008,11,"Lamb and Mutton",21.33,"Red Meat"
"1659","Oct-2008",2008,10,"Lamb and Mutton",20.8,"Red Meat"
"1660","Sep-2008",2008,9,"Lamb and Mutton",21.15,"Red Meat"
"1661","Aug-2008",2008,8,"Lamb and Mutton",19.72,"Red Meat"
"1662","Jul-2008",2008,7,"Lamb and Mutton",19.6,"Red Meat"
"1663","Jun-2008",2008,6,"Lamb and Mutton",18.41,"Red Meat"
"1664","May-2008",2008,5,"Lamb and Mutton",17.78,"Red Meat"
"1665","Apr-2008",2008,4,"Lamb and Mutton",17.12,"Red Meat"
"1666","Mar-2008",2008,3,"Lamb and Mutton",18.16,"Red Meat"
"1667","Feb-2008",2008,2,"Lamb and Mutton",15.18,"Red Meat"
"1668","Jan-2008",2008,1,"Lamb and Mutton",12.92,"Red Meat"
"1669","Dec-2007",2007,12,"Lamb and Mutton",13.1,"Red Meat"
"1670","Nov-2007",2007,11,"Lamb and Mutton",13.94,"Red Meat"
"1671","Oct-2007",2007,10,"Lamb and Mutton",14.73,"Red Meat"
"1672","Sep-2007",2007,9,"Lamb and Mutton",15.69,"Red Meat"
"1673","Aug-2007",2007,8,"Lamb and Mutton",13.81,"Red Meat"
"1674","Jul-2007",2007,7,"Lamb and Mutton",15.41,"Red Meat"
"1675","Jun-2007",2007,6,"Lamb and Mutton",16.64,"Red Meat"
"1676","May-2007",2007,5,"Lamb and Mutton",18.21,"Red Meat"
"1677","Apr-2007",2007,4,"Lamb and Mutton",16,"Red Meat"
"1678","Mar-2007",2007,3,"Lamb and Mutton",15.57,"Red Meat"
"1679","Feb-2007",2007,2,"Lamb and Mutton",15.64,"Red Meat"
"1680","Jan-2007",2007,1,"Lamb and Mutton",15.77,"Red Meat"
"1681","Dec-2006",2006,12,"Lamb and Mutton",15.86,"Red Meat"
"1682","Nov-2006",2006,11,"Lamb and Mutton",15.45,"Red Meat"
"1683","Oct-2006",2006,10,"Lamb and Mutton",15.23,"Red Meat"
"1684","Sep-2006",2006,9,"Lamb and Mutton",15.35,"Red Meat"
"1685","Aug-2006",2006,8,"Lamb and Mutton",15.25,"Red Meat"
"1686","Jul-2006",2006,7,"Lamb and Mutton",15.13,"Red Meat"
"1687","Jun-2006",2006,6,"Lamb and Mutton",15.22,"Red Meat"
"1688","May-2006",2006,5,"Lamb and Mutton",15.25,"Red Meat"
"1689","Apr-2006",2006,4,"Lamb and Mutton",15.45,"Red Meat"
"1690","Mar-2006",2006,3,"Lamb and Mutton",15.78,"Red Meat"
"1691","Feb-2006",2006,2,"Lamb and Mutton",15.73,"Red Meat"
"1692","Jan-2006",2006,1,"Lamb and Mutton",9.97,"Red Meat"
"1693","Dec-2005",2005,12,"Lamb and Mutton",9.33,"Red Meat"
"1694","Nov-2005",2005,11,"Lamb and Mutton",10.14,"Red Meat"
"1695","Oct-2005",2005,10,"Lamb and Mutton",10.94,"Red Meat"
"1696","Sep-2005",2005,9,"Lamb and Mutton",11.79,"Red Meat"
"1697","Aug-2005",2005,8,"Lamb and Mutton",11.76,"Red Meat"
"1698","Jul-2005",2005,7,"Lamb and Mutton",9.36,"Red Meat"
"1699","Jun-2005",2005,6,"Lamb and Mutton",9.72,"Red Meat"
"1700","May-2005",2005,5,"Lamb and Mutton",8.74,"Red Meat"
"1701","Apr-2005",2005,4,"Lamb and Mutton",7.65,"Red Meat"
"1702","Mar-2005",2005,3,"Lamb and Mutton",7.59,"Red Meat"
"1703","Feb-2005",2005,2,"Lamb and Mutton",7.55,"Red Meat"
"1704","Jan-2005",2005,1,"Lamb and Mutton",3.5,"Red Meat"
"1705","Dec-2004",2004,12,"Lamb and Mutton",3.72,"Red Meat"
"1706","Nov-2004",2004,11,"Lamb and Mutton",4.17,"Red Meat"
"1707","Oct-2004",2004,10,"Lamb and Mutton",4.18,"Red Meat"
"1708","Sep-2004",2004,9,"Lamb and Mutton",3.88,"Red Meat"
"1709","Aug-2004",2004,8,"Lamb and Mutton",3.38,"Red Meat"
"1710","Jul-2004",2004,7,"Lamb and Mutton",3.87,"Red Meat"
"1711","Jun-2004",2004,6,"Lamb and Mutton",3.5,"Red Meat"
"1712","May-2004",2004,5,"Lamb and Mutton",3.25,"Red Meat"
"1713","Apr-2004",2004,4,"Lamb and Mutton",3.16,"Red Meat"
"1714","Mar-2004",2004,3,"Lamb and Mutton",3.36,"Red Meat"
"1715","Feb-2004",2004,2,"Lamb and Mutton",3.67,"Red Meat"
"1716","Jan-2004",2004,1,"Lamb and Mutton",3.8,"Red Meat"
"1717","Dec-2003",2003,12,"Lamb and Mutton",4.88,"Red Meat"
"1718","Nov-2003",2003,11,"Lamb and Mutton",4.49,"Red Meat"
"1719","Oct-2003",2003,10,"Lamb and Mutton",6.21,"Red Meat"
"1720","Sep-2003",2003,9,"Lamb and Mutton",5.86,"Red Meat"
"1721","Aug-2003",2003,8,"Lamb and Mutton",5.93,"Red Meat"
"1722","Jul-2003",2003,7,"Lamb and Mutton",5.43,"Red Meat"
"1723","Jun-2003",2003,6,"Lamb and Mutton",5.84,"Red Meat"
"1724","May-2003",2003,5,"Lamb and Mutton",5.02,"Red Meat"
"1725","Apr-2003",2003,4,"Lamb and Mutton",3.9,"Red Meat"
"1726","Mar-2003",2003,3,"Lamb and Mutton",4.06,"Red Meat"
"1727","Feb-2003",2003,2,"Lamb and Mutton",6.23,"Red Meat"
"1728","Jan-2003",2003,1,"Lamb and Mutton",7.12,"Red Meat"
"1729","Dec-2002",2002,12,"Lamb and Mutton",9.26,"Red Meat"
"1730","Nov-2002",2002,11,"Lamb and Mutton",12,"Red Meat"
"1731","Oct-2002",2002,10,"Lamb and Mutton",11.96,"Red Meat"
"1732","Sep-2002",2002,9,"Lamb and Mutton",14.46,"Red Meat"
"1733","Aug-2002",2002,8,"Lamb and Mutton",14.22,"Red Meat"
"1734","Jul-2002",2002,7,"Lamb and Mutton",13.55,"Red Meat"
"1735","Jun-2002",2002,6,"Lamb and Mutton",12.94,"Red Meat"
"1736","May-2002",2002,5,"Lamb and Mutton",13.17,"Red Meat"
"1737","Apr-2002",2002,4,"Lamb and Mutton",10.53,"Red Meat"
"1738","Mar-2002",2002,3,"Lamb and Mutton",11.27,"Red Meat"
"1739","Feb-2002",2002,2,"Lamb and Mutton",13.11,"Red Meat"
"1740","Jan-2002",2002,1,"Lamb and Mutton",11.91,"Red Meat"
"1741","Dec-2001",2001,12,"Lamb and Mutton",11.34,"Red Meat"
"1742","Nov-2001",2001,11,"Lamb and Mutton",13.24,"Red Meat"
"1743","Oct-2001",2001,10,"Lamb and Mutton",13.98,"Red Meat"
"1744","Sep-2001",2001,9,"Lamb and Mutton",15.27,"Red Meat"
"1745","Aug-2001",2001,8,"Lamb and Mutton",15.74,"Red Meat"
"1746","Jul-2001",2001,7,"Lamb and Mutton",15.44,"Red Meat"
"1747","Jun-2001",2001,6,"Lamb and Mutton",14.59,"Red Meat"
"1748","May-2001",2001,5,"Lamb and Mutton",13.55,"Red Meat"
"1749","Apr-2001",2001,4,"Lamb and Mutton",13.73,"Red Meat"
"1750","Mar-2001",2001,3,"Lamb and Mutton",13.14,"Red Meat"
"1751","Feb-2001",2001,2,"Lamb and Mutton",13.83,"Red Meat"
"1752","Jan-2001",2001,1,"Lamb and Mutton",13.46,"Red Meat"
"1753","Dec-2000",2000,12,"Lamb and Mutton",12.49,"Red Meat"
"1754","Nov-2000",2000,11,"Lamb and Mutton",12.2,"Red Meat"
"1755","Oct-2000",2000,10,"Lamb and Mutton",12.87,"Red Meat"
"1756","Sep-2000",2000,9,"Lamb and Mutton",14.04,"Red Meat"
"1757","Aug-2000",2000,8,"Lamb and Mutton",13.56,"Red Meat"
"1758","Jul-2000",2000,7,"Lamb and Mutton",13.98,"Red Meat"
"1759","Jun-2000",2000,6,"Lamb and Mutton",13.14,"Red Meat"
"1760","May-2000",2000,5,"Lamb and Mutton",13.35,"Red Meat"
